mir	ratio	symbol	entrezid	pvalue	cor	fdr	is_target
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	C7orf31	136895	6.25826690520017e-29	-0.602272191370001	1.24545769680389e-24	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	C7orf44	55744	9.95769150913262e-07	0.287969506202141	0.0176709193521067	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	C7	730	7.21671789939268e-11	-0.377289565714785	1.3736300849704e-06	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	C8orf30A	51236	4.27818527271029e-08	0.320749766178269	0.000784319706045977	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	C8orf73	642475	9.90457733385242e-07	0.288028793249465	0.0175786438521213	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	C8orf80	389643	1.58789058205816e-06	-0.282743659722598	0.0279929230711033	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	C9orf100	84904	6.86865677446136e-07	0.292054610021843	0.012247501894542	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	C9orf103	414328	5.44110612531186e-09	-0.340269624080586	0.000101335160477808	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	C9orf140	89958	1.2057563392176e-08	0.332898700908744	0.000223161383262394	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	C9orf142	286257	6.09743877610924e-08	0.317252419764271	0.00111473375704829	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	C9orf4	23732	3.12035009915729e-06	-0.274985091744524	0.054456349930493	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	C9orf7	11094	3.68768851048851e-15	-0.447726201119044	7.18914875119734e-11	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	C9orf95	54981	7.39782781375024e-08	-0.315325327660929	0.00135002959773128	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CA12	771	2.55086740641933e-16	-0.464254811159543	4.99255768784392e-12	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CA14	23632	2.92780488885449e-07	-0.301200745999638	0.00527736831216021	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CA1	759	3.40595994849066e-42	-0.698789172840946	6.81294168496587e-38	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CA2	760	1.02024846822145e-37	-0.670027561551427	2.03835441465963e-33	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CA4	762	1.25166486540757e-39	-0.682715260743169	2.50182773297665e-35	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CA7	766	7.80822017676984e-22	-0.532503423330179	1.54462211536861e-17	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CAB39	51719	1.51223190030143e-21	-0.529304309342405	2.9895312437059e-17	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CABP2	51475	1.61092279802322e-07	-0.307426319555876	0.0029204419405363	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CACYBP	27101	6.35823591554896e-08	0.316836070195201	0.00116171328412995	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CADM3	57863	1.49940004099222e-17	-0.480865687426445	2.94452180050051e-13	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CALCOCO2	10241	3.37752830606312e-12	-0.400933078213827	6.49363592123695e-08	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CALM1	801	2.00575711655774e-10	-0.368953815544707	3.80111031158857e-06	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CALML4	91860	2.61414304780428e-06	-0.277040957348356	0.0457239760491446	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CALR	811	2.76134681786999e-08	0.325010340112177	0.000507701225933577	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CAMK2A	815	5.69837282211473e-07	-0.294085392635319	0.0101943889787632	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CAMK2D	817	3.74575286422003e-07	-0.298590560431963	0.00673448907458119	YES
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CAMK2N1	55450	3.23259836697541e-14	-0.433600476715036	6.27802928850294e-10	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CAMTA2	23125	2.37824411727662e-06	-0.27813261183081	0.0416549457141	YES
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CAPN13	92291	1.30439194530437e-12	-0.407913008373339	2.51356327860152e-08	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CAPN2	824	5.99571994196060e-12	-0.396642495748341	1.15093840005876e-07	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CAPN5	726	1.4121408852118e-18	-0.494055510273048	2.77881083391979e-14	NA
