"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"cel-let-7-5p"	1093.03533391299	-1.97413756853577	0.347108903760581	-5.68737231211286	1.29008995663245e-08	1.11592781248707e-06
"cel-miR-1-3p"	5849.75446327717	-1.64752606931736	0.592326740055628	-2.78144807233019	0.00541169874831781	0.0332366894078582
"cel-miR-1817"	5.7426221902127	-1.86017401938965	0.653936015926209	-2.84458108146097	0.00444698661642782	0.0307731473856805
"cel-miR-1819-3p"	5.54829815631053	-1.84794050904468	0.682043495122421	-2.70941739384669	0.00674014869423408	0.0350606733655942
"cel-miR-1829c-5p"	27.9476840324226	1.05423787441759	0.458778728137711	2.2979223092949	0.0215662113018061	0.0812757778057668
"cel-miR-1830-3p"	10.0124252611253	-1.94786218019042	0.659673775424304	-2.95276582571067	0.0031494077722068	0.0247657974814444
"cel-miR-229-3p"	27.6980452638338	-0.886049475221045	0.405935540374768	-2.18273441739796	0.0290553737949853	0.0966649935871626
"cel-miR-229-5p"	334.819543612795	1.30986872882429	0.532492346807684	2.45988273198106	0.0138982419765651	0.0559161828359479
"cel-miR-230-3p"	26.2976201966464	-2.48388627958751	0.540281256989327	-4.59739487064342	4.27806366133001e-06	0.000246701671136697
"cel-miR-230-5p"	20.0003173413438	-2.16493060704935	0.570965746106896	-3.79169962788632	0.000149619810394153	0.00199109439986065
"cel-miR-235-3p"	641.053347605652	-1.51753621386231	0.356320250707996	-4.2589109399396	2.05425289394547e-05	0.000592309584420945
"cel-miR-237-5p"	926.856560674423	-1.68136106598751	0.291721334074382	-5.76358623657879	8.23451474479308e-09	1.11592781248707e-06
"cel-miR-238-3p"	4757.39441754183	0.967822625178192	0.371386281225223	2.60597301005652	0.00916136803401105	0.0417083334179977
"cel-miR-239a-5p"	3.12865051548971	2.38549583269212	0.729832596690713	3.26855205359242	0.00108099291378871	0.0103300379481867
"cel-miR-240-3p"	344.137633666403	-1.14647678674902	0.439503914793239	-2.60857013591874	0.00909213774813056	0.0417083334179977
"cel-miR-241-3p"	29.1669753180309	-1.31850926226096	0.516895210945645	-2.55082506926072	0.0107468251476783	0.0464800187637086
"cel-miR-241-5p"	204.371641364505	-1.83042283193763	0.456782288377646	-4.0072106088849	6.14400724077028e-05	0.00118101472517029
"cel-miR-243-5p"	1.92828805069338	2.03482347286626	0.819478235441286	2.48307201443919	0.0130254751897387	0.0546682478024658
"cel-miR-250-5p"	5.09915289411298	-1.53271926590066	0.681460908103394	-2.24916682332731	0.0245018843845331	0.0847765199704845
"cel-miR-34-5p"	171.836308564681	1.70345321891341	0.45751385035233	3.72328229539191	0.000196649433821643	0.0024300251465103
"cel-miR-355-5p"	52.3363463248049	1.26614817343194	0.489707372676064	2.58551993308355	0.00972322505007914	0.0431312290682998
"cel-miR-35-5p"	6.91719020556381	2.32018394085687	0.698932491944709	3.31961093181001	0.000901429824594315	0.00917337409734215
"cel-miR-357-3p"	13.9011172774703	-2.31738313660343	0.514395699123571	-4.50505931630414	6.63544051926566e-06	0.00028698280245824
"cel-miR-358-5p"	4.96230574465188	-2.00908008705508	0.724778879325317	-2.77199038819301	0.00557146816663519	0.0332366894078582
"cel-miR-36-5p"	3.91455035674805	-2.05048934573231	0.757107813304987	-2.70831882817501	0.00676250227268094	0.0350606733655942
"cel-miR-37-3p"	504.730205162325	1.59989459320588	0.565421880894631	2.82955903771264	0.00466121992478723	0.0310150402687765
"cel-miR-38-3p"	109.01102850176	2.39924890599476	0.701817408315032	3.41862267531241	0.000629389391093499	0.00680527279119846
"cel-miR-39-5p"	3.67246528228665	-2.21569836619439	0.730213539560406	-3.03431564351471	0.00241082050090574	0.019860568888414
"cel-miR-44-3p"	5687.12625799794	-0.998771903105388	0.437872481701342	-2.28096522353879	0.0225505048247214	0.0812757778057668
"cel-miR-45-3p"	5687.12625799794	-0.998771903105388	0.437872481701342	-2.28096522353879	0.0225505048247214	0.0812757778057668
"cel-miR-45-5p"	13.2031654316007	-1.42160533730056	0.527044127631302	-2.69731747831001	0.00699005926395162	0.0350606733655942
"cel-miR-46-3p"	1216.08039000749	-0.57909648065919	0.253803572675445	-2.28167190301816	0.0225087180978028	0.0812757778057668
"cel-miR-47-3p"	1967.06967069638	-0.830468342482437	0.269285908081995	-3.08396510013278	0.00204261555519119	0.0176686245524038
"cel-miR-50-5p"	367.517327685162	-1.40836982428764	0.33922688965284	-4.15170455894268	3.30008108765058e-05	0.000815591468805073
"cel-miR-51-3p"	4.12786003550282	-2.05629600483575	0.764996953889812	-2.68797933688496	0.00718858448575935	0.0350606733655942
"cel-miR-54-5p"	11.3211530054875	-2.3274800225918	0.602667422838591	-3.86196421838975	0.000112479043193117	0.00162157287270077
"cel-miR-59-3p"	174.557864893701	-1.54505407620737	0.391046731027693	-3.9510727327828	7.78016732916506e-05	0.00122360813449596
"cel-miR-61-3p"	1711.38607529652	-1.41111021151278	0.521130217872635	-2.70778811728331	0.00677332501108878	0.0350606733655942
"cel-miR-63-3p"	535.650777622223	1.57177354633352	0.397254845773019	3.95658747289792	7.60280566613181e-05	0.00122360813449596
"cel-miR-66-5p"	3081.9171470753	1.03958967928066	0.45975820037032	2.26116614873494	0.0237489704456802	0.0838484058592383
"cel-miR-70-3p"	13343.3594111105	-1.57396091626988	0.459821707840648	-3.4229808846157	0.000619384328244266	0.00680527279119846
"cel-miR-71-5p"	5637.95541413958	1.81394311913793	0.633129511534778	2.86504275363934	0.00416952944186521	0.0300553580601117
"cel-miR-72-5p"	5582.42104199302	1.19519483783406	0.280393468345601	4.26256305072311	2.02095450315821e-05	0.000592309584420945
"cel-miR-74-5p"	5.87586558850738	-1.54200194472912	0.697286308272888	-2.21143298876542	0.0270058675270504	0.091608138866269
"cel-miR-77-3p"	4458.30719945468	1.2498804548796	0.534856609904988	2.33685146959598	0.0194469085065238	0.0764617084461048
"cel-miR-78"	54.5995122956985	-1.14870890726048	0.423625306724854	-2.7116154040499	0.00669562292401913	0.0350606733655942
"cel-miR-788-3p"	21.0943849283591	-2.42654295454892	0.595374073221609	-4.0756611073417	4.58838016817977e-05	0.000992237211368876
"cel-miR-789-2-5p"	3.87279653552248	-2.70806421493976	0.832008283296086	-3.25485246878972	0.00113451283824016	0.0103300379481867
"cel-miR-799"	3.29547687536589	-2.13759431195663	0.73065095922383	-2.9256025534099	0.00343789842241859	0.0258589750903659
"cel-miR-80-5p"	193.073750758706	-1.45563724538135	0.587807471544211	-2.4763843874888	0.0132720601601362	0.0546682478024658
"cel-miR-86-3p"	24.6697923703837	-1.81917020608549	0.646750757097953	-2.81278403793189	0.00491146250423805	0.0314697412308586
"cel-miR-2208a-5p"	5.08528880866641	1.93868526307174	0.722573308437791	2.68302916871257	0.00729586266567277	0.0350606733655942
