GO:0009611 0.00269
GO:0014065 0.0469
GO:0044699 3.61e-16
GO:0016265 0.0123
GO:0051179 2.01e-07
GO:0051674 5.56e-06
GO:0032502 1.38e-09
GO:0044767 3.09e-09
GO:0048856 1.18e-09
GO:0009653 2.2e-05
GO:0048646 0.0032
GO:0065007 0.00829
GO:0065008 9.43e-06
GO:0042592 0.00377
GO:0065009 0.000494
GO:0050789 0.029
GO:0051239 1.05e-07
GO:0032879 6.83e-06
GO:0050793 4.73e-08
GO:0002376 4.35e-05
GO:0002682 0.000872
GO:0023052 0.00351
GO:0044700 0.00351
GO:0023051 0.0037
GO:0032501 0.0083
GO:0044707 0.00508
GO:0007275 4.57e-09
GO:0048731 1.82e-10
GO:0048513 6e-04
GO:0007399 1.04e-05
GO:2000026 2.36e-08
GO:0051960 0.00149
GO:0008152 0.00839
GO:0071704 0.0346
GO:1901135 1.2e-05
GO:1901564 2.56e-07
GO:0072521 0.000469
GO:0044710 7.07e-06
GO:0044281 2.09e-06
GO:0009056 0.0176
GO:1901575 0.0113
GO:1901136 0.0132
GO:1901565 0.00221
GO:0044248 0.00411
GO:0044712 0.000236
GO:1901658 0.0315
GO:0006793 6.36e-05
GO:0006796 8.04e-05
GO:0019637 1.43e-05
GO:0019693 0.00287
GO:0046434 0.000311
GO:0051174 0.0164
GO:0019220 0.0146
GO:0009987 1.11e-07
GO:0044763 2.54e-12
GO:0048869 1.77e-06
GO:0030154 2.69e-07
GO:0045595 6.7e-07
GO:0022008 7.08e-06
GO:0048699 3.39e-06
GO:0030182 4.81e-05
GO:0048468 7.13e-06
GO:0060284 0.000134
GO:0050767 0.000267
GO:0045664 0.00676
GO:0048666 0.000247
GO:0055086 3.48e-05
GO:0006753 0.000101
GO:1901292 0.00144
GO:0009143 0.0412
GO:0009117 0.000384
GO:0006163 0.00275
GO:0009259 0.00244
GO:0009150 0.00188
GO:0009166 0.00565
GO:0009261 0.014
GO:0007154 0.0018
GO:0010646 0.00392
GO:0007165 0.0306
GO:0035556 0.00428
GO:0006928 1.18e-05
GO:0051270 1.49e-06
GO:0051272 0.00309
GO:0008219 0.011
GO:0012501 0.0371
GO:0071840 0.00332
GO:0016043 0.00057
GO:0051128 0.00481
GO:0030030 0.0281
GO:0031344 0.0489
GO:0031175 0.000146
GO:0010975 0.0229
GO:0040011 2.37e-07
GO:0040012 2.5e-06
GO:0048870 5.56e-06
GO:0016477 1.44e-06
GO:0050900 0.0371
GO:2000145 1.25e-05
GO:0030334 3.66e-05
GO:0022610 6.21e-11
GO:0007155 3.54e-11
GO:0016337 0.00862
GO:0050896 3.96e-06
GO:0009605 0.0112
GO:0042330 0.00873
GO:0048583 4.04e-06
GO:0009966 0.0145
GO:0006955 0.0157
GO:0044270 0.0454
GO:0051234 0.00113
GO:0006810 0.00216
GO:0044765 0.00175
GO:0006811 0.00927
GO:0055085 0.000123
GO:0034220 0.0156
GO:0048518 0.000211
GO:0051094 0.00964
GO:0045597 0.0205
GO:0002684 0.0246
GO:0040017 0.00558
GO:2000147 0.00189
GO:0030335 0.00431
GO:0048519 0.00086
GO:0051093 0.047
GO:0006140 0.000257
GO:1900542 2e-04
GO:0072523 0.00976
GO:0006152 0.047
GO:0046130 0.047
GO:0006195 0.0167
GO:0009154 0.014
GO:0006935 0.00832
GO:0043269 0.0273
GO:0009118 0.0261
GO:0051336 0.031
GO:0030054 1.33e-05
GO:0005911 0.0131
GO:0005576 3.24e-09
GO:0044421 1.79e-06
GO:0005615 0.00781
GO:0016020 5.1e-09
GO:0005623 2.97e-05
GO:0044464 3.89e-05
GO:0097458 0.0375
GO:0043005 0.016
GO:0009986 5.35e-06
GO:0071944 4.82e-08
GO:0005886 6.95e-08
GO:0044425 8.9e-09
GO:0031224 2.23e-08
GO:0016021 4.49e-07
GO:0044459 1.02e-07
GO:0031226 0.000143
GO:0005887 0.00356
GO:0031982 0.00486
GO:0005488 3.86e-08
GO:0005515 9.84e-09
GO:0019838 0.0111
GO:0005215 0.00568
GO:0022892 0.0192
GO:0022857 0.00631
GO:0022891 0.0241
CORUM:5330 0.0496
HP:0010985 0.0235
HP:0001417 0.0185
KEGG:04360 0.0499
REAC:109582 0.00517
REAC:420362 0.00816
TF:M00378_4 0.00045
TF:M00378_3 0.00695
TF:M00378_2 0.0178
TF:M00444_4 0.018
