Probeset WT-miRNA - Sample ID:	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
miR-4761-5p	0	0	1	0	0	0	0	3	0	0	1	0	0	0	1	23	0	0	1	0	2	0	1	2
miR-4762-5p	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	41	0	1	1	0	3	0	1	3
miR-4763-3p	1	58	26	2524	31	2	59	271	8	54	66	14	1	1	68	3455	41	34	46	60	123	1	578	42
miR-4764-3p	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	11	0	0	1	1	3	0	5	11
miR-4764-5p	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	10	0	1	2	1	0	0	12	17
miR-4765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
miR-4766-3p	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	1	0	1	0	0	0	2	1
miR-4766-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
miR-4768-5p	0	1	1	0	0	0	2	2	0	0	0	0	0	0	1	14	1	0	1	1	1	0	2	3
miR-4769-3p	0	0	2	2	0	0	28	15	4	5	8	2	0	0	5	163	0	1	4	3	7	0	31	33
miR-4769-5p	0	0	3	0	0	0	2	7	0	3	3	2	0	0	6	55	3	1	0	25	6	0	4	0
miR-4770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	5
miR-4771	0	0	2	0	0	0	1	5	5	0	0	1	0	0	1	16	1	2	1	1	1	0	14	4
miR-4772-5p	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	17	0	0	0	0	1	0	0	0
miR-4773	0	0	2	0	1	0	0	12	22	0	2	0	0	0	0	30	2	0	0	1	0	0	37	20
miR-4774-3p	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	25	0	0	2	0	3	0	1	0
miR-4774-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
miR-4775	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
miR-4777-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	1	0	1	0
miR-4777-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-4778-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	2	0	1	1
miR-4779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	1	2	0	0	2
miR-4780	0	0	0	0	0	0	1	4	4	2	0	0	0	0	1	31	1	1	0	1	4	0	2	7
miR-4781-3p	0	0	0	0	0	0	0	3	2	0	1	0	0	0	1	4	0	0	1	0	0	0	6	10
miR-4781-5p	1	0	0	0	0	0	0	21	5	1	0	0	0	0	0	11	0	0	0	2	2	0	11	12
miR-4782-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
miR-4783-3p	0	1	0	2	0	0	1	1	1	0	3	1	0	0	1	78	1	0	1	1	7	0	9	5
miR-4783-5p	0	6	17	23	18	1	5	56	11	20	12	10	0	0	42	1333	40	15	38	15	43	1	544	292
miR-4784	0	0	2	1	0	0	1	5	2	0	0	0	0	0	1	43	0	0	0	146	4	0	18	8
miR-4786-3p	0	1	0	0	0	0	1	5	2	1	0	0	0	0	1	120	2	1	1	0	9	0	1	4
miR-4786-5p	0	2	0	0	0	0	0	3	3	0	0	0	0	0	1	26	1	1	0	0	1	0	38	5
miR-4787-3p	2	15	14	18	21	0	15	344	210	16	12	20	0	0	20	664	12	11	32	34	7	2	2098	7230
miR-4787-5p	8	665	1630	512	221	11	1152	3485	783	1526	1818	298	7	9	2289	58353	1585	759	411	1733	1026	6	49644	2786
miR-4788	0	0	3	0	2	0	1	0	0	4	1	1	0	0	5	46	1	3	1	1	4	0	0	0
miR-4789-3p	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	4	1	0	0	0	5	0	2	3
miR-4789-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	5
miR-4790-3p	0	1	2	1	2	0	1	17	18	3	0	2	0	0	0	46	2	1	4	2	6	0	24	41
miR-4790-5p	0	0	1	0	0	0	0	6	9	0	2	3	0	0	0	15	0	1	2	0	3	0	14	22
miR-4791	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	2
miR-4792	151	30449	17357	6240	2374	154	11270	1370	747	18669	25297	3516	39	38	17932	101912	3343	13793	11643	2555	26409	39	159998	450
miR-4793-3p	0	1	0	0	1	0	1	3	0	3	2	0	0	0	2	82	2	2	2	1	8	0	4	1
miR-4793-5p	0	1	0	0	0	0	1	10	13	0	0	0	0	0	2	16	0	0	1	0	1	0	96	404
miR-4794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0
miR-4795-3p	0	2	0	0	1	0	0	30	26	1	0	3	0	0	1	24	0	1	2	1	0	0	29	94
miR-4795-5p	0	0	4	0	2	0	5	26	22	1	1	1	0	0	1	22	3	0	1	0	0	0	38	71
miR-4796-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1
miR-4797-5p	0	10	7	3	8	0	6	71	28	9	7	4	0	0	6	75	4	7	14	17	7	0	107	190
miR-4798-3p	0	0	0	2	0	0	1	16	16	0	0	0	0	0	1	26	1	0	2	2	3	0	30	40
miR-4798-5p	0	1	3	3	3	0	1	23	22	1	1	1	0	0	1	19	0	1	1	3	2	0	50	31
miR-4799-5p	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	11	0	0	2	1	4	0	1	1
miR-4800-3p	1	10	15	7	7	0	20	47	76	11	20	4	0	0	17	429	15	14	8	13	31	0	159	90
miR-4800-5p	0	8	4	1	0	0	5	6	2	5	2	4	0	0	5	32	11	2	0	72	8	0	30	6
miR-4801	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	34	0	0	0	0	2	0	0	0
miR-4802-3p	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	17	1	0	0	0	2	0	0	0
miR-4802-5p	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0
miR-4803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0
miR-4804-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	7	0	1	1
miR-484	3	9	40	1	3	6	91	4	736	23	34	2	0	0	88	56	41	19	6	5	505	0	75	22
miR-485-3p	0	1	1	1	0	0	2	0	4	1	1	1	0	0	1	21	0	0	3	2	6	0	1	7
miR-485-5p	0	0	0	0	1	0	1	3	0	0	0	0	0	0	1	30	1	1	0	0	3	0	8	0
miR-486-5p	29	1	0	0	2	0	2	1	427	2	0	0	0	0	3	46	0	0	2	5	18	0	55	7
miR-487a-3p	0	0	0	1	1	0	1	0	1	0	1	0	0	0	1	20	0	3	0	1	4	0	0	1
miR-487a-5p	0	0	1	1	0	0	0	1	0	4	0	0	0	0	1	40	2	1	0	0	8	0	1	0
miR-487b-3p	0	0	0	3	5	0	2	0	1	1	1	2	0	0	3	27	0	1	4	2	13	0	0	0
miR-487b-5p	0	0	0	0	1	0	0	0	0	0	1	4	0	0	1	35	1	1	0	1	4	0	0	0
miR-488-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	1	0
miR-488-5p	0	0	0	1	1	0	0	7	5	2	0	0	0	0	1	29	0	1	2	1	3	0	7	5
miR-489-3p	0	2	1	1	2	0	1	0	0	2	5	2	0	0	6	57	4	3	0	0	14	0	1	1
miR-489-5p	0	1	1	0	2	0	0	1	0	2	1	2	0	0	0	29	1	1	1	0	6	0	1	1
miR-490-5p	0	2	0	0	0	0	1	2	0	1	0	0	0	0	3	20	0	0	0	0	0	0	5	1
miR-491-3p	0	0	2	0	0	0	2	1	0	2	3	0	0	0	7	11	0	0	0	0	4	0	0	0
miR-491-5p	0	3	5	1	1	0	16	0	1	6	5	0	0	0	12	22	3	3	0	1	24	0	0	0
miR-492	0	4	9	2	0	0	11	0	0	3	7	0	1	0	5	113	4	4	2	1	51	0	5	0
miR-493-3p	0	2	1	1	0	0	5	1	0	5	7	3	0	0	8	132	2	3	1	2	22	0	3	0
miR-493-5p	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	8	0	0	0	4	8	0	0	1
miR-494-3p	0	0	0	8	8	0	7	0	19	3	2	3	0	0	7	23	8	2	17	14	19	0	11	2
miR-494-5p	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	19	0	0	0	1	2	0	0	0
miR-495-3p	0	1	2	1	2	0	12	0	11	1	4	0	0	0	5	20	3	3	3	7	13	0	6	8
miR-495-5p	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	23	2	0	0	0	1	0	0	0
miR-496	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	3	0	0	0
miR-497-3p	0	2	3	4	7	0	0	47	55	1	1	0	0	0	1	40	1	1	3	3	1	0	96	225
miR-498	0	0	0	0	1	0	0	2	4	0	0	0	0	0	0	13	0	0	0	0	2	0	10	14
miR-4999-5p	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	5	0	1	0	0	2	0	0	0
miR-499b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1	1	0	0	0	0	1
miR-5000-3p	1	3	5	8	5	0	3	56	29	6	6	7	0	0	2	83	6	4	5	18	3	0	78	188
miR-5000-5p	0	1	1	0	0	0	3	14	6	0	1	0	0	0	1	21	0	2	2	1	0	0	19	54
miR-5001-3p	0	1	1	0	1	0	6	6	2	3	4	2	0	0	2	56	0	2	2	1	1	0	13	13
miR-5001-5p	0	2	5	4	2	0	2	117	1	3	4	1	0	0	6	144	2	2	5	12	5	0	27	2
miR-5002-3p	1	0	1	1	3	0	2	2	1	2	5	1	0	0	1	76	1	0	4	0	7	0	11	9
miR-5002-5p	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	34	1	2	0	1	3	0	0	0
miR-5003-3p	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0
miR-5003-5p	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	41	1	3	1	1	2	0	2	1
miR-5004-3p	0	0	0	2	0	0	1	4	1	1	0	1	0	0	1	46	0	1	1	0	5	0	3	2
miR-5004-5p	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	31	0	0	0	0	3	0	3	3
miR-5006-3p	0	0	1	0	0	0	1	1	4	1	1	0	0	0	2	35	1	1	0	0	4	0	1	5
miR-5006-5p	0	2	2	0	1	0	3	4	4	1	0	0	0	0	3	91	1	0	2	4	6	0	8	6
miR-5007-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
miR-5007-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	1	0	0	0
miR-5008-3p	1	3	1	2	9	0	4	35	16	5	4	3	0	1	6	344	4	5	3	4	19	1	72	167
miR-5008-5p	0	0	1	0	2	0	2	8	0	0	0	1	0	0	0	31	0	0	0	0	0	0	10	41
miR-5009-3p	0	0	0	0	1	0	1	5	7	0	0	0	0	0	0	8	0	1	0	1	0	0	16	21
miR-5009-5p	0	0	2	1	1	0	2	12	14	1	1	0	0	0	2	29	1	0	0	1	2	0	16	20
miR-500a-3p	0	0	5	0	2	0	9	2	1	1	1	0	0	0	5	25	0	0	0	0	26	0	1	4
miR-500a-5p	0	2	9	2	2	1	32	4	2	8	10	0	0	0	19	29	5	2	1	0	45	0	8	7
miR-500b-3p	1	2	4	1	5	0	8	23	27	4	0	3	0	0	6	69	1	3	2	4	16	0	22	48
miR-500b-5p	1	3	14	2	1	1	20	17	11	4	10	5	0	0	18	10	6	2	4	0	68	0	20	25
miR-5010-3p	0	1	0	0	0	0	1	0	0	1	0	2	0	0	2	17	2	0	0	0	5	0	0	2
miR-5010-5p	0	2	92	5	0	0	4	15	4	5	5	12	0	0	281	166	1	2	2	1	10	0	897	17
miR-5011-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3
miR-501-3p	0	3	7	0	0	1	19	1	2	4	6	0	1	0	13	16	4	2	1	0	31	0	1	0
miR-501-5p	0	3	8	0	1	0	24	2	3	2	7	0	0	0	31	28	4	1	0	2	26	0	5	5
miR-502-3p	0	0	3	0	0	1	23	0	1	3	7	0	0	0	16	14	2	2	0	0	31	0	0	2
miR-502-5p	0	0	1	1	1	0	13	13	3	1	2	1	0	0	12	31	5	0	1	1	17	1	23	27
miR-503-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	29	0	1	1	2	0	0	0	0
miR-503-5p	0	5	3	2	1	1	19	3	2	2	7	7	0	0	13	22	7	1	19	4	30	0	4	3
miR-504-3p	0	9	5	5	5	0	9	29	2	7	6	4	0	0	11	265	0	5	4	28	21	0	85	7
miR-504-5p	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	5	3	2	0	2	2
miR-5047	0	0	1	0	0	0	0	1	1	0	2	0	0	0	3	24	0	1	0	0	4	0	3	2
miR-505-3p	0	5	16	1	0	0	64	1	4	4	15	0	0	0	47	35	22	7	1	0	98	0	8	7
miR-505-5p	0	0	2	0	0	0	11	1	0	1	0	0	0	0	6	31	4	0	3	0	23	0	1	0
miR-506-3p	0	0	0	0	0	0	1	5	2	0	1	1	0	0	0	8	0	1	1	0	1	0	21	32
miR-506-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
miR-507	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5	0	0	0	1	0	0	1	0
miR-508-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	2	0	0	1
miR-508-5p	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	5	0	0	0	0	0	0	2	1
miR-5087	0	0	0	0	0	0	5	0	1	2	2	0	0	0	3	42	4	3	2	0	3	0	0	0
miR-5088-3p	0	1	1	0	1	0	3	4	4	0	4	0	0	0	2	86	1	2	3	0	5	0	13	10
miR-5088-5p	0	3	2	1	1	0	4	4	1	2	2	0	0	0	11	183	4	2	0	7	8	0	5	2
miR-5089-3p	0	0	1	0	1	0	0	2	0	0	1	0	0	0	0	56	0	0	1	1	2	0	3	3
miR-5090	0	0	4	1	0	0	3	14	0	1	2	1	0	0	3	52	3	1	0	4	21	0	6	3
miR-5091	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	7	0	2	0	0	1	0	1	1
miR-5092	0	3	4	5	4	0	5	70	70	8	6	3	0	0	8	56	3	3	10	2	1	1	151	241
miR-5093	0	0	0	1	1	0	4	2	3	2	3	1	0	0	3	34	0	0	2	2	5	0	4	3
miR-509-3-5p	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	35	0	0	2	0	1	0	0	2
miR-509-3p	0	0	2	0	0	1	2	0	0	2	0	1	0	0	1	38	2	1	1	0	12	0	0	0
miR-5094	0	0	1	0	0	2	1	0	0	1	2	0	0	0	0	14	0	1	0	0	2	0	1	0
miR-5095	2	83	266	495	256	16	492	696	296	683	761	299	6	5	617	33610	501	559	451	257	954	0	438	43
miR-509-5p	0	1	0	0	1	0	0	1	2	0	0	0	0	0	0	15	0	1	0	1	5	0	4	2
miR-5096	7	1080	3145	7259	2608	171	3587	6307	2067	3718	4582	2576	52	53	3972	307805	5274	6423	3644	3372	11128	3	3604	59
miR-5100	0	10	2	18	57	11	15	4	8	11	14	4	1	1	11	3419	23	5	27	10	964	2	3858	15
miR-510-3p	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	5	0	1	1	0	2	0	0	1
miR-510-5p	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	24	0	0	2	0	2	0	8	9
miR-511-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	2	0	1	0	0	0	0	0	1
miR-511-5p	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	24	0	2	0	0	2	0	3	1
miR-512-3p	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	31	0	0	0	0	4	0	2	1
miR-512-5p	0	0	0	2	0	0	0	1	4	0	2	0	0	0	0	25	0	0	1	1	1	0	2	4
miR-513a-3p	0	0	0	0	0	0	0	1	7	0	1	1	0	0	1	27	0	0	0	0	1	0	2	3
miR-513a-5p	0	0	0	1	0	0	0	1	2	0	0	1	0	0	0	2	0	1	0	0	0	0	3	5
miR-513b-3p	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	8	0	0	0	1	4	0	3	2
miR-513b-5p	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	10	0	0	1	0	0	0	0	0
miR-513c-3p	0	0	0	0	1	0	1	1	6	0	1	0	0	0	0	9	0	0	1	0	0	0	10	10
miR-513c-5p	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	20	0	1	0	0	2	0	0	0
miR-514a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	2	0	0	1
miR-514a-5p	0	1	0	1	1	0	1	1	2	1	1	0	0	0	2	113	0	2	0	0	3	0	2	3
miR-514b-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	11	0	0	1	0	2	0	0	1
miR-514b-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	24	0	0	0	0	3	0	0	0
miR-515-3p	0	0	0	0	1	1	1	1	0	0	3	1	0	0	0	33	0	2	1	4	6	0	2	0
miR-515-5p	0	0	0	0	0	0	0	5	0	0	1	1	0	0	0	16	0	0	0	0	1	0	3	1
miR-516a-3p	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	1	0	0	1	2	2	0	2	0
miR-516a-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	4	0	1	1
miR-516b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	0	0	1	3	0	0	0
miR-517-5p	0	1	0	3	1	0	1	8	11	0	1	1	0	0	0	89	0	1	2	1	3	0	11	21
miR-517a-3p	0	0	1	1	0	0	1	0	2	0	3	0	0	0	1	62	0	1	3	3	5	0	3	1
miR-517c-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	26	0	0	0	0	1	0	4	0
miR-5186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	0	0	0	0	0
miR-5187-3p	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	19	0	0	0	0	1	0	1	2
miR-5187-5p	0	0	0	0	1	0	2	5	4	2	1	0	0	0	1	15	1	3	1	1	5	0	8	3
miR-5188	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	13	0	0	0	1	2	0	0	2
miR-5189-3p	0	0	1	0	2	0	1	9	7	0	1	1	0	0	3	72	0	0	4	1	5	0	10	27
miR-5189-5p	0	0	2	2	1	0	3	7	6	1	1	3	0	0	0	68	1	3	1	3	4	0	14	12
miR-518b	1	1	2	2	6	0	0	37	29	3	2	1	0	0	0	42	2	2	4	1	1	0	62	78
miR-518c-3p	0	1	0	0	0	0	1	5	7	0	0	1	0	0	0	23	1	1	1	1	1	0	17	12
miR-5190	0	1	0	0	1	0	7	4	0	1	2	1	0	0	2	148	0	2	0	1	11	0	8	8
miR-5191	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0
miR-5192	0	0	1	1	0	0	1	4	1	1	0	0	0	0	0	22	0	0	1	0	4	0	2	10
miR-5193	0	0	1	1	1	0	3	6	7	2	2	0	0	0	2	53	0	1	1	2	5	0	22	6
miR-5194	0	1	0	0	0	0	0	1	2	2	2	1	0	0	0	39	2	0	0	1	7	0	2	0
miR-5195-3p	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	27	0	2	0	1	3	0	2	0
miR-5195-5p	0	1	0	0	1	0	3	3	2	1	0	0	0	0	4	28	1	0	1	0	23	0	10	4
miR-5196-3p	0	0	0	2	1	0	1	6	3	2	4	0	0	0	3	58	6	2	1	1	1	0	10	12
miR-5196-5p	5	31	24	12	11	10	16	20230	52	22	28	16	0	0	16	555	23	12	18	1678	31	0	199	76
miR-5197-3p	0	0	2	0	0	0	1	0	0	1	1	0	0	0	0	28	1	0	0	0	0	0	0	0
miR-5197-5p	0	0	2	0	2	0	1	0	0	1	3	2	0	0	0	48	0	2	2	1	5	0	1	3
miR-519a-3p	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	1
miR-519b-3p	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	11	0	1	2	0	3	0	0	3
miR-519c-3p	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	5	0	2	0	0	0	0	1	1
miR-519d-3p	0	0	0	0	0	0	2	5	0	1	2	2	0	0	1	48	2	1	2	1	3	0	13	13
miR-519e-3p	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	1	0	1	0	0	0	0
miR-519e-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	1	0	0	0	4	4
miR-520a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	3	0
miR-520b	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	5	0	0	1	0	1	0	14	5
miR-520c-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	2	3
miR-520d-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	20	0	0	1	0	0	0	0	1
miR-520d-5p	0	1	1	2	3	0	2	41	43	2	2	1	0	0	2	36	0	0	5	4	2	0	72	104
miR-520e	0	0	0	0	0	0	0	4	1	0	1	1	0	0	0	10	0	0	0	0	0	0	2	2
miR-520f-3p	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	5	0	0	3	0	1	0	3	3
miR-520g-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	1	0	0	0	1	0
miR-521	0	0	1	1	1	0	0	3	1	2	3	0	0	0	1	52	0	0	0	0	5	0	3	6
miR-522-3p	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	1	0	1	0	0	0	0
miR-522-5p	0	2	4	1	3	0	5	65	51	5	9	5	0	0	8	211	5	7	10	9	14	1	94	158
miR-523-3p	0	0	2	0	0	0	0	11	5	2	0	0	0	0	1	24	1	0	1	0	3	0	34	49
miR-525-5p	0	0	0	2	1	0	0	8	4	0	1	0	0	0	1	44	1	3	4	0	9	0	18	15
miR-527	1	6	3	5	11	0	8	90	94	5	8	7	0	0	9	142	1	4	10	14	23	0	210	219
miR-532-3p	0	13	29	5	3	1	42	4	25	9	16	1	0	0	46	253	30	6	7	1	225	0	18	13
miR-532-5p	0	9	11	0	3	4	73	1	8	18	19	1	0	0	52	55	46	9	5	1	226	0	2	4
miR-539-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	1	2	0	1	0
miR-539-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	25	2	1	2	0	3	0	0	0
miR-541-3p	0	0	0	0	1	0	0	4	3	0	0	1	0	0	1	47	0	1	1	0	1	0	4	9
miR-541-5p	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	20	0	1	1	0	0	0	2	0
miR-542-3p	0	0	0	0	1	0	2	0	0	1	0	1	0	0	3	7	1	0	1	2	10	0	1	0
miR-542-5p	0	1	0	0	1	0	1	3	3	1	0	0	0	0	2	16	0	0	0	1	11	0	0	0
miR-543	0	4	1	2	1	0	6	5	19	2	2	2	0	0	4	24	1	2	4	0	5	0	15	8
miR-544a	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	57	0	0	0	0	4	0	0	0
miR-544b	0	1	0	1	1	0	0	4	3	2	2	1	0	0	3	44	2	0	1	0	5	0	11	9
miR-545-3p	0	4	5	0	1	0	13	0	0	5	4	0	0	0	19	108	6	1	1	1	25	0	0	0
miR-545-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
miR-548ab	0	0	1	0	0	0	2	3	0	0	1	0	0	0	1	56	0	0	0	1	1	0	0	1
miR-548ad	0	0	0	0	0	0	1	9	9	3	0	0	0	0	2	40	2	0	1	1	3	0	16	18
miR-548ae	0	0	4	3	4	0	7	46	54	3	3	0	0	0	6	103	4	0	4	4	1	0	68	79
miR-548ag	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	1	0	2	0
miR-548ak	0	1	3	1	2	0	2	13	20	4	2	1	0	0	2	69	1	0	0	0	1	0	24	42
miR-548al	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	52	0	0	0	1	2	0	0	0
miR-548an	0	0	0	0	1	0	0	6	3	1	0	0	0	0	0	18	0	0	1	1	0	0	7	8
miR-548ao-3p	0	0	0	0	0	0	1	5	1	1	0	0	0	0	1	13	0	1	1	0	2	0	4	3
miR-548ao-5p	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	19	0	1	0	0	1	0	0	0
miR-548ar-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0
miR-548as-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	2
miR-548at-3p	0	12	14	8	11	0	8	119	76	7	9	1	0	0	2	93	10	3	8	30	5	0	134	310
miR-548at-5p	0	22	19	18	18	0	8	204	99	6	7	18	0	0	11	169	10	6	22	32	7	0	210	497
miR-548au-3p	0	0	1	0	0	0	0	1	0	2	2	0	0	0	1	65	0	2	0	0	1	0	3	3
miR-548av-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	2	0	1	0
miR-548aw	0	1	2	0	3	1	3	9	9	2	2	1	0	0	4	125	3	2	0	2	12	0	19	17
miR-548ax	0	1	3	2	1	0	8	10	23	5	11	5	0	0	9	262	3	3	4	1	11	0	40	35
miR-548ay-3p	0	3	5	5	1	0	8	38	25	1	3	5	0	0	3	153	1	2	1	4	6	0	61	62
miR-548ay-5p	0	11	19	9	12	0	36	45	4	16	33	4	0	0	43	1451	19	10	7	2	48	0	15	14
miR-548az-5p	0	5	6	5	5	0	11	17	9	15	16	8	0	0	18	593	10	8	9	4	23	1	4	6
miR-548b-3p	0	0	2	0	0	0	1	2	3	3	0	0	0	0	1	21	2	1	1	0	1	0	5	2
miR-548b-5p	0	7	15	5	7	0	32	25	8	26	21	11	0	0	29	850	14	21	8	10	41	0	9	8
miR-548ba	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	8	0	0	0	0	2	0	0	1
miR-548d-5p	0	35	120	60	56	8	160	120	25	119	164	40	1	4	234	6523	108	101	70	36	238	0	16	7
miR-548e-3p	0	1	0	1	0	1	3	7	4	0	0	0	1	0	6	27	0	0	0	0	7	0	7	8
miR-548e-5p	0	4	11	9	2	0	24	40	9	14	22	6	0	0	17	1307	19	18	9	4	43	0	30	18
miR-548g-3p	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	4	0	0	1	0	3	0	1	1
miR-548h-5p	0	2	4	3	3	0	3	11	16	6	5	0	0	0	11	299	9	3	4	6	12	0	18	28
miR-548j-3p	0	4	4	5	4	0	8	29	16	4	7	1	0	0	10	281	5	5	4	1	11	0	27	16
miR-548k	0	0	0	1	0	0	3	0	3	0	0	0	0	0	5	18	1	0	0	0	6	0	1	2
miR-548l	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	25	2	0	0	0	1	0	1	0
