"logFC"	"AveExpr"
"miR-4690-5p"	-1.8828294483174	4.84244948959102
"miR-4539"	1.91425237177591	5.3667859189638
"miR-548e-5p"	2.19379080461614	4.9161170712554
"miR-422a"	-2.34943488389852	4.67894025656871
"miR-186-5p"	-1.82526123660627	7.03549060914696
"miR-6819-5p"	-1.93681356024386	3.85498318591533
"miR-1299"	1.6557720213815	6.77881768469565
"miR-132-3p"	-1.75455800952023	7.37426663022741
"miR-7109-5p"	-1.98693925987388	3.31576588245144
"miR-6087"	1.40731186160293	14.2000951812152
"miR-4706"	-2.09625243141702	3.25049682979336
"miR-181c-5p"	-2.00748772044768	5.72726030617503
"miR-8089"	-1.96351657355497	4.78466656333669
"let-7g-5p"	-1.6328306171024	8.70792679684218
"miR-6862-3p"	2.37096971827531	4.36381041591205
"miR-1307-3p"	2.33032928107351	4.04530644597989
"miR-4271"	-1.54907751732319	9.895315569899
"miR-3940-5p"	1.86635744498229	7.97899129625641
"miR-23a-3p"	1.48313577570396	12.7101881368442
"miR-1224-5p"	2.51872773772891	3.64208222818731
"miR-4485"	1.52819548208612	11.3735677867789
"miR-4479"	2.03819367862072	3.95998903307835
"miR-4688"	-1.64216399908245	5.9859489745653
"miR-4687-5p"	1.57950564095493	6.78299460840778
"miR-129-5p"	2.05911300444181	4.35892124267719
"miR-301a-3p"	2.67781018314341	6.33420812979313
"miR-3609"	2.2741358342576	4.16765941671523
"miR-1913"	1.7482562455745	5.42564938621535
"miR-4322"	-2.23150648993923	4.22259922124818
"miR-6722-3p"	1.72574769688771	4.9575156813029
"miR-6800-5p"	-1.75267581795217	5.65571311789685
"miR-3180-3p"	-1.99482607940055	4.3071175457102
"miR-6808-5p"	-1.84054108040041	4.19765903116304
"miR-182-5p"	-2.02047828999336	6.28330986224903
"miR-30a-3p"	-1.85339756248464	5.32217353197594
"miR-654-5p"	-1.41626263177304	7.02805508046599
"miR-1290"	-2.01588181021355	9.78545156468201
"miR-5585-3p"	1.44042622547715	9.63730240540998
"miR-501-5p"	-2.09769905300015	2.98025515981454
"miR-1225-3p"	1.5861616802288	6.70956793371582
"miR-6782-5p"	-1.89352277022023	5.39126741551453
"miR-195-5p"	-1.73140367948149	4.53075178556848
"miR-4461"	1.3745337235104	8.84939130438995
"miR-4734"	1.51096253414341	5.72209501859344
"miR-18a-5p"	-2.59293672901394	6.21172161707358
"miR-1254"	1.46621927412522	6.40409891175621
"miR-29c-3p"	-1.63380865808919	8.28724745647347
"miR-6824-5p"	-1.76558963042118	3.67668919855618
"miR-6780b-5p"	1.38080692452014	11.1816068152773
"miR-4787-5p"	-1.38125650852914	11.2715026232071
"miR-7108-5p"	1.38255951993826	6.62861695117514
"miR-1225-5p"	-1.58297836935607	5.34261014825174
"miR-29b-3p"	-1.76903838449947	9.79280568276133
"miR-1909-3p"	2.77841898483962	4.45147914978187
"miR-18b-5p"	-2.09571099036944	4.71736219376204
"miR-3620-3p"	1.88524130888394	3.81750319590817
"miR-532-3p"	2.24736739976755	4.69094217862504
"miR-4306"	-2.02281123911297	4.70731000798302
"miR-30a-5p"	-1.84782772951388	8.4658945604299
"miR-4252"	2.10413032890041	3.69221394568817
"miR-200a-3p"	-1.60258880583968	8.4950449380048
"miR-296-5p"	2.19946168620537	3.93965912360321
"miR-1304-3p"	1.57885905105526	4.87556357872585
"miR-6792-3p"	1.7134775614647	4.13153262579292
"miR-101-3p"	-1.6633264433527	7.64918125346388
"miR-1914-5p"	1.59341566454983	5.37220848000096
"miR-92a-3p"	-1.43578621383873	9.91527138057623
"miR-3663-5p"	-1.55321138103569	4.50976595903731
"miR-1587"	1.73215777566618	3.59797831397601
"miR-765"	-1.34605177073622	5.1870349768909
"miR-93-5p"	-1.50897388441741	8.72931656150167
"miR-1269b"	1.77651829132078	4.50889377130093
"miR-505-3p"	1.99726637227531	3.70927329241363
"miR-500a-5p"	2.03797817359123	3.43655572783543
"miR-378i"	1.80248341791065	4.89390766991702
"miR-582-5p"	-1.87898810246548	2.8804583180777
"miR-6877-3p"	1.53754064120139	5.42338666618489
"miR-6798-3p"	1.54795056453574	5.03182718670953
"miR-106b-5p"	-1.41695302064888	8.28903640972234
"miR-4530"	-1.39490323864096	5.60832618440887
"miR-19a-3p"	-1.33957840687178	8.63427649924105
"miR-31-5p"	-1.7463586729952	10.8911662532903
"CTRL_miR_POS2"	1.37653565800635	10.2925103201464
"miR-126-3p"	-1.44460484229021	6.23573531671877
"let-7c-5p"	-1.33462392355415	9.86405364621143
"miR-26b-5p"	-1.36640938521175	8.95508768180954
"miR-6884-3p"	1.8577989653534	3.75320087266441
"miR-4634"	1.21714352383409	8.87010771792853
"miR-185-5p"	-1.6694860668132	5.13910772657685
"miR-331-3p"	-1.58733455229293	5.74352883625264
"miR-6785-3p"	1.73011138090136	3.83138192979874
"miR-652-3p"	-1.77763868093755	5.05439920896586
"miR-1976"	1.89034864750298	4.5786162032468
"miR-210-5p"	1.75599761326437	5.48095673101329
"miR-6798-5p"	-1.3846999808341	5.80561858300592
"CTRL_miR_POS1"	1.25033328313925	10.5995249909221
"miR-429"	-1.43019349757305	5.92211269761428
"miR-5010-5p"	1.76186311514827	3.98893686096531
"miR-3173-3p"	-1.3455804594786	4.70639622069768
"miR-3960"	0.994974114976477	16.3667078589367
"miR-504-3p"	-1.39746621654673	3.96519156629083
"miR-20b-5p"	-1.22729382575079	8.69493539643001
"miR-4512"	1.6219103276367	4.65469856327839
"miR-6858-5p"	-1.23967324821486	7.11677639622448
"miR-1273f"	1.11543066913792	10.7260735314819
"miR-3607-5p"	-1.60609251413424	4.72963638867206
"miR-7-5p"	-1.13908570571326	9.23334707406048
"let-7f-5p"	-1.6177293905137	9.65375811929869
"miR-6893-3p"	-1.85930457869656	4.07139891076352
"CTRL_miR_POS5"	1.19964496285866	10.117705133109
"miR-6836-3p"	1.35767306497449	5.71826910625646
"miR-96-5p"	-1.5933766602402	6.17826442636014
"miR-181a-2-3p"	1.71413469964106	3.36882653775896
"miR-1273a"	1.21923343747948	5.99017090767168
"miR-1244"	1.46137589114239	4.43837448395098
"let-7i-5p"	-1.21722224406799	9.00846056485655
"miR-6786-5p"	-1.08660227366985	11.0269965236458
"miR-6781-5p"	1.33141088604336	6.54633565462222
"miR-135b-5p"	-1.71383319000556	5.51475608405287
"CTRL_miR_POS4"	1.17227962465173	10.1423424746981
"miR-548at-3p"	-1.43152474285785	4.33575519855306
"miR-1288-5p"	1.47933160179154	3.85856193654275
"miR-6511a-3p"	1.500027357698	3.70892221338348
"miR-25-3p"	-1.20447723087061	8.23199199136391
"miR-1255b-2-3p"	1.15504305748825	9.59269738574821
"miR-6511b-3p"	1.2305218913392	4.9367962152725
"miR-7-1-3p"	-1.38060824484757	4.39232509371005
"CTRL_miR_POS6"	1.17473963072563	10.5926148195381
"miR-140-5p"	-1.57873402311797	4.26683307998535
"miR-1275"	-1.31146581009762	7.43578378725242
"miR-4253"	-1.49869225831502	3.42393592635918
"miR-345-5p"	-1.40578201435341	4.89731642056986
"miR-4505"	-1.43510066830356	4.70618545026651
"miR-548az-5p"	1.48864510778292	4.62741807063779
"miR-22-5p"	-1.26796814041652	6.13147176077613
"miR-1285-5p"	1.10580415227617	10.1547238662054
"miR-378e"	-1.50895560783128	4.28517593572831
"miR-155-5p"	-1.47124863633255	5.47714192266207
"CTRL_miR_POS3"	1.15347431937239	10.2967451216677
"miR-874-3p"	1.32294988453423	4.23734350042256
"miR-192-5p"	-1.42807933589526	4.92433326592576
"miR-664a-5p"	1.62349572703322	3.34658589067699
"miR-141-5p"	-1.31944356343288	4.00495803264261
"miR-6741-5p"	1.72438066344866	10.5578998168387
"miR-363-3p"	-1.34981643202858	5.63660996406818
"miR-6511a-5p"	-1.23078605278572	4.66768203493087
"miR-6860"	-1.24613482593142	3.91405493483253
"let-7b-5p"	-1.10781490564754	10.2642203373108
"miR-17-3p"	-1.59809796830443	5.89138972254698
"miR-193b-3p"	1.06514614789812	8.25677109747118
"miR-4448"	1.57920568450452	7.44715617422044
"miR-128-3p"	1.17741500187407	6.48209522116067
"miR-6845-3p"	1.03756109288722	6.67060253231701
"miR-151a-3p"	1.16192485449312	6.8442139125792
"miR-649"	1.11654595049997	6.39076055866258
"miR-3674"	1.04881029040746	6.94795832942428
"miR-22-3p"	-1.31551268261707	10.6202942483149
"miR-625-5p"	-1.15497002392541	3.73691301937508
"miR-23c"	1.19036075170558	4.14016991663314
"miR-23b-3p"	0.997759505025205	11.9491162806275
"miR-503-5p"	1.26272920453154	3.83586978017264
"miR-4632-5p"	-1.04459372100978	7.22490260153827
"miR-4316"	-1.06672011463805	3.57341960880495
"miR-376b-3p"	-1.14365599115563	3.64104207002603
"miR-362-3p"	-1.16753493389806	4.44933710099738
"miR-664a-3p"	-1.11220254816618	3.75546110816399
"miR-1248"	-1.60133912003328	4.61503101022022
"miR-4665-5p"	1.296256564667	3.90885523749016
"miR-6819-3p"	1.15020903716153	3.93667036109521
"miR-7855-5p"	1.0889786171754	5.42807060217998
"miR-24-2-5p"	1.0986000534989	4.51587517674911
"miR-6763-3p"	0.974669497951781	6.75292175827309
"miR-103a-2-5p"	-1.32207074502015	4.28049019779414
"miR-222-3p"	-1.1380067647357	9.66427830837297
"miR-6730-3p"	-0.969044904790636	5.22411073059774
"miR-584-5p"	-1.02900749098949	2.86625071188016
"miR-30e-5p"	-1.02557328650784	7.33569738813208
"miR-6727-3p"	1.10091520067355	4.3713552489049
"miR-6793-3p"	1.06935643515259	7.60860452896632
"miR-1910-5p"	1.01644672626458	3.84141706753211
"miR-6775-3p"	1.02448305926187	4.6244512168515
"miR-27a-3p"	-1.07427737733074	12.1867280328746
"miR-2861"	-0.884108976715072	10.4891169098687
"let-7a-5p"	-1.04992033590314	9.96457788128564
"miR-664b-5p"	1.13687911159554	4.18551653721212
"miR-5684"	0.962560104210565	3.96807685033266
"miR-877-5p"	-1.23988336081302	4.08005784588561
"miR-1249"	0.942226536034876	3.97088904355547
"miR-7851-3p"	1.08662982148183	4.39952261611548
"miR-1292-3p"	1.50566253826886	3.83191444784996
"miR-940"	1.29433957230992	3.99093615263129
"miR-4459"	-0.921088666554265	7.94023352480156
"miR-7975"	-1.01218579521729	5.30433408789555
"miR-3665"	0.884795119167984	9.28787242365307
"miR-6791-5p"	-0.960601381734949	5.13899011671129
"miR-6077"	0.96446905835155	6.61610064371699
"miR-19b-3p"	-1.01121234785304	10.6762009276779
"miR-20a-3p"	-0.94241958181668	3.05269382304662
"miR-196b-5p"	-0.953639614067261	3.75140877979571
"miR-6804-3p"	1.01970787474266	5.62107470347057
"miR-6723-5p"	1.00516911489442	5.15973330699132
"miR-564"	0.931480720187424	4.22447345096881
"miR-1228-3p"	0.917370049052835	5.24736257491119
"miR-193a-3p"	0.874645173776636	7.74268313082523
"miR-6820-5p"	-0.955289603809048	3.9083991976263
"miR-24-3p"	-1.03678630602861	11.0062191097704
"miR-6848-5p"	-0.953671718550542	3.59436705725521
"miR-3178"	-0.836638269682212	11.654449175852
"miR-8069"	-0.875532399764562	6.62845816584697
"miR-320d"	-0.936537175121948	7.26634000207037
"miR-6794-5p"	-1.02204877867341	5.42442684603649
"miR-361-3p"	-0.865967111584648	4.30267483107872
"miR-29a-3p"	-0.95346599961734	10.1577961281423
"miR-3176"	-0.803199610350789	2.57984413816532
"miR-4732-3p"	0.867894278969205	4.20566457816837
"miR-6749-5p"	-0.90322520334796	5.17403700047911
"miR-7111-5p"	-1.03134626114279	6.24893190300589
"miR-9-3p"	0.795556859773286	3.94518642723472
"miR-106b-3p"	0.807277078457098	4.85673102964873
"miR-200b-3p"	-1.00379247370093	8.47606923956273
"miR-941"	0.751431941109189	3.75477552586041
"miR-196a-5p"	-0.850258867420533	3.40880959403601
"miR-129-2-3p"	0.853778214421447	5.32022327564029
"miR-1271-5p"	0.817614648779155	4.96308007164583
"miR-21-3p"	-0.761264652059184	5.74028593076373
"miR-1227-3p"	0.92812536466264	3.78149073657722
"miR-328-3p"	0.777624833405078	3.73220931493213
"miR-6071"	0.845188941688255	3.8270761348901
"miR-4285"	0.902172177061351	4.89038208960874
"miR-146b-5p"	0.737468286587425	4.14873235573015
"miR-183-5p"	-0.760024368319917	5.47863522214864
"miR-340-5p"	0.790514163165892	2.86203170381785
"miR-638"	0.926108422179733	10.9263261463442
"miR-1470"	1.11867681620567	7.88572469071225
"miR-4525"	-0.831194627011706	4.66632484459738
"miR-6846-5p"	-0.847261881278144	4.31636866411155
"miR-484"	-0.806054918874161	5.3094866437502
"miR-99b-3p"	0.673706167152076	3.749384707455
"miR-6812-3p"	-0.789767644205948	5.64443920613625
"miR-1973"	0.844919069471752	10.952099886653
"miR-629-5p"	-0.629434156776637	3.21493918321309
"miR-6516-5p"	-0.699658753637959	4.36285691150703
"miR-494-3p"	0.929167627556148	3.79291769013098
"miR-125a-5p"	-0.785241610643122	8.34131974839246
"miR-6890-3p"	-0.750018725556609	4.00666836057817
"miR-221-5p"	-0.655182009893989	4.85637752882011
"miR-30e-3p"	-0.734911963069346	5.29839634610307
"miR-4463"	-0.855735918005739	7.47873311127579
"miR-1260b"	0.759395329507868	10.210604315475
"miR-3615"	0.806026805243407	4.22827307998648
"miR-452-5p"	0.512151304641609	3.17167400287846
"miR-3934-5p"	0.631883390061496	4.27829704941616
"miR-191-5p"	-0.778508168886871	7.96250326486354
"miR-107"	-0.795410317825617	7.85612208140083
"miR-8071"	0.758137194672187	3.99475278763315
"miR-378g"	0.678205337068942	5.38559033329259
"miR-6749-3p"	0.803654421655493	6.38544362733299
"miR-1910-3p"	-0.682138041186902	3.50405705312882
"miR-320a"	0.757344386102401	7.95565091966702
"miR-873-5p"	0.548326583285371	4.22238474572965
"miR-378b"	0.520158916342962	3.35832549270588
"miR-18a-3p"	-0.480633574301091	3.24248332361646
"miR-6810-3p"	0.559331319511422	3.86624937345983
"miR-205-3p"	0.490821275385665	4.37459713993092
"miR-378a-3p"	0.5962162089558	5.99911290533351
"miR-10a-5p"	-0.640016566342015	4.65090719546983
"miR-616-3p"	0.539717530786771	4.47085488399088
"miR-34a-5p"	-0.767195937240378	5.97464103726322
"miR-218-5p"	-0.479674849326325	3.60982717424027
"miR-193a-5p"	-0.566852322339286	3.83579364046982
"miR-877-3p"	0.491452462485879	4.08785295326121
"miR-197-3p"	0.66792255389324	5.94575307966848
"miR-139-5p"	0.441032926100001	3.97991576477444
"miR-944"	0.336769723411569	3.21725070068022
"miR-455-5p"	-0.416578190378372	4.38488043128601
"miR-324-5p"	0.458460779203106	4.92123105037028
"miR-6879-3p"	0.869830409478569	3.59438093597109
"miR-4667-5p"	-0.598228024985495	3.58113619671005
"miR-26a-5p"	-0.73861910567519	10.6003273900044
"miR-3607-3p"	0.347623399872703	3.05460403317603
"miR-7641"	1.34013133364962	10.2243321216452
"miR-6859-5p"	0.680201892860479	4.43279322388369
"miR-378f"	-0.421500659280064	4.79150219439627
"miR-4797-5p"	-0.693056695240575	4.31536858628814
"let-7d-3p"	0.534652509950105	4.96458720184257
"miR-181a-3p"	0.213564156606396	2.84759281428574
"miR-362-5p"	-0.336865627013594	3.11600951207345
"miR-28-5p"	-0.422900157422101	4.9500603174326
"miR-199a-3p"	-0.787045817611335	3.78170427941621
"miR-194-5p"	0.327000281613734	4.19547528402594
"miR-6882-3p"	-0.440951724572302	3.67449911150116
"miR-200b-5p"	0.108952188563523	3.32432495944629
"miR-132-5p"	-0.0615473743033992	3.47209848629335
"miR-9-5p"	0.154838933425715	3.17833013362548
"miR-664b-3p"	0.334022001429606	4.10130546395906
"miR-1281"	0.365434449827233	3.69546067541749
"miR-3184-3p"	0.786671727325533	5.36810658766123
"miR-598-3p"	0.0948178796298113	2.78308515297371
"miR-32-5p"	0.162271204693326	4.25968654651037
"miR-1291"	0.200606572418023	3.55532802786998
"miR-320b"	-0.710310062793397	7.47229101308108
"miR-4736"	0.332535923942627	2.78514889177837
"miR-130b-5p"	0.0704605717568265	4.10202268106046
"miR-6516-3p"	0.189459296970943	3.64809074543031
"miR-582-3p"	0.357396442465578	3.80667933734846
"miR-532-5p"	-0.156557327157757	4.52909548253173
"miR-15b-3p"	-0.0661857904086608	4.02578227868014
"miR-4449"	-0.801713225128519	6.64779346579781
"miR-10b-5p"	-0.383182430053041	4.51429937242526
"miR-378d"	-0.181944770297955	4.66131375806928
"miR-301b"	0.0238777054280151	3.88243074012186
"miR-100-5p"	0.667023254641314	7.62992706798549
"miR-17-5p"	-0.723867399992245	9.56858094922202
"miR-6789-5p"	0.695003400623936	3.89492450616549
"miR-1307-5p"	-0.110924272234112	4.01458317017901
"miR-4516"	0.66846734817359	13.70450338582
"miR-33b-5p"	0.106061081174186	5.10106232850809
"miR-15b-5p"	-0.690225356931665	9.59729723340483
"miR-6796-3p"	0.183774376660208	3.89880350356223
"miR-212-3p"	-0.072904400076841	4.45054786611302
"miR-130b-3p"	-0.329141445083252	6.29956569684155
"miR-708-5p"	-0.736632155490904	7.54866927186192
"miR-4430"	-0.0652818019558279	3.42007908239718
"miR-6729-5p"	0.760529788186018	8.3776322040301
"miR-181d-5p"	-0.637655362346957	6.60708338837135
"miR-93-3p"	0.092965960751944	4.17401217525761
"miR-590-5p"	-0.387528115138608	5.68142455269038
"miR-424-5p"	-0.673757772709486	7.43011599687492
"miR-3135a"	0.658184991636527	5.68066534017675
"miR-6753-5p"	-0.132218996182678	3.9208114449672
"miR-425-5p"	-0.0653305867707532	6.21580264599577
"miR-6131"	-0.666246483129633	7.64722579583826
"miR-7113-3p"	0.675623960562299	6.47072571090886
"miR-361-5p"	-0.462387571683771	6.37908304099664
"miR-522-5p"	-0.448004440872717	3.95629227549469
"miR-221-3p"	-0.728565499007007	10.0337252454109
"miR-374b-5p"	0.0807098577573697	6.27381666592626
"miR-6895-5p"	0.193690847489953	4.50669703579147
"miR-1245a"	-0.483094330585327	3.62808684174447
"miR-6777-3p"	0.438969058581642	4.67547397942994
"miR-342-3p"	-0.595355456500026	7.01255717675664
"miR-152-3p"	0.605681575531074	7.45553792755977
"miR-376a-3p"	-0.153374289582213	3.88212393204047
"miR-129-1-3p"	0.279267394330441	3.88799583491122
"miR-126-5p"	-0.39660044437259	4.57967643419172
"miR-4486"	0.226525293546887	4.7559306975344
"miR-455-3p"	0.160930238688314	5.39830326381386
"miR-324-3p"	-0.177848772326881	5.93897122158351
"miR-7977"	-0.684063247795733	8.36232873508341
"miR-6892-3p"	0.523440226016894	5.1109715737599
"miR-15a-5p"	-0.6940082058233	8.424259947418
"miR-548w"	0.410282461541325	5.61583544698927
"miR-660-5p"	0.367332593103752	5.94156574071458
"miR-6870-5p"	-0.679317050144246	4.73131122480199
"miR-320e"	0.143672373318238	6.38592380289591
"miR-7114-3p"	0.31886096472275	4.81483524800698
"miR-4429"	-0.530759963380941	7.67373069592034
"miR-106a-5p"	-0.592760380940904	8.15750816588499
"miR-30c-5p"	-0.593581470587178	8.44100691776655
"miR-3652"	-0.0541205658735074	4.55767323196544
"miR-548at-5p"	0.535292515130999	5.16100899981044
"miR-6756-5p"	-0.577824533618	6.95127215779693
"miR-3197"	-0.570218564410741	11.5788373031107
"miR-4726-5p"	-0.39397811732891	4.44815578870718
"miR-365a-3p"	-0.542597959600403	7.56005447509556
"miR-1246"	-0.523114101161572	17.9352404196928
"miR-7158-5p"	-0.149240738802821	3.74648892038853
"miR-6805-3p"	0.382482753067477	4.97402737124848
"miR-5591-3p"	0.548653174897429	6.98909093279639
"miR-148b-3p"	-0.516502425803172	7.32101016562269
"miR-1303"	0.170340652128294	5.07091478555368
"miR-339-5p"	0.37395075408214	6.07894514577665
"miR-1286"	-0.539317238256974	5.86870495534429
"miR-6724-5p"	-0.469684914188384	6.21174929869165
"miR-6784-5p"	-0.279768456877921	4.00456071532624
"miR-548b-5p"	0.29586712244571	5.32169292390377
"miR-4741"	0.563166881700698	6.94915397833124
"miR-4443"	-0.508972538247091	6.49402595532586
"miR-6894-5p"	-0.768843087482861	4.78640849353738
"miR-33a-5p"	-0.421178486055227	6.58261219769849
"miR-1202"	0.176896349276127	5.15366792922516
"miR-335-5p"	-0.512043880313107	7.82001358483884
"miR-99b-5p"	0.355704263490628	6.97388612484791
"miR-6850-5p"	0.49247119970357	5.86493431902436
"miR-3151-3p"	-0.120506935221548	4.57723860085221
"miR-205-5p"	0.533360297953297	14.2488300026831
"miR-4758-5p"	-0.343245219068694	5.55796281135372
"miR-527"	0.138302766850053	4.14814352897108
"miR-6743-3p"	0.362882861248613	4.77556592977147
"miR-145-5p"	0.48903491482962	3.6266286796648
"miR-4787-3p"	0.494531690094669	5.61188105670787
"miR-1273c"	0.406027160331298	5.8834455219153
"miR-181a-5p"	-0.516442536430024	9.03264805908474
"miR-4800-3p"	0.19092174177103	5.01278263790449
"miR-6732-3p"	0.293016257303896	4.90205847859132
"miR-1199-5p"	0.142883711349697	4.82589576772534
"miR-5000-3p"	-0.0773136512928922	4.01463677932095
"miR-130a-3p"	-0.502613474785975	9.3123590360662
"miR-320c"	-0.209994428237847	7.48743705787511
"miR-30d-5p"	-0.403183481096901	9.04361021873324
