"N2_3_Day0"	"N2_3_Day5"	"mir71_3_Day0"	"mir71_3_Day5"	"N2_1_Day0"	"N2_1_Day5"	"mir71_1_Day0"	"mir71_1_Day5"	"N2_2_Day0"	"N2_2_Day5"	"mir71_2_Day0"	"mir71_2_Day5"
"cel-miR-228-5p.ref.0.0.0.0"	14.3147236593465	13.4634268105161	14.5542163326205	14.2852678041796	14.0707294705698	13.9235838237931	14.7368683376563	14.9145341747989	14.4927665675204	13.3140704130224	13.7843555437482	14.0458777083196
"cel-miR-229-3p.ref.0.0.0.0"	4.58157214514134	4.83419660095697	4.47699048555632	5.20795638249408	4.93518051554024	4.40332801138651	4.74713839924662	5.46704322303702	4.55528769379374	4.76888884063383	4.32375685644258	5.11542152651745
"cel-miR-229-5p.ref.0.0.0.0"	10.5869553189862	11.1015126810244	11.0618061434176	11.6357213745348	10.6144255495858	10.1606880225717	11.3803133584026	11.863427943711	10.4048752430668	10.4111786115898	10.3460952766798	11.3884578176796
"cel-miR-230-3p.ref.0.0.0.0"	8.52958819602813	6.84309976795967	8.54023786715691	7.26484422676329	8.31641745744538	7.23578061986129	8.47753058866861	7.80109770044353	8.58291085956622	6.76750604985816	8.18675971803479	7.17866473321325
"cel-miR-230-5p.ref.0.0.0.0"	6.76924978120004	4.68783046872858	6.91441205444662	5.05412416673457	6.53391071607607	5.37680493238272	7.0804403345835	5.35260098834113	6.99251871981951	4.83779560256348	6.62123389539257	4.90222483460205
"cel-miR-231-3p.ref.0.0.0.0"	3.96712069764465	4.57027143005131	4.10116986668283	4.5484696126347	4.00472855193978	3.65127384436959	4.55713983827868	5.21134638152277	3.67729799068668	3.65923100399029	3.88129068379621	4.75228815561287
"cel-miR-231-5p.ref.0.0.0.0"	1.42983468998723	2.01484093887965	2.46862528539423	2.29292987983112	1.38930757209677	1.38741685376888	2.95899134165283	2.39996924274494	1.89966896069779	1.81994296564058	1.83323476293778	1.7049817925235
"cel-miR-232-3p.ref.0.0.0.0"	4.17955297486816	4.56509175522951	4.84862438993546	4.53657080440851	4.3921418631006	4.01438882727045	5.06544715489827	5.2639201852754	4.17881400471408	3.94521998905917	4.21733531152651	4.47762668783414
"cel-miR-233-3p.ref.0.0.0.0"	6.12765655126868	6.38428478772354	6.75913827862903	7.04435495741178	6.59237051002069	6.06905072778109	7.29920230995082	7.8021791190047	6.09930675853971	5.93877513612518	5.65315510074658	6.97260122427163
"cel-miR-234-3p.ref.0.0.0.0"	9.3299668276347	8.90630734115286	9.49559575728632	9.0331379358397	9.62862502849209	8.82095449647835	9.1961181599076	9.89824514789747	9.43590667987858	8.65317122327428	9.55354888167583	9.45376744093916
"cel-miR-235-3p.ref.0.0.0.0"	12.7959511340591	11.5794517543818	12.5100906514851	11.7023980425238	12.5252109850259	11.7943670965017	12.4680973305207	12.1106675009198	12.9602447003483	11.6657359954063	12.4533557052468	11.8240259448499
"cel-miR-236-3p.ref.0.0.0.0"	7.11335982280239	7.549844630129	8.01513816624604	8.44807187018627	8.02376545312037	6.70805999127701	8.65461289165308	9.09277568351447	6.82697254572629	6.84404285899782	7.13839367777306	7.42534960772698
"cel-miR-237-3p.ref.0.0.0.0"	3.2811044813013	2.24464158443739	3.96617623546273	2.86202977655962	4.09938848057072	2.91796002774835	4.17346186360925	3.51390630000931	3.617917677336	2.48449036633944	3.59867361642106	2.80757620826791
"cel-miR-237-5p.ref.0.0.0.0"	12.9169847884322	12.0713914650782	13.0606563478453	12.0931073132084	13.0760168618325	12.0694478684131	13.2691070450424	12.8035737242637	13.0487161478929	11.7145066789491	12.796152377688	11.8766658888504
"cel-miR-238-3p.ref.0.0.0.0"	15.2770713309705	15.4529412502463	15.2913323885596	15.9972840123828	15.3753287209976	15.919982184332	15.518663823549	16.5774371220804	15.3468910445547	15.3871359241239	15.2415792540482	16.1136913835554
"cel-miR-239a-3p.ref.0.0.0.0"	5.16970987831164	4.95358286293234	5.5641216440881	5.16706167760399	5.86377810684886	5.1144552922662	6.2472487817633	6.37630718456216	5.33432123643106	4.93205950451632	5.40956460283433	5.15706147564964
"cel-miR-239a-5p.ref.0.0.0.0"	3.74568647788086	4.50607292436666	4.28708843960121	5.94084203721724	3.5041986639816	3.68647912316649	4.64975676113818	6.3071895489576	3.09491042983673	3.84358242868735	3.31997647062096	5.1180594212773
"cel-miR-239b-5p.ref.0.0.0.0"	1.12970641341812	1.54986942198162	1.47567909598733	2.55120142583181	1.33522720904745	1.33165373699015	1.69857325922208	3.09424603163788	1.07012605841212	0.973152926084134	1.10639019186828	2.16762225586097
"cel-miR-2-3p.ref.0.0.0.0"	7.29970572051964	7.23890705099016	7.332361848147	7.51257361392022	7.3838058535719	6.36886440735822	7.69503639513311	7.68329924464434	7.07692868563876	6.7232802860634	6.75506076981964	7.47442484803072
"cel-miR-240-3p.ref.0.0.0.0"	9.39675667580765	8.87909837416079	9.09690129535438	8.79550615461607	9.22670495366528	9.014287033343	8.91271244109495	9.12591775357517	9.47420347544869	8.77024259852432	9.91449778642578	8.84258126677494
"cel-miR-240-5p.ref.0.0.0.0"	6.28982803318141	6.96634170218626	6.92168178678284	7.08103931572258	6.626219500377	6.65900283419898	7.5054621093655	7.48744406911742	6.58308070580664	6.51381363932219	6.00794931339165	6.56000978101649
"cel-miR-241-3p.ref.0.0.0.0"	7.64010103934372	6.45358957585051	7.77885836323071	7.23116160141231	7.7599469984387	7.17912721492974	7.9991530171391	7.69573863545384	7.84929672662166	6.65440542987375	7.64451313679557	7.23431123790262
"cel-miR-241-5p.ref.0.0.0.0"	11.2582326992741	10.1672369151764	11.291125441647	10.5055452146222	11.2002104707034	10.6411685244568	11.4203235738822	11.0475914782202	11.6007213835778	10.0937364286954	11.1281920974794	10.4582952381034
"cel-miR-242.ref.0.0.0.0"	7.42431386380625	7.31458027648638	7.7446144166987	8.05211455600656	7.71420946555732	6.85163871703791	8.22037949549802	8.51611163516693	7.12752899507339	7.06295481453136	7.36155681574148	7.90647171625504
"cel-miR-243-3p.ref.0.0.0.0"	8.44912224558363	8.00812647836676	8.89492920109457	8.91780769296549	8.39195952667737	8.42452099743241	8.79394672981294	9.45135492169264	8.65546476592094	7.89833638510203	8.30431874292651	8.93551403103422
"cel-miR-244-5p.ref.0.0.0.0"	7.59142871132392	7.62375468346292	8.42131555969021	8.6213693942737	7.71422638995372	7.25564162216303	8.88114955021965	9.27023264970023	7.40153533784049	7.29760140843594	7.57534374445429	8.38039834484391
"cel-miR-245-3p.ref.0.0.0.0"	9.32469585893246	9.15263706472224	9.51003153338048	9.83700957934632	9.36845771914628	8.84600168698568	9.69103663607681	10.277741121739	9.49535747336896	9.10823808084008	9.07886223870243	10.1758578592664
"cel-miR-246-3p.ref.0.0.0.0"	12.446197139994	13.1225266101379	12.9471770938	13.8527374739522	12.7850221994487	13.1423835547834	13.3610361898478	14.4511517482734	12.3398102651003	12.7489371392005	12.1782175939669	13.3611781636994
"cel-miR-246-5p.ref.0.0.0.0"	2.63383156268492	2.40387048750746	2.66672426756607	2.50656565286526	3.14897214867618	3.07399547009347	3.21460699845835	3.55738268160706	3.08324073257416	2.41334783955639	2.30284481981486	2.65233344310849
"cel-miR-247-3p.ref.0.0.0.0"	3.21523418427926	3.1247656798315	3.3122315482291	3.21216696356824	3.61371089803562	3.06928771441948	4.14610054591654	3.77567634272063	3.27550033208085	2.54126558521442	4.29258964731857	2.79554062064586
"cel-miR-248.ref.0.0.0.0"	9.29098069251823	9.22137604505075	9.55746636950009	9.64472789119879	9.24668259426851	8.9629050985307	9.88531533126223	10.1470168319349	9.23363267391297	8.73729918591874	8.72008304791855	9.14062460283837
"cel-miR-249-3p.ref.0.0.0.0"	6.37188828859921	6.01447782122447	6.61124449364801	6.60730206164397	6.5999406089881	6.32182256083132	7.38188599320396	7.21398623968531	6.28579962041363	5.82174994816064	6.14433026693772	6.38375069782459
"cel-miR-250-3p.ref.0.0.0.0"	8.05942721370885	7.8575238950303	8.55311456828342	8.22378831973822	8.63121214192847	7.36322053747279	9.03245150147255	8.71632223484297	7.93503668050675	7.51352448907982	8.20224244459983	7.70049945075734
"cel-miR-250-5p.ref.0.0.0.0"	5.01365942117392	4.08352988555464	4.87814361957938	4.15241861305119	5.76644390144382	5.10462719866396	5.2758301102783	4.84841490318049	5.78649947751828	4.35044458176266	4.87106592430014	4.34753211953062
"cel-miR-251.ref.0.0.0.0"	3.44501913183816	3.8237884387699	4.16811521607737	4.01061004613502	4.12165025026071	3.49900525170759	4.34087729820813	4.64773703887604	3.4486757162588	3.72826361780291	4.29805132301393	3.70783504238148
"cel-miR-252-5p.ref.0.0.0.0"	9.15331615339122	8.78992836858801	9.38334234954872	9.16096311647383	9.17932152706977	8.5992315772903	9.34180557268201	9.33150701962717	9.54453018212036	8.87248367487779	8.9559095573727	9.37033486307039
"cel-miR-253-3p.ref.0.0.0.0"	7.39258302583429	7.0989907675195	7.63728291732908	7.58533128173386	7.39451662574756	7.47045981241799	8.03063850369308	7.94376351413041	7.48078349259328	7.21382042671556	7.41624474248282	7.27961545445145
"cel-miR-254.ref.0.0.0.0"	9.29496208425764	8.72871596087922	9.63581720935566	9.57017651229984	9.27186992542551	9.22955519076599	10.1455181211724	10.3360250160689	9.2221081984133	8.28209809836902	8.89868099413868	9.02978023380073
"cel-miR-259-5p.ref.0.0.0.0"	3.7143961600026	4.10071087408537	3.85051076437528	4.77035434912156	4.40532670175705	4.17063012610389	4.51917645039368	5.60633985635426	3.33115768088959	4.13219719889798	3.63937447978077	4.63703601735919
"cel-miR-2-5p.ref.0.0.0.0"	2.96529585453832	2.10021062151833	2.93865813006596	2.76777209725799	2.71625664149059	2.05590943545165	3.01837800464673	3.44793129633046	2.44925554776052	1.73628436072652	2.42501991245233	2.61781888758197
"cel-miR-34-3p.ref.0.0.0.0"	4.53439255499055	5.12708283214219	4.59624614614353	5.3581979546403	4.95404054166731	4.5717214080426	5.0645969902626	5.60164269974872	5.09414540065663	4.63206404797998	5.19143414230157	5.5050194720757
"cel-miR-34-5p.ref.0.0.0.0"	8.31233451245042	9.14736534843606	8.64653037524844	9.42081122186345	8.44887081491414	8.41199342160757	9.07837511379289	9.87869944812967	8.03155558588556	8.66626724741939	8.0060851244235	9.54530117142483
"cel-miR-35-3p.ref.0.0.0.0"	14.2993009982134	15.7317045302077	14.7576804061117	15.0972580442508	15.0035837312592	15.7381698584452	15.1989504340584	15.9067974214275	13.9653028914684	15.3316208089865	13.6128188652904	14.8127463779371
"cel-miR-355.ref.0.0.0.0"	8.86628035172485	10.1463903501467	9.85667437130305	10.6730240033804	9.33122951922327	9.55975969224927	10.2548371779277	11.4339194103677	8.85851013832886	9.71933896622909	8.67205533137001	10.5304927424152
"cel-miR-356b-3p.ref.0.0.0.0"	7.68315950907576	7.43612257500125	7.69265839132108	7.84010139237491	7.61747535903499	7.51301743146054	8.08672022267316	8.3404615293976	7.81878219085569	7.51208024308054	7.72441745312818	8.24052646622948
"cel-miR-357-3p.ref.0.0.0.0"	4.89464458976953	4.07747685292423	5.30022614045421	3.88437196037853	5.49754446895477	3.74761134526532	5.21758981955072	4.69418338582015	5.04709802747433	4.11430610435001	5.77722076628372	4.06498720527367
"cel-miR-358-3p.ref.0.0.0.0"	3.5840162352321	3.06058143715207	3.70650377560057	3.07904862013302	3.4874878403315	2.72628747735752	3.87043459053788	3.72162186940647	3.41827274752476	2.71299713599759	3.91393417862593	3.1523839726545
"cel-miR-358-5p.ref.0.0.0.0"	3.62525018598733	3.10264096591099	3.72709854606463	3.26838924692069	3.84413991815011	3.7809336254814	3.51841962545063	3.46055515879464	3.59967384622489	3.07545152275887	4.87952842374917	3.13444963402599
"cel-miR-359.ref.0.0.0.0"	11.3631164094784	10.825834999821	11.7038389303802	11.2927532509809	11.4791401245548	12.2192582746808	12.104500798005	12.3262089441224	11.4531009960388	10.5145415433139	11.2096260028261	10.7113364177318
"cel-miR-36-3p.ref.0.0.0.0"	11.2314117320288	12.3154788393938	11.7999584530294	12.3120013323643	12.063020688934	12.2032506524113	12.560954867563	12.9326833839921	10.7502358127856	11.8782418717343	10.7144664635536	11.991962190178
"cel-miR-36-5p.ref.0.0.0.0"	4.25608431915167	3.42988905384983	4.27258440846854	2.93500616332905	4.71319350030198	3.95338526955684	4.97519659511137	3.71212677715057	4.45032571308225	3.30861279100196	3.92530312946812	3.04989578471991
"cel-miR-37-3p.ref.0.0.0.0"	12.2882638161401	14.1237949198998	13.224740310527	13.7297633442079	13.2752320398113	13.168812623171	13.8867851204633	14.6329500035172	12.0483252765708	13.7224966846255	11.7081710551692	13.6446343175349
"cel-miR-38-3p.ref.0.0.0.0"	6.12708136037802	9.00005763665881	6.64890768220958	8.89294895422997	7.28658349503569	8.34225563393926	7.81788828493817	9.7149495872214	5.69608038009304	7.85004294967444	5.79040437834552	7.44310269729909
"cel-miR-39-3p.ref.0.0.0.0"	14.1301324930332	15.641426671155	14.6320374315492	15.5460343089651	14.7547845154442	15.5731039164522	15.3850481311418	16.1382088589738	13.6761180585109	15.0570967077504	13.5202538508417	15.0059762765674
"cel-miR-39-5p.ref.0.0.0.0"	3.58535110853624	2.45855043594889	4.01988012423331	2.30283427835767	5.07586454240884	3.31996529908335	5.44910899755961	3.12935601247862	3.73836369861284	2.7169870881679	3.64879904729742	2.60009259954768
"cel-miR-40-3p.ref.0.0.0.0"	12.0063967275935	13.0624509754782	12.4558316050873	12.8435121059062	12.4625676141161	12.7984147399266	12.8662479588112	13.2198103033029	11.698425043827	12.6570814903352	11.1473570845125	12.4921415919024
"cel-miR-40-5p.ref.0.0.0.0"	3.25136247442446	3.52516651895539	4.31721853884972	2.85338508780876	5.42266100393036	3.75947739627834	6.14288997092089	3.61704327047207	4.52915175348986	3.14629361986507	3.18139054137711	3.04283203771166
"cel-miR-41-3p.ref.0.0.0.0"	1.76005478226445	2.56499213679283	2.41122383004543	3.23511201105691	2.24988663085087	2.24443835218391	3.15956771078815	3.24851848952906	1.69360469016078	2.32723253543698	1.7338421410013	2.40303543764563
"cel-miR-41-5p.ref.0.0.0.0"	6.6485972539485	6.5111455625301	6.89271265734962	6.01983478493685	6.9694895605184	6.64639366557364	7.45872373022132	6.14023767896895	6.66815429128026	6.11469421310126	6.19836789136771	5.97660809604101
"cel-miR-42-3p.ref.0.0.0.0"	6.47149047856934	7.79585180762398	6.60427557530307	7.6880436846488	6.77039878484894	7.55660182499876	7.23318556841268	8.00808841496947	6.41462209228489	7.27053344067908	6.32279109471241	7.53165329489415
"cel-miR-44-3p.ref.0.0.0.0"	14.8624317966532	14.8584028413501	14.8459980200934	14.7520180330785	15.4173463677943	15.4356047069787	15.1924201945495	15.6907194048025	14.7817207613107	14.6437628369389	15.0040890029228	14.4839666533131
"cel-miR-44-5p.ref.0.0.0.0"	4.16380952807508	3.99867880175757	4.2579615874359	3.47806874223398	4.88220211826744	4.73909789585278	4.64156127618913	4.15191646930261	4.37598225163495	3.79505416892179	4.33585602404796	3.4823139935991
"cel-miR-45-3p.ref.0.0.0.0"	14.8624317966532	14.8584028413501	14.8459980200934	14.7520180330785	15.4173463677943	15.4356047069787	15.1924201945495	15.6907194048025	14.7817207613107	14.6437628369389	15.0040890029228	14.4839666533131
"cel-miR-45-5p.ref.0.0.0.0"	7.30414852486917	6.20289741993237	7.25849821491695	6.17805444489228	7.6480338463955	7.16308592932304	7.23126585450866	7.02167963759266	7.33636914400495	5.98542696418215	6.46237031577594	6.02460446493734
"cel-miR-46-3p.ref.0.0.0.0"	13.5813666657042	13.1674235436242	13.7411975147491	13.4477759535477	13.7718116660269	12.9207675256928	14.0410670824602	13.9212948964845	13.5058591600249	12.9397532508811	13.3843112688012	13.4528172395206
"cel-miR-46-5p.ref.0.0.0.0"	7.22630001045518	7.01584946817756	7.73368183605693	7.2126827483177	7.88245034154585	7.14232286472972	8.05160490112931	8.37662148399745	6.92640550141661	6.8309553119505	7.33107695524605	7.02965675613587
"cel-miR-47-3p.ref.0.0.0.0"	14.240554459757	13.4485860686166	14.2125300608767	13.7487348444553	14.4124655353309	13.7534263628705	14.418364510165	14.2541414818311	14.165548435981	13.341164583055	14.1557388987021	13.7845388999545
"cel-miR-47-5p.ref.0.0.0.0"	7.10398331475162	7.50085504939362	7.53003108109451	7.67583059339197	7.72400312459867	7.05367198719461	8.00462550700339	8.65707277327979	7.07632372608028	7.16626326653915	7.26519774532024	7.6670504030078
"cel-miR-4807.ref.0.0.0.0"	2.53537334247135	3.37925514721461	3.34739768563685	3.62592934473814	2.74824971659037	4.16570302355073	3.3047855964708	3.73391789401122	2.81685463035172	3.18394776378056	2.49071246204147	3.00900791970177
"cel-miR-4808-3p.ref.0.0.0.0"	2.34639283117061	2.44868809073544	2.54741828116853	2.55577341893387	2.39287918585564	3.78973937687269	2.47069813532524	3.19441614935439	2.46839798387431	2.5217495181582	2.44453671169615	2.42150831423726
"cel-miR-4811-3p.ref.0.0.0.0"	2.58968806648795	2.61564358671431	2.71958679526669	2.92339381200208	3.13313996562443	2.59400789735796	2.99136938448437	3.57366790039171	2.29708325689576	2.26016508055709	2.37925172615306	2.99270322189207
"cel-miR-4813-3p.ref.0.0.0.0"	2.85141837613865	3.50425810189905	3.83079630746357	3.78885706453771	3.29220816924474	3.10120128354507	3.90664592619037	4.65021782776245	3.14404860293401	3.26742463801259	2.43824225874023	3.29540596565731
"cel-miR-4816-5p.ref.0.0.0.0"	2.14796729263378	2.04569062490598	2.36667538820972	2.92605974741083	2.65887948656081	2.1958006803084	3.55865090407881	3.03964388786192	1.83552056670909	1.65879618478589	1.90217419330064	1.85515183050109
"cel-miR-48-3p.ref.0.0.0.0"	7.19089944233729	6.94521440706097	6.86182552048336	7.41673979404107	7.08285995211257	6.68220577532112	7.14655617854951	7.62544411255421	7.40167156195671	7.04069415909338	7.30807191978374	7.47146752399496
"cel-miR-48-5p.ref.0.0.0.0"	16.2337514138854	16.2957069949333	16.443492159443	16.7482314637037	16.2884764245133	16.7557723884851	16.7489414218804	17.3165027850282	16.3782070835256	16.1665105134258	15.8951069586781	16.5784613951757
"cel-miR-4929.ref.0.0.0.0"	3.43386535161286	3.14876330856771	3.1059630121493	3.64779626188755	3.28123364975247	3.09489185013051	3.36136261989207	4.23090286738934	3.13681545211993	3.03155209090156	3.70857150665899	3.59398008478674
"cel-miR-4937.ref.0.0.0.0"	3.20912276650215	2.49380729494849	3.42569392279339	2.50899944884494	3.12448512907269	2.23120015662025	3.66355354554936	2.86942891161473	3.05641946326579	2.3178782587708	2.71975488595244	2.67018070566329
"cel-miR-49-3p.ref.0.0.0.0"	10.5106658883722	9.89711574330798	10.5311172013605	10.062401569873	10.4894167392341	9.48563039253179	10.6334187719827	10.4014769176142	10.4995981001074	9.6998925111855	10.285801268986	10.1828451443167
"cel-miR-49-5p.ref.0.0.0.0"	4.05807555506753	3.48046545946493	4.68730554282506	3.68662289137927	4.34333980546401	3.81721696965397	4.85713849611243	4.62311266681378	4.60031447903905	3.08160061409972	4.47337787952804	3.66716269101203
"cel-miR-50-5p.ref.0.0.0.0"	10.512108917924	9.50587688534568	11.13886005192	9.58501222128728	11.0523546789893	9.50630375759387	10.7816647497891	10.3774032332007	10.861046055979	9.46958263761241	10.4246716614065	9.90291735836305
"cel-miR-51-3p.ref.0.0.0.0"	4.83314073471659	4.26037619465847	5.46118436727911	3.84530423200962	5.56485123671954	3.49384040241691	6.15102379052504	4.27178704430492	4.92786579233853	4.22484545008234	4.72540421137394	3.93573345253142
"cel-miR-51-5p.ref.0.0.0.0"	14.5548533313495	14.8805604889819	14.4809870746825	14.7570863372285	14.8974688311453	15.3566012847511	14.7205573907316	15.366891613026	14.6503295512474	14.8232646050922	14.5840038226009	14.7296380625532
"cel-miR-52-5p.ref.0.0.0.0"	14.9167260358389	14.651537264585	14.8776553177932	14.4004516136771	15.0980288319175	14.0784035311033	14.9981069359381	15.0280523449986	15.0560788348921	14.4602557172738	15.2318388345343	14.6313421349946
"cel-miR-53-5p.ref.0.0.0.0"	10.670172662843	11.147103606448	10.6686115002298	10.9310963647972	10.875558670725	10.5460963384455	10.8570910133421	11.5807060370427	10.812291767413	10.8987791061672	10.9538771259553	11.127702090117
"cel-miR-54-3p.ref.0.0.0.0"	13.8667528198827	13.3685921407235	13.9596674045867	13.8553278152091	14.0133939854201	14.0882612248849	14.4196778476494	14.5813879788222	13.8760695301985	13.2847481964229	14.0276364308001	13.8233550703631
"cel-miR-54-5p.ref.0.0.0.0"	6.17690295823562	5.31662517940241	6.78541171242322	5.50869113100915	6.76278966929514	5.73554542959034	7.24319096627194	6.36814297116375	6.90373117409252	5.03839574381086	6.16310335831994	5.28075179025144
"cel-miR-55-3p.ref.0.0.0.0"	14.0825677567034	13.8535573501186	14.2514973668118	14.3818311558071	14.1586831219292	13.4008841402001	14.2899086587343	14.5331285707989	14.1973291317506	13.8626790576682	13.6173749561881	14.6266986106385
"cel-miR-5549-3p.ref.0.0.0.0"	1.48753097888299	2.23541905213801	2.1565746222066	2.16887872066391	1.99149017595401	1.65852665634961	2.26023518341347	3.0469937031197	1.43138920094305	1.86677096605287	1.88204305183368	2.20968503576647
