"V1" "exp-pA<15" "polyA-pA<15" "UU-pA<15" "U-pA<15" "U>3-pA<15" "polyA-NoU-pA<15" "exp-pA<25" "polyA-pA<25" "UU-pA<25" "U-pA<25" "U>3-pA<25" "polyA-NoU-pA<25" "exp" "polyA-pA>25" "UU-pA>25" "U-pA>25" "U>3-pA>25" "polyA-NoU-pA>25" "symbol"
"ENSG00000110442" 1034 6 0 0 0 0 1034 10 0 2 0 0 1034 20 2 0 0 0 "COMMD9"
"ENSG00000110619" 627 6 0 0 0 0 627 9 2 0 0 0 627 39 0 0 0 2 "CARS"
"ENSG00000110651" 316 5 0 0 0 0 316 5 0 0 0 0 316 23 0 0 0 0 "CD81"
"ENSG00000110660" 461 4 0 0 0 0 461 3 0 0 0 0 461 30 0 0 0 0 "SLC35F2"
"ENSG00000110696" 2557 38 0 0 0 0 2557 25 4 6 4 0 2557 111 4 0 0 2 "C11orf58"
"ENSG00000110700" 12138 116 11 4 0 0 12138 266 31 8 0 6 12138 2048 35 5 0 15 "RPS13"
"ENSG00000110713" 2990 27 0 5 0 0 2990 7 0 0 0 0 2990 17 0 0 0 0 "NUP98"
"ENSG00000110717" 948 20 0 0 0 0 948 26 0 2 0 0 948 71 0 0 0 0 "NDUFS8"
"ENSG00000110768" 1353 13 0 0 0 0 1353 11 0 0 0 0 1353 29 0 0 0 0 "GTF2H1"
"ENSG00000110871" 530 8 0 0 0 0 530 10 0 0 0 0 530 49 0 0 0 0 "COQ5"
"ENSG00000110880" 1102 8 0 2 0 0 1102 10 0 6 0 0 1102 39 0 0 0 0 "CORO1C"
"ENSG00000110911" 1117 18 2 2 0 0 1117 12 0 2 0 0 1117 22 0 0 0 0 "SLC11A2"
"ENSG00000110917" 1340 10 0 0 0 0 1340 9 0 0 0 0 1340 21 0 0 0 0 "MLEC"
"ENSG00000110955" 8771 79 2 9 5 2 8771 158 29 25 6 0 8771 682 12 4 2 7 "ATP5B"
"ENSG00000110958" 2252 23 0 0 0 0 2252 20 3 2 0 0 2252 93 0 2 0 0 "PTGES3"
"ENSG00000111011" 1225 16 0 5 0 0 1225 10 0 0 0 0 1225 16 0 0 0 0 "RSRC2"
"ENSG00000111142" 2374 33 2 8 0 0 2374 33 5 6 0 0 2374 96 0 2 0 0 "METAP2"
"ENSG00000111144" 1879 14 0 0 0 0 1879 15 0 2 0 0 1879 76 0 0 0 0 "LTA4H"
"ENSG00000111196" 563 13 2 0 0 0 563 11 0 3 0 0 563 82 2 0 0 0 "MAGOHB"
"ENSG00000111229" 894 9 0 0 0 0 894 4 2 0 0 0 894 37 0 0 0 0 "ARPC3"
"ENSG00000111231" 694 8 0 0 2 0 694 8 0 2 0 0 694 38 0 0 0 0 "GPN3"
"ENSG00000111237" 2130 26 2 3 2 0 2130 15 0 4 0 0 2130 122 0 0 0 0 "VPS29"
"ENSG00000111269" 778 6 0 0 0 0 778 7 0 0 0 0 778 24 0 0 0 0 "CREBL2"
"ENSG00000111276" 1560 37 0 11 3 2 1560 12 0 0 0 0 1560 27 0 0 0 0 "CDKN1B"
"ENSG00000111300" 1520 11 0 3 0 0 1520 9 2 3 0 0 1520 18 0 0 0 0 "NAA25"
"ENSG00000111358" 1063 19 0 2 0 0 1063 7 2 0 0 0 1063 14 0 0 0 0 "GTF2H3"
"ENSG00000111361" 960 7 2 0 0 0 960 17 0 4 0 0 960 42 0 0 0 0 "EIF2B1"
"ENSG00000111371" 11627 113 2 5 0 0 11627 30 0 3 5 0 11627 116 2 2 2 2 "SLC38A1"
"ENSG00000111445" 1429 15 0 0 0 0 1429 12 3 0 0 0 1429 54 0 0 0 0 "RFC5"
"ENSG00000111481" 2686 13 0 0 0 0 2686 15 0 0 0 0 2686 97 4 2 0 2 "COPZ1"
"ENSG00000111530" 5020 39 2 8 0 0 5020 22 4 4 0 0 5020 43 0 0 0 0 "CAND1"
"ENSG00000111581" 1987 30 2 2 0 0 1987 9 0 3 0 0 1987 32 0 0 0 0 "NUP107"
"ENSG00000111596" 1104 14 3 5 0 0 1104 13 2 3 0 0 1104 34 0 0 0 0 "CNOT2"
"ENSG00000111605" 1912 19 0 5 2 2 1912 13 0 3 0 0 1912 23 0 0 0 0 "CPSF6"
"ENSG00000111639" 2722 46 0 0 0 0 2722 39 8 6 0 0 2722 519 14 4 0 2 "MRPL51"
"ENSG00000111640" 26178 102 2 0 0 18 26178 29 0 0 0 0 26178 39 0 0 0 4 "GAPDH"
"ENSG00000111641" 668 9 0 0 0 0 668 2 0 0 0 0 668 30 0 0 0 0 "NOP2"
"ENSG00000111642" 2947 32 0 4 4 0 2947 23 0 4 0 2 2947 102 6 0 2 2 "CHD4"
"ENSG00000111669" 3862 41 0 0 0 2 3862 30 3 2 0 0 3862 125 3 0 0 0 "TPI1"
"ENSG00000111670" 799 17 0 2 0 0 799 3 0 0 0 0 799 21 0 2 0 0 "GNPTAB"
"ENSG00000111678" 274 14 0 0 0 0 274 7 0 0 0 0 274 26 0 0 0 0 "C12orf57"
"ENSG00000111711" 1673 15 0 0 0 0 1673 18 0 0 2 0 1673 62 2 0 0 0 "GOLT1B"
"ENSG00000111716" 15976 265 3 5 0 4 15976 212 37 30 14 4 15976 1324 26 7 0 19 "LDHB"
"ENSG00000111775" 818 5 0 0 0 0 818 6 0 0 0 0 818 184 4 0 0 0 "COX6A1"
"ENSG00000111786" 1027 9 3 0 0 0 1027 7 2 0 0 0 1027 45 0 0 0 2 "SRSF9"
"ENSG00000111790" 1253 18 2 2 2 0 1253 4 0 0 0 0 1253 26 0 0 0 0 "FGFR1OP2"
"ENSG00000111799" 5901 41 2 3 0 0 5901 12 0 0 0 0 5901 88 0 0 0 0 "COL12A1"
"ENSG00000111802" 623 11 0 0 0 0 623 9 3 0 2 0 623 13 2 0 0 0 "TDP2"
"ENSG00000111817" 1601 7 0 3 0 0 1601 9 2 2 0 0 1601 14 0 0 0 0 "DSE"
"ENSG00000111832" 988 14 0 2 0 0 988 14 2 4 0 0 988 97 2 0 0 0 "RWDD1"
"ENSG00000111843" 3205 34 2 0 0 0 3205 39 3 5 0 0 3205 204 6 2 0 2 "TMEM14C"
"ENSG00000111845" 1076 26 5 0 0 0 1076 17 0 2 0 0 1076 28 0 0 0 0 "PAK1IP1"
"ENSG00000111875" 1310 28 0 3 2 2 1310 10 0 0 0 0 1310 74 0 0 0 0 "ASF1A"
"ENSG00000111897" 2676 28 2 3 0 0 2676 20 0 5 2 0 2676 51 3 0 0 0 "SERINC1"
"ENSG00000111906" 1460 11 0 0 0 0 1460 7 2 0 0 0 1460 96 2 2 0 0 "HDDC2"
"ENSG00000111907" 1939 20 0 0 0 0 1939 31 9 5 2 0 1939 159 6 3 0 0 "TPD52L1"
"ENSG00000111912" 2127 26 0 0 0 0 2127 6 0 0 0 0 2127 26 0 0 0 0 "NCOA7"
"ENSG00000112029" 1189 24 5 3 0 2 1189 16 0 0 0 0 1189 24 0 0 0 0 "FBXO5"
"ENSG00000112062" 979 12 0 0 0 0 979 5 0 3 0 0 979 18 0 0 0 0 "MAPK14"
"ENSG00000112081" 6071 76 2 9 2 0 6071 73 11 8 0 0 6071 262 3 0 0 0 "SRSF3"
"ENSG00000112096" 2136 12 0 0 0 0 2136 21 2 4 0 0 2136 67 4 0 0 0 "SOD2"
"ENSG00000112110" 1453 35 3 4 2 0 1453 51 7 8 0 0 1453 211 0 0 0 2 "MRPL18"
"ENSG00000112118" 2858 28 0 5 0 0 2858 25 3 5 0 0 2858 83 0 0 0 2 "MCM3"
"ENSG00000112146" 825 8 0 0 0 0 825 4 2 0 0 0 825 23 0 0 0 0 "FBXO9"
"ENSG00000112159" 2183 27 2 4 4 0 2183 7 0 0 0 0 2183 16 0 0 0 0 "MDN1"
"ENSG00000112200" 2695 32 0 4 0 2 2695 9 0 0 0 0 2695 14 0 0 0 0 "ZNF451"
"ENSG00000112208" 2445 37 4 7 0 0 2445 28 4 4 0 0 2445 89 0 0 0 0 "BAG2"
"ENSG00000112237" 2177 22 0 0 0 0 2177 17 3 2 0 0 2177 82 4 0 0 0 "CCNC"
"ENSG00000112245" 11678 117 7 21 5 8 11678 81 12 12 2 0 11678 215 5 3 0 2 "PTP4A1"
"ENSG00000112249" 4584 26 0 2 0 0 4584 10 0 0 0 2 4584 112 7 0 0 2 "ASCC3"
"ENSG00000112282" 1242 19 3 4 0 0 1242 2 0 0 0 0 1242 11 0 0 0 0 "MED23"
"ENSG00000112306" 6203 78 0 0 0 0 6203 38 2 0 0 2 6203 420 11 2 0 10 "RPS12"
"ENSG00000112308" 1952 19 0 0 0 0 1952 9 0 0 0 0 1952 23 0 0 0 0 "C6orf62"
"ENSG00000112312" 1326 24 2 8 0 0 1326 17 2 0 0 0 1326 50 0 0 0 0 "GMNN"
"ENSG00000112319" 2162 29 0 8 3 0 2162 11 0 4 0 0 2162 29 0 0 0 0 "EYA4"
"ENSG00000112335" 1869 26 3 2 0 0 1869 11 0 0 0 0 1869 96 0 2 0 0 "SNX3"
"ENSG00000112339" 2178 21 0 0 0 0 2178 24 3 9 0 0 2178 88 9 5 2 0 "HBS1L"
"ENSG00000112378" 4276 40 2 0 0 0 4276 44 5 3 0 0 4276 85 5 0 0 0 "PERP"
"ENSG00000112531" 1745 17 0 3 0 0 1745 6 0 0 0 0 1745 15 0 0 0 0 "QKI"
"ENSG00000112667" 286 2 0 0 2 0 286 4 2 0 0 0 286 40 0 0 0 0 "DNPH1"
"ENSG00000112685" 767 10 0 0 0 0 767 7 2 0 0 0 767 18 0 0 0 0 "EXOC2"
"ENSG00000112695" 3086 64 0 0 2 0 3086 85 6 5 5 0 3086 413 10 2 0 6 "COX7A2"
"ENSG00000112697" 3090 37 0 6 3 2 3090 20 0 2 0 0 3090 48 0 0 0 0 "TMEM30A"
"ENSG00000112701" 1780 27 0 4 0 0 1780 4 0 0 0 0 1780 26 0 0 0 0 "SENP6"
"ENSG00000112715" 754 14 0 3 0 0 754 6 0 0 0 0 754 22 0 0 0 0 "VEGFA"
"ENSG00000112739" 2029 22 0 2 0 5 2029 7 0 3 0 0 2029 25 0 0 0 0 "PRPF4B"
"ENSG00000112742" 2080 41 12 8 0 0 2080 20 3 4 0 0 2080 41 0 0 0 0 "TTK"
"ENSG00000112759" 788 8 0 0 0 0 788 10 0 2 0 0 788 30 0 0 0 0 "SLC29A1"
"ENSG00000112769" 2280 19 3 4 0 0 2280 8 0 0 0 0 2280 24 0 0 0 0 "LAMA4"
"ENSG00000112773" 3692 72 5 7 0 2 3692 29 0 2 0 0 3692 74 0 0 0 0 "FAM46A"
"ENSG00000112851" 4337 54 8 3 0 2 4337 18 2 0 0 0 4337 36 0 0 0 0 "ERBB2IP"
"ENSG00000112874" 856 11 2 0 0 0 856 5 0 0 0 0 856 19 0 0 0 0 "NUDT12"
"ENSG00000112893" 1664 22 2 0 0 0 1664 11 0 2 0 0 1664 6 0 0 0 0 "MAN2A1"
"ENSG00000112941" 1026 22 3 8 0 0 1026 10 0 0 0 0 1026 13 0 0 0 0 "PAPD7"
"ENSG00000112983" 1030 9 0 0 2 0 1030 4 0 0 0 0 1030 20 0 0 0 0 "BRD8"
"ENSG00000112984" 2441 32 2 5 4 0 2441 32 2 4 2 0 2441 107 0 0 0 0 "KIF20A"
"ENSG00000112992" 3646 28 0 3 0 0 3646 14 0 2 0 0 3646 43 0 0 0 0 "NNT"
"ENSG00000112996" 5020 74 6 16 8 0 5020 58 7 7 0 0 5020 226 2 0 0 0 "MRPS30"
"ENSG00000113013" 9938 213 17 46 30 0 9938 97 12 13 6 0 9938 706 14 8 0 25 "HSPA9"
"ENSG00000113048" 2184 14 0 0 0 0 2184 8 0 0 0 0 2184 39 0 0 0 2 "MRPS27"
"ENSG00000113083" 1640 10 0 0 0 0 1640 8 0 0 0 0 1640 29 0 0 0 0 "LOX"
"ENSG00000113141" 1137 15 0 3 0 0 1137 10 2 4 2 0 1137 26 0 0 0 0 "IK"
"ENSG00000113161" 2724 60 6 12 9 2 2724 20 3 3 0 0 2724 37 0 0 0 0 "HMGCR"
"ENSG00000113194" 1723 16 3 0 0 0 1723 11 0 0 0 0 1723 31 0 0 0 2 "FAF2"
"ENSG00000113231" 1048 10 0 2 0 0 1048 8 0 0 0 0 1048 21 0 0 0 0 "PDE8B"
"ENSG00000113269" 903 11 2 2 0 0 903 2 0 0 0 0 903 129 9 4 0 2 "RNF130"
"ENSG00000113282" 2000 20 3 6 0 0 2000 12 0 3 0 0 2000 23 2 0 0 0 "CLINT1"
"ENSG00000113300" 1214 15 0 0 0 0 1214 5 0 0 0 0 1214 13 0 0 0 0 "CNOT6"
"ENSG00000113312" 754 13 0 0 0 0 754 6 0 0 0 0 754 20 0 0 0 0 "TTC1"
"ENSG00000113328" 4725 56 4 6 0 2 4725 23 4 4 0 0 4725 76 3 0 0 0 "CCNG1"
"ENSG00000113360" 2401 19 2 3 0 0 2401 24 4 4 2 0 2401 45 2 0 0 0 "DROSHA"
"ENSG00000113368" 1852 15 0 0 0 0 1852 6 0 2 0 0 1852 15 0 0 0 0 "LMNB1"
"ENSG00000113369" 5970 44 7 2 0 0 5970 45 0 3 0 0 5970 119 0 0 0 0 "ARRDC3"
"ENSG00000113384" 5756 81 8 7 4 0 5756 46 3 12 3 0 5756 110 2 3 0 0 "GOLPH3"
"ENSG00000113387" 10585 166 21 18 8 6 10585 138 42 18 0 2 10585 866 22 7 0 12 "SUB1"
"ENSG00000113389" 4033 38 2 3 0 2 4033 23 0 3 0 0 4033 67 0 0 0 0 "NPR3"
"ENSG00000113391" 1020 7 0 0 0 0 1020 8 0 0 0 0 1020 26 0 0 0 0 "FAM172A"
"ENSG00000113407" 16107 206 17 24 4 13 16107 72 17 9 0 0 16107 391 6 4 0 0 "TARS"
"ENSG00000113448" 10351 112 10 18 4 6 10351 47 6 3 0 2 10351 69 2 0 0 0 "PDE4D"
"ENSG00000113456" 2405 21 0 8 0 0 2405 10 3 0 0 0 2405 60 0 0 0 0 "RAD1"
"ENSG00000113460" 5473 140 23 29 4 2 5473 65 8 6 0 0 5473 203 3 0 0 2 "BRIX1"
"ENSG00000113522" 1644 29 2 3 2 0 1644 14 2 0 0 0 1644 17 0 0 0 0 "RAD50"
"ENSG00000113558" 2696 34 2 0 0 0 2696 24 2 0 0 0 2696 311 6 3 0 4 "SKP1"
"ENSG00000113569" 10026 97 9 8 2 0 10026 72 2 12 3 2 10026 157 5 2 0 3 "NUP155"
"ENSG00000113575" 3814 34 3 0 2 2 3814 34 6 9 2 0 3814 148 3 0 0 2 "PPP2CA"
"ENSG00000113580" 5888 82 7 7 2 3 5888 41 5 6 0 0 5888 81 0 2 0 0 "NR3C1"
"ENSG00000113583" 1054 12 0 0 0 0 1054 8 0 0 0 0 1054 25 0 0 0 0 "C5orf15"
"ENSG00000113593" 1143 29 4 5 3 0 1143 30 0 0 0 0 1143 56 0 0 0 0 "PPWD1"
"ENSG00000113594" 2048 28 3 5 0 0 2048 13 2 0 0 0 2048 24 0 0 0 0 "LIFR"
"ENSG00000113615" 1154 15 0 2 0 0 1154 4 0 0 0 0 1154 14 0 0 0 0 "SEC24A"
"ENSG00000113621" 1184 5 0 0 0 0 1184 9 2 0 0 0 1184 59 0 0 0 0 "TXNDC15"
"ENSG00000113638" 1512 13 0 0 0 0 1512 4 0 0 0 0 1512 13 0 0 0 0 "TTC33"
"ENSG00000113643" 2374 35 2 4 2 0 2374 14 0 5 0 0 2374 59 2 0 0 0 "RARS"
"ENSG00000113648" 2169 20 0 0 0 0 2169 26 6 3 0 0 2169 156 4 2 0 2 "H2AFY"
"ENSG00000113649" 2516 33 3 4 0 0 2516 7 0 0 0 0 2516 21 0 0 0 0 "TCERG1"
"ENSG00000113657" 1416 11 0 0 0 0 1416 8 0 0 0 0 1416 43 2 0 0 0 "DPYSL3"
"ENSG00000113658" 2305 44 4 7 5 2 2305 12 2 0 0 0 2305 46 0 0 0 0 "SMAD5"
"ENSG00000113712" 1926 19 0 0 0 0 1926 6 0 0 0 0 1926 13 0 0 0 0 "CSNK1A1"
"ENSG00000113719" 2065 14 0 0 0 0 2065 20 0 3 2 0 2065 191 11 7 0 9 "ERGIC1"
"ENSG00000113732" 2119 26 0 3 0 0 2119 34 5 4 0 2 2119 160 2 3 0 4 "ATP6V0E1"
"ENSG00000113739" 449 6 2 0 0 0 449 4 0 0 0 0 449 21 0 0 0 0 "STC2"
"ENSG00000113758" 569 4 0 0 0 0 569 4 0 0 0 0 569 23 0 0 0 0 "DBN1"
"ENSG00000113810" 4780 60 0 0 0 2 4780 9 0 0 0 0 4780 20 0 0 0 0 "SMC4"
"ENSG00000113811" 997 23 3 3 0 0 997 18 3 2 0 0 997 108 0 0 0 3 "SELK"
"ENSG00000113812" 582 10 0 0 0 0 582 7 0 2 0 0 582 13 0 0 0 0 "ACTR8"
"ENSG00000113845" 1671 21 0 2 2 0 1671 18 4 0 2 0 1671 89 2 0 0 0 "TIMMDC1"
"ENSG00000113851" 972 9 0 2 0 0 972 4 0 0 0 0 972 24 2 0 0 0 "CRBN"
"ENSG00000114021" 745 6 0 0 0 0 745 8 0 0 0 0 745 51 0 0 0 0 "NIT2"
"ENSG00000114023" 700 10 0 0 0 0 700 10 0 0 0 0 700 68 0 0 0 0 "FAM162A"
"ENSG00000114054" 678 6 0 0 0 0 678 9 0 0 0 0 678 77 2 0 0 0 "PCCB"
"ENSG00000114062" 2213 22 2 0 0 0 2213 15 2 3 0 0 2213 31 0 0 0 0 "UBE3A"
"ENSG00000114125" 920 16 4 2 0 0 920 21 2 0 0 2 920 87 6 0 0 0 "RNF7"
"ENSG00000114127" 1231 13 0 0 0 0 1231 6 0 0 0 0 1231 14 0 0 0 2 "XRN1"
"ENSG00000114209" 1801 19 0 3 0 0 1801 11 0 2 0 0 1801 25 2 0 0 0 "PDCD10"
"ENSG00000114251" 5478 78 4 14 4 3 5478 28 2 3 0 0 5478 98 0 0 0 0 "WNT5A"
"ENSG00000114302" 1593 17 0 0 4 0 1593 12 0 3 2 0 1593 54 0 2 0 2 "PRKAR2A"
"ENSG00000114331" 2042 35 0 6 0 0 2042 11 0 0 0 0 2042 26 0 0 0 0 "ACAP2"
"ENSG00000114346" 4155 43 3 7 0 0 4155 13 2 2 0 0 4155 72 0 0 0 0 "ECT2"
"ENSG00000114353" 898 12 0 0 0 0 898 3 0 0 0 0 898 31 2 2 0 0 "GNAI2"
"ENSG00000114354" 1422 16 4 4 0 0 1422 12 2 2 0 0 1422 30 0 0 0 0 "TFG"
"ENSG00000114391" 4366 74 0 0 0 16 4366 33 4 0 0 2 4366 389 4 2 0 0 "RPL24"
"ENSG00000114416" 2071 31 3 5 2 0 2071 21 4 8 0 0 2071 67 3 0 0 0 "FXR1"
"ENSG00000114439" 2362 43 2 9 4 0 2362 18 2 3 0 0 2362 54 0 2 0 0 "BBX"
"ENSG00000114480" 2454 27 3 3 0 0 2454 29 3 2 0 0 2454 105 2 0 0 0 "GBE1"
"ENSG00000114491" 867 18 0 4 0 0 867 18 3 5 0 0 867 29 0 0 0 0 "UMPS"
"ENSG00000114503" 1175 16 0 0 0 0 1175 15 2 0 0 0 1175 91 0 3 0 2 "NCBP2"
"ENSG00000114520" 918 21 2 7 0 0 918 4 0 0 0 0 918 38 0 0 0 0 "SNX4"
"ENSG00000114573" 4582 37 3 2 0 2 4582 14 0 0 0 0 4582 42 2 0 0 0 "ATP6V1A"
"ENSG00000114650" 548 5 0 0 0 0 548 8 0 2 0 0 548 32 0 0 0 0 "SCAP"
"ENSG00000114686" 3455 70 6 10 5 2 3455 59 12 18 0 0 3455 205 0 0 0 3 "MRPL3"
"ENSG00000114744" 1256 14 0 3 0 2 1256 16 5 0 0 0 1256 63 0 0 0 0 "COMMD2"
"ENSG00000114767" 196 9 0 0 0 0 196 4 0 0 0 0 196 19 0 0 0 0 "RRP9"
"ENSG00000114850" 5756 49 2 2 0 2 5756 20 2 2 0 0 5756 141 5 3 0 0 "SSR3"
"ENSG00000114857" 2304 27 2 2 0 0 2304 6 0 0 0 0 2304 19 0 0 0 0 "NKTR"
"ENSG00000114861" 1222 18 0 3 0 0 1222 13 2 3 0 0 1222 25 0 0 0 0 "FOXP1"
"ENSG00000114867" 3403 35 0 4 3 0 3403 16 0 0 0 0 3403 42 0 0 0 0 "EIF4G1"
"ENSG00000114902" 1182 37 0 4 0 0 1182 24 3 0 0 0 1182 90 0 0 0 2 "SPCS1"
"ENSG00000114942" 1545 17 0 0 0 0 1545 3 0 0 0 0 1545 43 0 0 0 0 "EEF1B2"
"ENSG00000114956" 411 9 0 0 0 0 411 9 2 2 0 0 411 40 0 0 0 0 "DGUOK"
"ENSG00000114978" 4291 51 3 7 3 2 4291 28 2 5 0 0 4291 72 2 2 0 4 "MOB1A"
"ENSG00000114999" 1550 16 0 0 0 0 1550 7 0 3 0 0 1550 45 2 0 0 0 "TTL"
"ENSG00000115020" 1594 22 0 2 0 0 1594 6 0 0 0 0 1594 17 0 0 0 0 "PIKFYVE"
"ENSG00000115053" 5566 80 3 11 0 4 5566 49 5 6 0 0 5566 168 5 0 0 5 "NCL"
"ENSG00000115084" 1575 10 0 0 0 0 1575 5 0 2 0 0 1575 20 0 0 0 0 "SLC35F5"
"ENSG00000115091" 7647 99 7 13 2 0 7647 66 9 11 2 0 7647 273 10 6 0 3 "ACTR3"
"ENSG00000115128" 2798 33 0 0 0 0 2798 57 8 9 2 0 2798 237 2 0 0 3 "SF3B6"
"ENSG00000115145" 1127 15 0 3 0 2 1127 5 0 0 0 0 1127 36 0 0 0 0 "STAM2"
"ENSG00000115159" 3279 27 0 3 4 0 3279 22 2 2 0 0 3279 56 0 0 0 0 "GPD2"
"ENSG00000115163" 582 11 0 2 4 0 582 4 0 0 0 0 582 23 0 0 0 0 "CENPA"
"ENSG00000115183" 787 16 4 2 0 0 787 3 0 0 0 0 787 11 0 0 0 0 "TANC1"
"ENSG00000115207" 983 6 0 4 0 0 983 6 0 2 0 0 983 18 0 0 0 0 "GTF3C2"
"ENSG00000115233" 2974 36 3 6 0 0 2974 25 4 4 0 0 2974 110 0 2 0 2 "PSMD14"
"ENSG00000115239" 187 7 2 2 0 0 187 6 0 0 0 0 187 18 0 0 0 0 "ASB3"
"ENSG00000115241" 1646 20 0 5 2 2 1646 21 6 0 0 0 1646 69 2 0 0 0 "PPM1G"
"ENSG00000115252" 673 4 0 0 0 0 673 9 2 0 0 0 673 18 0 0 0 0 "PDE1A"
"ENSG00000115268" 1056 4 0 0 0 0 1056 0 0 0 0 0 1056 61 2 0 0 0 "RPS15"
"ENSG00000115295" 1695 16 0 0 0 0 1695 6 0 0 0 0 1695 13 0 0 0 0 "CLIP4"
"ENSG00000115306" 6704 52 2 11 2 2 6704 43 3 4 2 0 6704 117 4 0 0 2 "SPTBN1"
"ENSG00000115307" 928 9 0 0 0 0 928 24 2 0 2 0 928 112 3 0 0 2 "AUP1"
"ENSG00000115310" 4186 46 2 6 2 2 4186 41 5 5 0 0 4186 212 8 0 0 9 "RTN4"
"ENSG00000115350" 325 5 0 0 0 0 325 3 0 0 0 0 325 51 2 0 0 0 "POLE4"
"ENSG00000115355" 2057 27 0 3 0 2 2057 5 2 0 0 0 2057 22 0 2 0 0 "CCDC88A"
"ENSG00000115364" 1744 23 4 2 0 0 1744 11 0 3 0 0 1744 127 0 2 0 0 "MRPL19"
"ENSG00000115365" 4056 22 0 0 0 0 4056 11 0 4 0 0 4056 53 0 0 0 2 "LANCL1"
"ENSG00000115368" 2106 40 8 8 0 0 2106 10 2 0 0 0 2106 58 0 0 0 0 "WDR75"
"ENSG00000115380" 1569 11 0 0 0 0 1569 5 0 0 0 0 1569 32 0 0 0 0 "EFEMP1"
"ENSG00000115414" 2489 17 0 0 0 0 2489 3 0 0 0 0 2489 14 0 0 0 0 "FN1"
"ENSG00000115415" 1672 12 0 2 0 0 1672 9 4 0 0 0 1672 46 0 0 0 0 "STAT1"
"ENSG00000115419" 6955 69 4 3 0 0 6955 18 0 0 0 0 6955 55 0 0 0 0 "GLS"
"ENSG00000115446" 804 6 0 0 0 0 804 9 0 0 0 0 804 16 0 0 0 0 "UNC50"
"ENSG00000115461" 500 4 0 0 0 0 500 4 0 0 0 0 500 23 0 0 0 0 "IGFBP5"
"ENSG00000115464" 2268 16 0 0 0 0 2268 6 0 0 0 0 2268 9 0 0 0 0 "USP34"
"ENSG00000115484" 3796 16 0 0 0 0 3796 13 0 0 0 0 3796 41 0 0 0 0 "CCT4"
"ENSG00000115486" 691 10 0 0 0 0 691 12 0 2 0 0 691 16 0 0 0 0 "GGCX"
"ENSG00000115514" 1175 17 0 5 0 0 1175 19 0 4 0 0 1175 83 0 0 0 0 "TXNDC9"
"ENSG00000115520" 880 22 0 3 0 0 880 7 2 0 0 0 880 11 0 0 0 0 "COQ10B"
"ENSG00000115524" 11034 107 6 14 3 3 11034 58 6 7 3 2 11034 144 5 0 0 3 "SF3B1"
"ENSG00000115540" 891 14 2 3 0 0 891 11 0 4 0 0 891 41 2 0 0 0 "MOB4"
"ENSG00000115541" 4273 135 24 44 11 4 4273 149 23 15 0 3 4273 1121 17 5 0 7 "HSPE1"
"ENSG00000115561" 547 7 0 0 0 0 547 4 0 0 0 0 547 23 0 0 0 0 "CHMP3"
"ENSG00000115641" 664 9 0 3 0 0 664 12 3 2 0 0 664 33 0 0 0 0 "FHL2"
"ENSG00000115677" 5151 44 0 0 0 2 5151 9 0 0 0 0 5151 32 0 0 0 0 "HDLBP"
"ENSG00000115685" 687 8 0 0 0 0 687 12 0 0 0 0 687 45 2 0 0 0 "PPP1R7"
"ENSG00000115694" 568 4 0 0 0 0 568 8 0 0 0 0 568 20 5 0 0 0 "STK25"
"ENSG00000115756" 436 12 2 2 0 0 436 6 0 0 0 0 436 19 0 0 0 0 "HPCAL1"
"ENSG00000115758" 6397 67 5 14 7 2 6397 104 11 22 7 0 6397 305 8 7 0 7 "ODC1"
"ENSG00000115760" 3965 35 2 4 0 0 3965 7 0 2 0 0 3965 25 0 0 0 0 "BIRC6"
"ENSG00000115806" 982 9 0 2 0 0 982 5 0 2 0 0 982 21 0 0 0 0 "GORASP2"
"ENSG00000115816" 1664 31 6 0 0 0 1664 9 2 2 0 0 1664 58 0 0 0 0 "CEBPZ"
"ENSG00000115825" 1683 23 2 0 0 0 1683 8 0 0 0 0 1683 22 0 0 0 0 "PRKD3"
"ENSG00000115840" 851 13 0 0 0 0 851 7 0 0 0 0 851 10 0 0 0 0 "SLC25A12"
"ENSG00000115866" 1873 33 3 3 2 0 1873 9 0 0 0 0 1873 35 0 0 0 0 "DARS"
"ENSG00000115875" 2869 45 6 4 2 0 2869 50 4 6 0 0 2869 86 0 0 0 0 "SRSF7"
"ENSG00000115919" 4125 60 5 2 0 2 4125 22 2 0 0 0 4125 176 0 2 0 0 "KYNU"
"ENSG00000115935" 655 6 0 0 0 0 655 5 0 0 0 0 655 19 0 3 0 0 "WIPF1"
"ENSG00000115942" 1422 17 0 3 0 0 1422 8 0 0 0 0 1422 36 0 0 0 0 "ORC2"
"ENSG00000115944" 833 9 0 0 0 0 833 9 4 2 0 0 833 108 5 0 0 0 "COX7A2L"
"ENSG00000115946" 1028 8 0 0 0 0 1028 15 2 0 0 0 1028 39 0 0 0 0 "PNO1"
"ENSG00000115947" 1257 12 2 0 2 0 1257 13 2 2 0 0 1257 19 0 0 0 0 "ORC4"
"ENSG00000115963" 2519 46 2 7 0 0 2519 19 2 0 0 0 2519 81 2 0 0 0 "RND3"
"ENSG00000115966" 1162 23 2 0 0 0 1162 6 0 0 0 0 1162 18 0 0 0 0 "ATF2"
"ENSG00000116001" 1735 16 0 2 0 0 1735 8 0 0 0 0 1735 32 0 0 0 0 "TIA1"
