"V1" "exp-pA<15" "polyA-pA<15" "UU-pA<15" "U-pA<15" "U>3-pA<15" "polyA-NoU-pA<15" "exp-pA<25" "polyA-pA<25" "UU-pA<25" "U-pA<25" "U>3-pA<25" "polyA-NoU-pA<25" "exp" "polyA-pA>25" "UU-pA>25" "U-pA>25" "U>3-pA>25" "polyA-NoU-pA>25" "symbol"
"ENSG00000083312" 1359 21 0 2 0 0 1359 6 0 0 0 0 1359 25 0 0 0 0 "TNPO1"
"ENSG00000083845" 1080 21 2 0 0 0 1080 27 2 6 0 0 1080 118 2 0 0 2 "RPS5"
"ENSG00000084207" 797 21 0 0 0 0 797 15 0 0 0 0 797 73 2 0 0 0 "GSTP1"
"ENSG00000085063" 745 6 0 0 0 0 745 5 0 0 0 0 745 57 0 0 0 0 "CD59"
"ENSG00000086061" 538 17 5 0 0 0 538 7 2 0 0 0 538 32 0 0 0 0 "DNAJA1"
"ENSG00000087053" 355 6 0 0 0 0 355 6 0 0 0 0 355 23 0 0 0 0 "MTMR2"
"ENSG00000087077" 155 10 2 2 3 0 155 6 0 2 0 0 155 15 0 0 0 0 "TRIP6"
"ENSG00000087086" 3159 58 0 0 0 3 3159 32 3 6 0 0 3159 208 9 11 0 0 "FTL"
"ENSG00000087460" 615 16 0 0 0 0 615 3 0 0 0 0 615 46 0 0 0 0 "GNAS"
"ENSG00000089009" 419 3 0 0 0 0 419 2 0 0 0 0 419 43 0 0 0 0 "RPL6"
"ENSG00000089157" 692 13 0 0 0 0 692 5 0 0 0 0 692 20 0 0 0 2 "RPLP0"
"ENSG00000090273" 157 8 0 2 0 0 157 13 2 0 0 0 157 20 0 0 0 0 "NUDC"
"ENSG00000092621" 379 8 0 0 0 0 379 4 0 0 0 0 379 26 0 0 0 0 "PHGDH"
"ENSG00000092841" 792 34 0 0 0 0 792 15 0 0 0 0 792 89 3 0 0 0 "MYL6"
"ENSG00000096384" 576 19 0 2 3 0 576 5 0 0 0 0 576 6 0 0 0 0 "HSP90AB1"
"ENSG00000100097" 627 24 0 0 0 0 627 19 0 0 0 0 627 157 4 3 0 3 "LGALS1"
"ENSG00000100138" 367 10 2 0 2 0 367 7 0 0 0 0 367 29 0 0 0 0 "NHP2L1"
"ENSG00000100201" 814 10 0 2 0 0 814 3 0 0 0 0 814 23 0 0 0 0 "DDX17"
"ENSG00000100567" 172 6 0 0 0 0 172 0 0 0 0 0 172 25 0 0 0 0 "PSMA3"
"ENSG00000100644" 1130 20 2 0 0 0 1130 14 2 3 0 0 1130 34 3 0 0 0 "HIF1A"
"ENSG00000100823" 165 17 0 2 0 0 165 5 0 2 0 0 165 14 0 0 0 0 "APEX1"
"ENSG00000101166" 373 14 0 2 0 0 373 0 0 0 0 0 373 20 0 0 0 0 "SLMO2"
"ENSG00000101182" 618 10 0 0 0 0 618 12 0 2 0 0 618 43 3 0 0 0 "PSMA7"
"ENSG00000101608" 220 4 0 0 0 0 220 6 0 2 0 0 220 22 0 0 0 0 "MYL12A"
"ENSG00000102024" 1058 14 0 0 0 0 1058 4 0 0 0 0 1058 27 2 0 0 0 "PLS3"
"ENSG00000102144" 1045 7 0 0 0 0 1045 3 0 0 0 0 1045 22 3 0 0 0 "PGK1"
"ENSG00000102804" 447 13 3 0 0 0 447 3 0 0 0 0 447 17 0 0 0 0 "TSC22D1"
"ENSG00000103257" 866 14 0 0 0 0 866 6 0 0 0 0 866 12 0 0 0 0 "SLC7A5"
"ENSG00000103363" 237 7 0 0 0 0 237 6 0 0 0 0 237 52 2 0 0 0 "TCEB2"
"ENSG00000104408" 504 9 0 0 0 0 504 4 2 0 0 0 504 41 0 0 0 3 "EIF3E"
"ENSG00000104738" 438 10 0 0 0 0 438 11 0 0 0 0 438 12 0 0 0 0 "MCM4"
"ENSG00000104904" 559 9 2 0 0 0 559 5 0 0 0 0 559 20 0 3 0 0 "OAZ1"
"ENSG00000104979" 135 3 0 0 0 0 135 4 0 0 0 0 135 24 0 0 0 0 "C19orf53"
"ENSG00000105185" 117 0 0 0 0 0 117 0 0 0 0 0 117 32 0 0 0 0 "PDCD5"
"ENSG00000105193" 441 9 0 0 0 0 441 14 0 0 0 0 441 65 5 0 0 0 "RPS16"
"ENSG00000105372" 1378 37 0 2 0 0 1378 30 3 0 0 0 1378 217 7 2 0 2 "RPS19"
"ENSG00000105854" 354 9 0 2 0 0 354 10 0 0 0 0 354 26 0 0 0 0 "PON2"
"ENSG00000106153" 254 3 0 0 0 0 254 8 0 0 0 0 254 33 0 0 0 0 "CHCHD2"
"ENSG00000106263" 522 12 0 0 0 0 522 7 0 0 0 0 522 17 0 0 0 0 "EIF3B"
"ENSG00000107223" 322 11 0 0 0 0 322 9 0 0 0 0 322 58 0 0 0 0 "EDF1"
"ENSG00000108107" 184 8 0 0 0 0 184 3 0 0 0 0 184 31 2 0 0 0 "RPL28"
"ENSG00000108294" 655 21 0 0 0 0 655 30 0 2 0 0 655 108 2 0 0 2 "PSMB3"
"ENSG00000108298" 1378 44 2 2 0 2 1378 21 2 0 0 0 1378 288 8 0 0 3 "RPL19"
"ENSG00000108424" 690 15 0 2 0 0 690 6 0 0 0 0 690 22 0 0 0 0 "KPNB1"
"ENSG00000108518" 498 5 0 0 0 0 498 3 2 0 0 0 498 55 0 0 0 0 "PFN1"
"ENSG00000108561" 527 13 0 0 0 0 527 11 4 3 0 0 527 35 0 0 0 2 "C1QBP"
"ENSG00000108953" 465 6 0 0 0 0 465 2 0 0 0 0 465 40 0 0 0 0 "YWHAE"
"ENSG00000109475" 296 10 0 0 0 0 296 5 2 0 0 0 296 67 0 0 0 0 "RPL34"
"ENSG00000109861" 547 20 3 4 5 0 547 9 0 0 0 0 547 33 0 0 0 0 "CTSC"
"ENSG00000109971" 1886 41 2 5 0 5 1886 25 3 0 2 0 1886 67 0 2 0 4 "HSPA8"
"ENSG00000110321" 1187 17 0 0 0 0 1187 7 0 2 0 0 1187 33 0 0 0 0 "EIF4G2"
"ENSG00000110700" 603 6 0 0 0 0 603 20 0 0 0 0 603 88 2 0 0 0 "RPS13"
"ENSG00000110955" 908 17 0 0 0 0 908 11 2 3 0 0 908 71 3 0 0 3 "ATP5B"
"ENSG00000111371" 1074 18 0 0 0 0 1074 3 0 0 0 0 1074 17 0 0 0 0 "SLC38A1"
"ENSG00000111639" 189 3 0 0 0 0 189 3 0 0 0 0 189 25 0 0 0 0 "MRPL51"
"ENSG00000111640" 4536 42 0 0 0 0 4536 11 0 0 0 2 4536 58 0 0 0 0 "GAPDH"
"ENSG00000111669" 456 6 0 0 0 0 456 8 0 0 0 0 456 17 0 0 0 0 "TPI1"
"ENSG00000111716" 1048 32 0 0 0 2 1048 17 0 3 2 0 1048 99 4 0 0 2 "LDHB"
"ENSG00000112081" 371 7 0 0 0 0 371 9 2 2 0 0 371 14 0 0 0 0 "SRSF3"
"ENSG00000112245" 832 15 2 0 0 0 832 5 0 2 0 0 832 15 0 0 0 0 "PTP4A1"
"ENSG00000112306" 327 11 0 0 0 0 327 0 0 0 0 0 327 52 0 0 0 0 "RPS12"
"ENSG00000112695" 322 12 0 0 0 0 322 14 0 0 0 0 322 47 0 0 0 0 "COX7A2"
"ENSG00000113013" 743 20 3 3 2 0 743 6 0 0 0 0 743 42 0 0 0 0 "HSPA9"
"ENSG00000113384" 573 17 2 2 2 0 573 6 3 0 0 0 573 18 0 0 0 0 "GOLPH3"
"ENSG00000113387" 628 16 0 0 0 0 628 12 3 2 0 0 628 70 0 0 0 0 "SUB1"
"ENSG00000113407" 1235 30 0 2 0 0 1235 8 0 3 0 0 1235 23 0 0 0 0 "TARS"
"ENSG00000113448" 909 22 0 5 0 0 909 8 0 0 0 0 909 17 0 0 0 0 "PDE4D"
"ENSG00000113460" 319 11 4 0 0 0 319 4 0 0 0 0 319 21 0 0 0 0 "BRIX1"
"ENSG00000113569" 864 19 0 3 0 0 864 10 0 0 0 0 864 17 0 0 0 0 "NUP155"
"ENSG00000114346" 281 15 0 2 0 0 281 4 0 0 0 0 281 11 0 0 0 0 "ECT2"
"ENSG00000114391" 415 18 0 0 0 0 415 6 0 0 0 0 415 70 3 0 0 0 "RPL24"
"ENSG00000115091" 535 18 2 3 0 0 535 2 0 0 0 0 535 25 0 0 0 2 "ACTR3"
"ENSG00000115128" 308 4 0 0 0 0 308 2 0 0 0 0 308 33 0 0 0 0 "SF3B6"
"ENSG00000115241" 239 10 0 0 0 0 239 7 0 2 0 0 239 15 0 0 0 0 "PPM1G"
"ENSG00000115306" 732 10 0 3 0 0 732 7 0 2 0 0 732 30 0 0 0 2 "SPTBN1"
"ENSG00000115310" 297 2 0 2 0 0 297 5 0 0 0 0 297 28 0 0 0 0 "RTN4"
"ENSG00000115524" 831 21 2 0 0 0 831 5 0 0 0 0 831 18 0 0 0 0 "SF3B1"
"ENSG00000115541" 180 7 0 0 2 0 180 8 3 0 0 0 180 22 2 0 0 0 "HSPE1"
"ENSG00000115677" 602 10 0 0 0 0 602 4 0 0 0 0 602 17 0 0 0 0 "HDLBP"
"ENSG00000115758" 524 7 0 2 0 0 524 8 2 0 0 0 524 27 0 0 0 0 "ODC1"
"ENSG00000116209" 376 9 0 0 0 0 376 6 0 0 0 0 376 24 0 0 0 0 "TMEM59"
"ENSG00000116288" 259 2 0 0 0 0 259 7 0 0 0 0 259 34 0 0 0 2 "PARK7"
"ENSG00000116898" 185 5 0 0 0 0 185 4 0 0 0 0 185 34 0 0 0 0 "MRPS15"
"ENSG00000117318" 1355 38 6 6 0 0 1355 21 3 2 0 0 1355 44 0 0 0 0 "ID3"
"ENSG00000117450" 1760 32 0 0 0 0 1760 41 2 2 4 0 1760 108 0 0 0 0 "PRDX1"
"ENSG00000117632" 359 8 0 0 0 0 359 0 0 0 0 0 359 26 4 0 0 3 "STMN1"
"ENSG00000118680" 207 5 0 0 0 0 207 2 0 0 0 0 207 33 0 0 0 3 "MYL12B"
"ENSG00000118705" 991 18 0 0 0 0 991 6 0 0 0 0 991 33 0 0 0 0 "RPN2"
"ENSG00000119335" 987 20 0 0 2 0 987 10 0 0 2 0 987 66 6 0 0 2 "SET"
"ENSG00000119705" 168 6 0 0 0 0 168 4 0 0 0 0 168 28 0 0 0 0 "SLIRP"
"ENSG00000120708" 3254 27 0 0 0 0 3254 14 0 0 0 0 3254 82 5 2 0 4 "TGFBI"
"ENSG00000120802" 655 19 2 3 0 0 655 8 0 0 0 0 655 16 0 0 0 0 "TMPO"
"ENSG00000120885" 1695 35 0 0 0 4 1695 11 0 0 0 0 1695 81 0 0 0 2 "CLU"
"ENSG00000122034" 275 8 0 0 0 0 275 8 0 3 0 0 275 21 0 0 0 0 "GTF3A"
"ENSG00000122406" 705 11 0 0 0 0 705 15 0 2 0 0 705 121 0 0 0 0 "RPL5"
"ENSG00000122565" 326 9 0 2 0 0 326 5 2 0 0 0 326 19 0 0 0 0 "CBX3"
"ENSG00000122566" 416 10 0 2 0 0 416 7 0 4 0 0 416 25 3 0 0 0 "HNRNPA2B1"
"ENSG00000122705" 511 10 0 0 0 0 511 13 0 0 0 0 511 30 0 0 0 0 "CLTA"
"ENSG00000123080" 311 8 0 2 0 0 311 3 0 0 0 0 311 24 0 0 0 0 "CDKN2C"
"ENSG00000123562" 777 18 2 0 0 0 777 4 0 0 0 0 777 17 0 0 0 0 "MORF4L2"
"ENSG00000124172" 319 4 0 0 0 0 319 3 0 0 0 0 319 74 0 0 0 0 "ATP5E"
"ENSG00000124207" 904 17 0 0 0 0 904 8 0 0 0 0 904 29 0 0 0 0 "CSE1L"
"ENSG00000124529" 4047 32 0 0 0 2 4047 4 0 0 0 0 4047 28 0 0 0 2 "HIST4H4"
"ENSG00000124635" 3899 33 2 0 0 8 3899 8 0 2 0 0 3899 35 0 0 0 2 "HIST1H2BJ"
"ENSG00000124693" 8995 103 3 0 0 12 8995 18 0 0 0 0 8995 108 6 2 0 8 "HIST1H3A"
"ENSG00000124795" 478 23 0 0 0 0 478 4 0 0 0 0 478 22 0 0 0 0 "DEK"
"ENSG00000125691" 972 17 3 0 0 0 972 19 0 0 0 0 972 237 3 0 0 0 "SNORA21"
"ENSG00000125743" 452 43 0 0 0 0 452 22 2 2 0 0 452 83 0 0 0 0 "SNRPD2"
"ENSG00000125868" 392 11 0 0 0 0 392 6 0 0 0 0 392 24 0 0 0 0 "DSTN"
"ENSG00000126267" 374 7 0 0 0 0 374 9 0 0 0 0 374 63 0 0 0 0 "COX6B1"
"ENSG00000126756" 168 6 0 0 0 0 168 3 0 0 0 0 168 31 0 0 0 0 "UXT"
"ENSG00000126777" 564 13 2 0 0 0 564 9 0 2 0 0 564 17 0 0 0 0 "KTN1"
"ENSG00000127022" 1726 39 0 0 0 0 1726 6 0 0 0 0 1726 38 0 0 0 2 "CANX"
"ENSG00000127184" 302 4 0 0 0 0 302 6 2 0 0 0 302 46 0 0 0 0 "COX7C"
"ENSG00000127540" 93 0 0 0 0 0 93 6 0 0 0 0 93 26 0 0 0 0 "UQCR11"
"ENSG00000128050" 586 13 0 0 0 2 586 3 0 0 0 0 586 19 2 0 0 0 "PAICS"
"ENSG00000128463" 275 8 0 0 0 0 275 0 0 0 0 0 275 42 0 0 0 0 "EMC4"
"ENSG00000128951" 477 23 0 0 0 0 477 7 0 3 0 0 477 57 3 0 0 0 "DUT"
"ENSG00000130032" 155 2 0 0 0 0 155 0 0 0 0 0 155 89 0 0 0 0 "PRRG3"
"ENSG00000130255" 526 13 0 0 0 0 526 25 3 0 0 0 526 114 4 0 0 0 "RPL36"
"ENSG00000130741" 604 11 0 0 0 0 604 10 0 0 2 0 604 32 0 0 0 0 "EIF2S3"
"ENSG00000130770" 107 0 0 0 0 0 107 3 0 0 0 0 107 27 2 0 0 0 "ATPIF1"
"ENSG00000131143" 243 6 0 0 0 0 243 4 0 0 0 0 243 41 0 0 0 0 "COX4I1"
"ENSG00000131174" 258 6 0 0 0 0 258 8 0 0 0 0 258 47 0 0 0 0 "COX7B"
"ENSG00000131236" 359 10 2 0 2 0 359 6 0 4 0 0 359 21 0 0 0 0 "CAP1"
"ENSG00000131469" 485 12 0 2 0 0 485 6 2 0 0 0 485 64 3 0 0 0 "RPL27"
"ENSG00000131473" 947 19 0 0 0 0 947 7 0 0 0 0 947 29 0 0 0 0 "ACLY"
"ENSG00000131747" 1046 24 0 9 0 0 1046 13 0 0 0 0 1046 17 0 0 0 0 "TOP2A"
"ENSG00000132341" 563 11 0 2 0 0 563 8 0 0 0 0 563 25 2 0 0 0 "RAN"
"ENSG00000132356" 699 11 0 2 0 0 699 5 0 0 0 0 699 16 0 0 0 0 "PRKAA1"
"ENSG00000132507" 516 4 0 0 0 0 516 2 0 0 0 0 516 28 3 0 0 0 "EIF5A"
"ENSG00000132640" 1068 21 2 0 0 0 1068 11 0 0 0 0 1068 25 0 0 0 0 "BTBD3"
"ENSG00000132646" 473 15 0 0 0 0 473 12 0 0 0 0 473 22 0 0 0 0 "PCNA"
"ENSG00000133112" 499 16 3 0 2 0 499 16 3 0 0 0 499 69 2 0 0 0 "TPT1"
"ENSG00000133302" 473 17 0 3 0 0 473 2 0 0 0 0 473 18 0 0 0 0 "ANKRD32"
"ENSG00000134046" 151 7 0 0 0 0 151 6 0 0 3 0 151 18 0 0 0 0 "MBD2"
"ENSG00000134057" 765 15 0 2 0 0 765 16 2 0 0 0 765 64 0 0 0 0 "CCNB1"
"ENSG00000134294" 1865 50 4 6 5 2 1865 14 0 0 0 0 1865 51 2 0 0 0 "SLC38A2"
"ENSG00000134333" 1320 20 0 0 2 0 1320 37 6 5 0 0 1320 154 10 4 2 4 "LDHA"
"ENSG00000134352" 602 16 0 3 0 0 602 5 0 0 0 0 602 9 0 0 0 0 "IL6ST"
"ENSG00000135046" 582 3 0 0 0 0 582 4 0 0 0 0 582 36 0 0 0 0 "ANXA1"
"ENSG00000135480" 777 13 0 0 0 0 777 12 0 5 0 0 777 47 0 0 0 0 "KRT7"
"ENSG00000135535" 475 10 0 0 0 0 475 5 0 3 0 0 475 16 0 0 0 0 "CD164"
"ENSG00000135624" 542 11 0 0 0 0 542 10 2 0 3 0 542 55 0 0 0 0 "CCT7"
"ENSG00000135940" 223 11 2 0 0 0 223 9 0 0 0 0 223 37 0 0 0 0 "COX5B"
"ENSG00000136240" 389 5 0 0 0 0 389 11 0 0 0 0 389 16 0 0 0 0 "KDELR2"
"ENSG00000136628" 561 13 0 2 2 0 561 7 0 0 0 0 561 40 0 0 0 0 "EPRS"
"ENSG00000136810" 454 15 0 0 0 0 454 5 0 0 0 0 454 52 0 0 0 0 "TXN"
"ENSG00000136930" 284 12 0 0 0 0 284 5 0 3 0 0 284 48 0 0 0 0 "PSMB7"
"ENSG00000136942" 607 20 0 0 0 0 607 15 0 0 0 0 607 161 6 0 0 2 "RPL35"
"ENSG00000136997" 1046 31 5 0 2 0 1046 11 0 0 0 0 1046 37 0 0 0 0 "MYC"
"ENSG00000137154" 2754 101 4 0 0 10 2754 31 2 2 0 0 2754 398 7 0 0 5 "RPS6"
"ENSG00000137804" 441 16 0 0 0 0 441 7 2 0 0 0 441 20 0 0 0 0 "NUSAP1"
"ENSG00000137818" 1996 68 0 0 0 0 1996 35 0 4 0 0 1996 269 5 2 0 5 "RPLP1"
"ENSG00000138326" 463 11 0 2 0 0 463 9 0 3 0 0 463 113 0 0 0 2 "RPS24"
"ENSG00000138434" 766 19 0 0 0 0 766 4 0 0 0 0 766 12 0 0 0 0 "SSFA2"
"ENSG00000138448" 1371 21 0 0 0 2 1371 3 0 0 0 0 1371 28 0 0 0 0 "ITGAV"
"ENSG00000139644" 838 13 0 0 0 0 838 11 0 0 0 0 838 59 0 0 0 0 "TMBIM6"
"ENSG00000139684" 115 2 0 0 0 0 115 0 0 0 0 0 115 34 0 0 0 0 "ESD"
"ENSG00000140264" 410 5 0 0 0 0 410 8 0 0 0 0 410 25 2 0 0 0 "HYPK"
"ENSG00000140319" 299 8 0 0 0 0 299 0 0 0 0 0 299 28 2 0 0 0 "SRP14"
"ENSG00000140575" 743 18 0 0 0 0 743 4 0 0 0 0 743 35 3 0 0 0 "IQGAP1"
"ENSG00000140612" 178 2 0 0 0 0 178 9 0 0 0 0 178 19 0 0 0 2 "SEC11A"
"ENSG00000140990" 116 5 0 0 0 0 116 5 0 0 0 0 116 29 0 0 0 0 "NDUFB10"
"ENSG00000141367" 1015 17 2 0 0 2 1015 9 0 3 0 0 1015 26 2 0 0 2 "CLTC"
"ENSG00000142168" 234 3 0 0 0 0 234 5 0 0 0 0 234 31 0 0 0 0 "SOD1"
"ENSG00000142534" 759 46 0 2 0 2 759 37 7 0 0 0 759 135 4 0 0 0 "RPS11"
"ENSG00000142541" 481 7 0 0 0 0 481 4 0 0 0 0 481 31 2 0 0 0 "RPL13A"
"ENSG00000142657" 386 12 0 0 0 0 386 11 0 2 0 0 386 24 2 0 0 0 "PGD"
"ENSG00000142676" 496 8 0 0 0 0 496 6 2 2 0 0 496 41 0 0 0 0 "RPL11"
"ENSG00000142864" 639 16 0 0 0 0 639 8 0 0 0 0 639 36 0 0 0 0 "SERBP1"
"ENSG00000142937" 555 20 0 0 0 0 555 4 0 0 0 0 555 31 0 0 0 0 "RPS8"
"ENSG00000143106" 275 4 0 0 0 0 275 3 0 0 0 0 275 34 0 0 0 2 "PSMA5"
"ENSG00000143321" 592 15 0 4 0 0 592 6 0 0 0 0 592 26 0 0 0 0 "HDGF"
"ENSG00000143774" 260 7 0 0 0 0 260 7 0 0 0 0 260 39 3 0 0 0 "GUK1"
"ENSG00000143933" 437 21 0 2 0 0 437 6 2 0 0 0 437 47 0 0 0 0 "CALM2"
"ENSG00000144381" 765 21 2 3 2 0 765 7 0 0 0 0 765 6 2 0 0 0 "HSPD1"
"ENSG00000144476" 387 7 0 0 0 0 387 9 0 0 0 0 387 15 0 0 0 0 "ACKR3"
"ENSG00000144713" 851 20 0 0 2 0 851 16 4 0 0 0 851 203 4 0 0 0 "RPL32"
"ENSG00000145494" 194 6 0 0 0 0 194 8 0 0 0 0 194 53 3 0 0 0 "NDUFS6"
"ENSG00000145592" 1720 18 0 0 0 0 1720 25 4 2 0 0 1720 232 8 2 0 3 "RPL37"
"ENSG00000145741" 237 7 0 0 0 0 237 6 0 3 0 0 237 19 0 0 0 0 "BTF3"
"ENSG00000145817" 213 4 0 0 0 0 213 4 0 0 0 0 213 24 0 0 0 0 "YIPF5"
"ENSG00000145907" 804 16 0 4 0 0 804 7 0 0 0 0 804 11 0 0 0 0 "G3BP1"
"ENSG00000146731" 625 21 0 0 2 0 625 7 0 3 0 0 625 35 0 0 0 0 "CCT6A"
"ENSG00000147123" 348 6 0 0 0 0 348 10 2 2 0 0 348 54 0 0 0 0 "NDUFB11"
"ENSG00000147649" 399 11 0 0 0 0 399 7 0 0 0 0 399 13 0 2 0 0 "MTDH"
"ENSG00000147889" 791 19 0 2 0 0 791 5 0 0 0 0 791 35 0 0 0 4 "CDKN2A"
"ENSG00000148303" 776 18 0 0 0 0 776 14 4 0 0 0 776 88 0 0 0 0 "RPL7A"
"ENSG00000149100" 369 6 0 0 0 0 369 0 0 0 0 0 369 34 0 0 0 0 "EIF3M"
"ENSG00000149273" 1753 65 4 4 0 11 1753 44 0 2 0 0 1753 294 2 0 0 5 "RPS3"
"ENSG00000149485" 834 8 0 0 0 0 834 5 0 0 0 0 834 24 0 0 0 0 "FADS1"
"ENSG00000149806" 319 28 0 0 0 0 319 13 2 0 0 0 319 48 0 0 0 0 "FAU"
"ENSG00000149925" 1105 15 0 0 0 0 1105 11 2 0 0 0 1105 43 2 0 0 0 "ALDOA"
"ENSG00000150753" 1691 21 0 0 0 0 1691 5 0 0 0 0 1691 24 0 0 0 0 "CCT5"
"ENSG00000150991" 497 13 0 0 0 0 497 11 2 0 0 0 497 16 0 0 0 0 "UBC"
"ENSG00000151012" 857 20 0 0 0 0 857 5 0 0 0 0 857 16 2 0 0 0 "SLC7A11"
"ENSG00000151465" 236 13 0 0 2 0 236 4 0 2 0 0 236 23 0 0 0 0 "CDC123"
"ENSG00000151632" 508 16 0 0 0 0 508 11 0 0 0 0 508 57 2 0 0 0 "AKR1C2"
"ENSG00000151914" 692 21 0 2 0 0 692 6 0 0 0 0 692 9 0 0 0 0 "DST"
"ENSG00000152234" 577 10 2 0 0 0 577 5 0 0 0 0 577 22 0 0 0 2 "ATP5A1"
"ENSG00000152952" 514 11 0 0 0 0 514 3 0 0 0 0 514 18 0 0 0 0 "PLOD2"
"ENSG00000153187" 686 20 2 4 0 2 686 5 0 2 0 0 686 15 0 0 0 0 "HNRNPU"
"ENSG00000154473" 491 11 0 0 0 0 491 8 0 0 0 0 491 26 0 0 0 0 "BUB3"
"ENSG00000154518" 276 11 0 0 0 0 276 6 2 0 0 0 276 26 2 0 0 0 "ATP5G3"
"ENSG00000154582" 137 3 0 0 0 0 137 2 0 0 0 0 137 25 0 0 0 0 "TCEB1"
"ENSG00000155380" 452 10 2 0 0 0 452 0 0 0 0 0 452 23 0 0 0 0 "SLC16A1"
"ENSG00000156471" 320 13 0 3 0 0 320 7 0 3 0 0 320 20 0 0 0 0 "PTDSS1"
"ENSG00000156482" 648 8 0 0 0 0 648 42 10 0 0 0 648 126 2 0 0 2 "RPL30"
"ENSG00000158373" 3136 33 0 0 0 6 3136 3 0 0 0 0 3136 38 0 0 0 2 "HIST1H2BD"
"ENSG00000158406" 3476 32 0 0 0 0 3476 5 0 0 0 0 3476 25 0 0 0 2 "HIST1H4H"
"ENSG00000158710" 648 19 0 0 0 0 648 7 0 0 0 0 648 16 0 0 0 0 "TAGLN2"
"ENSG00000159176" 498 2 0 0 0 0 498 13 0 0 0 0 498 44 2 0 0 0 "CSRP1"
