"V1" "counts" "type" "size"
"ENSG00000000003" 873 "exp" "-pA<15"
"ENSG00000000419" 1559 "exp" "-pA<15"
"ENSG00000000971" 2121 "exp" "-pA<15"
"ENSG00000001036" 1518 "exp" "-pA<15"
"ENSG00000001084" 1239 "exp" "-pA<15"
"ENSG00000001497" 786 "exp" "-pA<15"
"ENSG00000001629" 1845 "exp" "-pA<15"
"ENSG00000002549" 937 "exp" "-pA<15"
"ENSG00000003096" 1226 "exp" "-pA<15"
"ENSG00000003436" 5194 "exp" "-pA<15"
"ENSG00000003756" 1234 "exp" "-pA<15"
"ENSG00000004142" 1303 "exp" "-pA<15"
"ENSG00000004455" 1903 "exp" "-pA<15"
"ENSG00000004478" 2030 "exp" "-pA<15"
"ENSG00000004487" 2265 "exp" "-pA<15"
"ENSG00000004534" 630 "exp" "-pA<15"
"ENSG00000004700" 1618 "exp" "-pA<15"
"ENSG00000004779" 2186 "exp" "-pA<15"
"ENSG00000004799" 1616 "exp" "-pA<15"
"ENSG00000004864" 1260 "exp" "-pA<15"
"ENSG00000004897" 2676 "exp" "-pA<15"
"ENSG00000004961" 686 "exp" "-pA<15"
"ENSG00000005022" 3389 "exp" "-pA<15"
"ENSG00000005059" 486 "exp" "-pA<15"
"ENSG00000005175" 995 "exp" "-pA<15"
"ENSG00000005194" 627 "exp" "-pA<15"
"ENSG00000005436" 627 "exp" "-pA<15"
"ENSG00000005700" 1969 "exp" "-pA<15"
"ENSG00000005810" 2059 "exp" "-pA<15"
"ENSG00000005812" 2202 "exp" "-pA<15"
"ENSG00000005889" 3335 "exp" "-pA<15"
"ENSG00000005893" 2981 "exp" "-pA<15"
"ENSG00000005955" 920 "exp" "-pA<15"
"ENSG00000006007" 1126 "exp" "-pA<15"
"ENSG00000006015" 111 "exp" "-pA<15"
"ENSG00000006125" 2503 "exp" "-pA<15"
"ENSG00000006451" 425 "exp" "-pA<15"
"ENSG00000006534" 797 "exp" "-pA<15"
"ENSG00000006625" 921 "exp" "-pA<15"
"ENSG00000006634" 925 "exp" "-pA<15"
"ENSG00000006652" 2983 "exp" "-pA<15"
"ENSG00000006695" 395 "exp" "-pA<15"
"ENSG00000006744" 1084 "exp" "-pA<15"
"ENSG00000007038" 729 "exp" "-pA<15"
"ENSG00000007168" 2478 "exp" "-pA<15"
"ENSG00000007202" 3178 "exp" "-pA<15"
"ENSG00000008018" 2151 "exp" "-pA<15"
"ENSG00000008282" 854 "exp" "-pA<15"
"ENSG00000008294" 2222 "exp" "-pA<15"
"ENSG00000008324" 481 "exp" "-pA<15"
"ENSG00000008394" 2901 "exp" "-pA<15"
"ENSG00000008869" 701 "exp" "-pA<15"
"ENSG00000008952" 2540 "exp" "-pA<15"
"ENSG00000008988" 6633 "exp" "-pA<15"
"ENSG00000009307" 13251 "exp" "-pA<15"
"ENSG00000009335" 1808 "exp" "-pA<15"
"ENSG00000009844" 1055 "exp" "-pA<15"
"ENSG00000009954" 2781 "exp" "-pA<15"
"ENSG00000010017" 679 "exp" "-pA<15"
"ENSG00000010072" 632 "exp" "-pA<15"
"ENSG00000010165" 418 "exp" "-pA<15"
"ENSG00000010244" 3606 "exp" "-pA<15"
"ENSG00000010256" 1848 "exp" "-pA<15"
"ENSG00000010270" 1003 "exp" "-pA<15"
"ENSG00000010278" 1017 "exp" "-pA<15"
"ENSG00000010292" 3318 "exp" "-pA<15"
"ENSG00000010932" 66 "exp" "-pA<15"
"ENSG00000011007" 729 "exp" "-pA<15"
"ENSG00000011198" 817 "exp" "-pA<15"
"ENSG00000011260" 1013 "exp" "-pA<15"
"ENSG00000011275" 773 "exp" "-pA<15"
"ENSG00000011295" 915 "exp" "-pA<15"
"ENSG00000011304" 2247 "exp" "-pA<15"
"ENSG00000011405" 3203 "exp" "-pA<15"
"ENSG00000011422" 570 "exp" "-pA<15"
"ENSG00000011426" 5482 "exp" "-pA<15"
"ENSG00000012048" 1673 "exp" "-pA<15"
"ENSG00000012660" 3305 "exp" "-pA<15"
"ENSG00000012963" 781 "exp" "-pA<15"
"ENSG00000012983" 1060 "exp" "-pA<15"
"ENSG00000013275" 1584 "exp" "-pA<15"
"ENSG00000013306" 716 "exp" "-pA<15"
"ENSG00000013441" 2032 "exp" "-pA<15"
"ENSG00000013561" 801 "exp" "-pA<15"
"ENSG00000013588" 1360 "exp" "-pA<15"
"ENSG00000014123" 1094 "exp" "-pA<15"
"ENSG00000014641" 3667 "exp" "-pA<15"
"ENSG00000014824" 1894 "exp" "-pA<15"
"ENSG00000015171" 1108 "exp" "-pA<15"
"ENSG00000015475" 306 "exp" "-pA<15"
