"V1" "exp-pA<15" "polyA-pA<15" "UU-pA<15" "U-pA<15" "U>3-pA<15" "polyA-NoU-pA<15" "exp-pA<25" "polyA-pA<25" "UU-pA<25" "U-pA<25" "U>3-pA<25" "polyA-NoU-pA<25" "exp" "polyA-pA>25" "UU-pA>25" "U-pA>25" "polyA-NoU-pA>25" "symbol"
"ENSG00000143933" 769 28 4 3 0 0 769 4 0 0 0 0 769 43 0 0 0 "CALM2"
"ENSG00000143947" 282 5 0 0 0 0 282 5 0 0 0 0 282 73 0 0 0 "RPS27A"
"ENSG00000144381" 799 19 0 0 0 0 799 5 0 0 0 0 799 23 0 0 0 "HSPD1"
"ENSG00000144476" 327 12 0 6 0 0 327 6 0 0 0 0 327 20 0 0 0 "ACKR3"
"ENSG00000144713" 804 17 0 0 0 0 804 8 0 0 0 0 804 57 0 0 2 "RPL32"
"ENSG00000145494" 179 8 0 0 0 0 179 2 0 0 0 0 179 48 2 0 0 "NDUFS6"
"ENSG00000145495" 614 19 0 7 0 0 614 8 0 0 0 0 614 12 0 0 0 "MARCH6"
"ENSG00000145592" 2771 43 0 0 0 0 2771 44 6 0 0 0 2771 381 5 3 3 "RPL37"
"ENSG00000145741" 272 9 0 0 0 0 272 0 0 0 0 0 272 24 0 0 0 "BTF3"
"ENSG00000145907" 827 13 0 0 0 0 827 5 0 0 0 0 827 14 0 0 0 "G3BP1"
"ENSG00000146278" 350 27 4 2 0 0 350 16 0 0 0 0 350 4 0 0 0 "PNRC1"
"ENSG00000146731" 716 15 0 2 0 0 716 7 0 2 0 0 716 36 2 0 0 "CCT6A"
"ENSG00000147123" 153 0 0 0 0 0 153 5 0 0 0 0 153 39 0 0 0 "NDUFB11"
"ENSG00000147677" 277 10 0 0 0 0 277 0 0 0 0 0 277 21 0 0 0 "EIF3H"
"ENSG00000147889" 371 9 0 0 0 0 371 6 0 0 0 0 371 35 0 0 0 "CDKN2A"
"ENSG00000148175" 482 10 0 0 0 0 482 3 0 0 0 0 482 21 0 0 0 "STOM"
"ENSG00000148303" 338 19 0 0 0 0 338 5 0 0 0 0 338 20 0 0 0 "RPL7A"
"ENSG00000148943" 603 13 3 0 0 0 603 5 0 0 0 0 603 15 0 0 0 "LIN7C"
"ENSG00000149273" 855 14 2 2 0 0 855 14 0 0 0 0 855 138 0 0 4 "RPS3"
"ENSG00000149806" 133 10 0 0 0 0 133 0 0 0 0 0 133 52 0 0 0 "FAU"
"ENSG00000150753" 1533 19 0 0 0 0 1533 5 0 0 0 0 1533 12 0 0 0 "CCT5"
"ENSG00000150991" 400 11 2 0 0 0 400 6 0 0 0 0 400 24 0 0 0 "UBC"
"ENSG00000151012" 1084 15 0 0 0 0 1084 0 0 0 0 0 1084 15 0 0 0 "SLC7A11"
"ENSG00000151632" 600 9 0 0 0 0 600 10 3 0 0 0 600 79 3 0 0 "AKR1C2"
"ENSG00000151914" 847 17 0 0 0 0 847 5 0 0 0 0 847 9 0 0 0 "DST"
"ENSG00000152234" 676 8 0 0 0 0 676 9 3 0 0 0 676 22 0 0 0 "ATP5A1"
"ENSG00000152952" 648 15 0 2 0 0 648 5 0 0 0 0 648 21 0 0 0 "PLOD2"
"ENSG00000153187" 688 18 0 0 0 0 688 9 0 0 2 0 688 28 3 0 0 "HNRNPU"
"ENSG00000153250" 268 16 2 3 0 0 268 4 0 0 0 0 268 16 0 0 0 "RBMS1"
"ENSG00000154473" 525 9 0 0 0 0 525 8 0 0 0 0 525 15 0 0 0 "BUB3"
"ENSG00000154518" 348 7 0 0 0 0 348 7 0 2 0 0 348 52 0 0 0 "ATP5G3"
"ENSG00000154582" 148 7 0 3 0 0 148 5 0 0 0 0 148 21 0 0 0 "TCEB1"
"ENSG00000155380" 577 13 0 2 0 0 577 2 0 0 0 0 577 47 3 0 0 "SLC16A1"
"ENSG00000156467" 182 2 0 0 0 0 182 0 0 0 0 0 182 37 0 0 0 "UQCRB"
"ENSG00000158406" 2403 20 0 0 0 0 2403 4 0 0 0 0 2403 17 0 0 0 "HIST1H4H"
"ENSG00000159377" 253 9 0 0 0 0 253 6 0 0 0 0 253 44 0 0 0 "PSMB4"
"ENSG00000161016" 586 14 0 0 0 0 586 14 0 2 0 0 586 110 3 0 0 "RPL8"
"ENSG00000161057" 322 6 0 0 0 0 322 7 0 0 0 0 322 25 0 0 0 "PSMC2"
"ENSG00000161970" 527 3 0 0 0 0 527 5 0 0 0 0 527 258 4 0 0 "RPL26"
"ENSG00000162704" 526 10 0 0 0 2 526 4 0 0 0 0 526 16 0 0 0 "ARPC5"
"ENSG00000162961" 116 3 3 0 0 0 116 8 0 0 0 0 116 19 0 0 0 "DPY30"
"ENSG00000163170" 110 2 0 0 0 0 110 3 2 0 0 0 110 28 0 0 0 "BOLA3"
"ENSG00000163453" 520 10 0 0 0 0 520 2 0 0 0 0 520 19 0 0 0 "IGFBP7"
"ENSG00000163466" 225 7 0 0 0 0 225 7 0 2 0 0 225 21 0 0 0 "ARPC2"
"ENSG00000163527" 851 11 0 0 0 2 851 5 0 0 0 0 851 18 0 0 0 "STT3B"
"ENSG00000163931" 770 11 0 0 0 0 770 3 0 0 0 0 770 17 0 0 2 "TKT"
"ENSG00000164032" 1141 10 0 0 0 0 1141 10 0 0 0 0 1141 41 0 0 2 "H2AFZ"
"ENSG00000164104" 265 14 0 2 0 0 265 3 0 0 0 0 265 15 0 0 0 "HMGB2"
"ENSG00000164111" 657 25 0 2 0 0 657 5 0 0 0 0 657 48 0 0 0 "ANXA5"
"ENSG00000164176" 1158 15 0 0 0 0 1158 4 0 0 0 0 1158 14 0 0 0 "EDIL3"
"ENSG00000164258" 172 2 0 0 0 0 172 10 0 0 0 0 172 20 0 0 0 "NDUFS4"
"ENSG00000164346" 125 4 0 0 0 0 125 6 2 2 0 0 125 29 0 0 0 "NSA2"
"ENSG00000164405" 617 21 0 0 0 0 617 11 0 0 0 0 617 220 2 2 5 "UQCRQ"
"ENSG00000164587" 1120 17 0 0 0 2 1120 15 3 0 0 0 1120 149 0 0 3 "RPS14"
"ENSG00000164919" 190 10 0 0 0 0 190 0 0 0 0 0 190 28 0 0 0 "COX6C"
"ENSG00000165119" 590 15 0 0 0 0 590 9 0 3 0 0 590 20 0 0 2 "HNRNPK"
"ENSG00000165264" 322 6 0 0 0 0 322 5 0 0 0 0 322 22 0 0 0 "NDUFB6"
"ENSG00000165280" 583 16 0 0 0 0 583 7 0 0 0 0 583 30 0 0 0 "VCP"
"ENSG00000165629" 375 9 0 0 0 0 375 0 0 0 0 0 375 30 0 0 0 "ATP5C1"
"ENSG00000165678" 383 7 0 0 0 0 383 3 0 0 0 0 383 30 0 0 0 "GHITM"
"ENSG00000166226" 601 18 4 2 0 0 601 2 0 0 0 0 601 31 0 0 0 "CCT2"
"ENSG00000166441" 253 10 0 0 0 0 253 4 0 0 0 0 253 26 0 0 0 "RPL27A"
"ENSG00000166598" 798 20 0 0 0 0 798 2 0 0 0 0 798 17 0 0 0 "HSP90B1"
"ENSG00000166710" 3253 35 0 2 0 2 3253 16 2 0 0 0 3253 220 3 0 7 "B2M"
"ENSG00000166913" 476 4 0 0 0 0 476 4 0 0 0 0 476 24 2 2 0 "YWHAB"
"ENSG00000167325" 624 9 0 0 0 0 624 5 0 2 0 0 624 16 0 0 0 "RRM1"
"ENSG00000167460" 649 13 0 0 0 0 649 7 0 0 0 0 649 44 0 0 0 "TPM4"
"ENSG00000167526" 325 15 0 0 0 0 325 5 0 0 0 0 325 63 0 0 0 "RPL13"
"ENSG00000167658" 786 11 0 2 0 0 786 6 0 0 0 0 786 18 0 0 0 "EEF2"
"ENSG00000167863" 301 7 2 2 0 0 301 2 0 0 0 0 301 76 3 0 0 "ATP5H"
"ENSG00000168003" 449 15 0 0 0 0 449 3 0 0 0 0 449 19 0 0 0 "SLC3A2"
"ENSG00000168036" 1072 18 2 6 0 0 1072 0 0 0 0 0 1072 19 0 0 0 "CTNNB1"
"ENSG00000168542" 641 9 2 0 0 0 641 0 0 0 0 0 641 22 0 0 0 "COL3A1"
"ENSG00000168615" 878 10 0 0 0 0 878 6 0 0 0 0 878 17 0 0 0 "ADAM9"
"ENSG00000168653" 176 7 0 0 0 0 176 6 0 0 0 0 176 22 3 0 0 "NDUFS5"
"ENSG00000168958" 324 6 0 0 0 0 324 4 2 0 0 0 324 28 0 0 0 "MFF"
"ENSG00000169045" 934 19 2 0 0 0 934 5 0 0 0 0 934 16 0 0 0 "HNRNPH1"
"ENSG00000169714" 522 5 0 0 0 0 522 3 0 0 0 0 522 23 0 0 0 "CNBP"
"ENSG00000169715" 192 8 0 0 0 0 192 3 0 0 0 0 192 35 0 0 0 "MT1E"
"ENSG00000169813" 288 13 4 3 0 0 288 5 0 0 0 0 288 23 0 0 0 "HNRNPF"
"ENSG00000169908" 431 11 0 3 0 0 431 5 0 0 0 0 431 37 0 0 0 "TM4SF1"
"ENSG00000170248" 251 7 3 0 0 0 251 4 0 2 0 0 251 20 0 0 0 "PDCD6IP"
"ENSG00000170312" 683 16 0 0 0 0 683 6 0 0 0 0 683 19 0 0 0 "CDK1"
"ENSG00000170540" 604 18 2 2 0 0 604 3 0 0 0 0 604 9 0 0 0 "ARL6IP1"
"ENSG00000170860" 148 5 0 0 0 0 148 4 0 0 0 0 148 25 0 0 0 "LSM3"
"ENSG00000171858" 1044 28 0 0 0 2 1044 11 2 2 0 0 1044 167 4 0 0 "RPS21"
"ENSG00000172115" 461 10 0 0 0 0 461 6 0 0 0 0 461 66 0 0 0 "CYCS"
"ENSG00000172572" 1212 22 2 2 0 0 1212 4 0 0 0 0 1212 32 0 0 0 "PDE3A"
"ENSG00000172757" 422 8 0 0 0 0 422 0 0 0 0 0 422 86 3 0 0 "CFL1"
"ENSG00000172809" 1543 29 3 6 0 0 1543 15 6 0 0 0 1543 467 3 0 4 "RPL38"
"ENSG00000173660" 262 6 0 0 0 0 262 5 0 0 0 0 262 33 3 0 0 "UQCRH"
"ENSG00000173726" 375 7 0 0 0 0 375 0 0 0 0 0 375 25 0 0 2 "TOMM20"
"ENSG00000173915" 267 0 0 0 0 0 267 8 0 0 0 0 267 51 0 0 0 "USMG5"
"ENSG00000174444" 1142 16 0 0 0 0 1142 7 0 0 0 0 1142 89 3 0 0 "SNORD16"
"ENSG00000174748" 606 10 0 0 0 0 606 4 0 0 0 0 606 61 3 0 0 "RPL15"
"ENSG00000176788" 732 19 4 2 0 0 732 12 0 0 0 0 732 59 0 0 4 "BASP1"
"ENSG00000177410" 230 7 0 0 0 0 230 0 0 0 0 0 230 33 2 0 2 "ZFAS1"
"ENSG00000177600" 185 5 0 0 0 0 185 6 0 0 0 0 185 25 0 0 0 "RPLP2"
"ENSG00000178172" 711 7 0 0 0 0 711 8 0 0 0 0 711 75 0 0 0 "SPINK6"
"ENSG00000178952" 190 2 0 0 0 0 190 4 0 0 0 0 190 25 0 0 0 "TUFM"
"ENSG00000178982" 117 4 0 0 0 0 117 3 0 0 0 0 117 27 0 0 0 "EIF3K"
"ENSG00000180596" 1788 21 2 0 0 0 1788 0 0 0 0 0 1788 16 0 0 2 "HIST1H2BG"
"ENSG00000181019" 635 12 0 0 0 2 635 9 0 0 0 0 635 23 0 0 0 "NQO1"
"ENSG00000181163" 688 8 0 0 0 0 688 5 0 0 0 0 688 28 0 0 0 "NPM1"
"ENSG00000182481" 529 24 5 3 0 0 529 12 0 2 0 0 529 25 0 0 0 "KPNA2"
"ENSG00000182718" 981 12 0 0 0 0 981 19 0 0 3 0 981 106 2 0 5 "ANXA2"
"ENSG00000182899" 1344 48 2 0 0 0 1344 34 4 6 0 0 1344 237 4 0 0 "RPL35A"
"ENSG00000184007" 581 11 0 0 0 0 581 9 2 0 0 0 581 45 3 0 2 "PTP4A2"
"ENSG00000184009" 2046 27 0 0 0 0 2046 24 5 0 0 0 2046 53 2 2 0 "ACTG1"
"ENSG00000184357" 1465 23 0 0 0 2 1465 3 0 0 0 0 1465 17 0 0 0 "HIST1H1B"
"ENSG00000184825" 1600 62 0 0 0 0 1600 3 0 0 0 0 1600 8 0 0 0 "HIST1H2AH"
"ENSG00000184983" 196 3 0 0 0 0 196 7 0 2 0 0 196 28 2 0 0 "NDUFA6"
"ENSG00000186298" 367 8 0 0 0 0 367 11 3 3 0 0 367 29 0 0 0 "PPP1CC"
"ENSG00000186468" 402 6 0 0 0 0 402 5 0 0 0 0 402 113 0 0 0 "RPS23"
"ENSG00000187109" 586 11 0 0 0 0 586 6 0 0 0 0 586 28 3 0 0 "NAP1L1"
"ENSG00000187514" 255 6 0 0 0 0 255 3 0 0 0 0 255 25 2 0 0 "PTMA"
"ENSG00000187837" 1594 52 0 0 0 2 1594 0 0 0 0 0 1594 15 0 0 0 "HIST1H1C"
"ENSG00000187990" 2133 28 0 0 0 2 2133 6 0 0 0 0 2133 18 0 0 0 "HIST1H2BG"
"ENSG00000188243" 204 9 0 0 0 0 204 4 2 0 0 0 204 53 2 0 0 "COMMD6"
"ENSG00000188846" 312 12 0 0 0 0 312 3 0 0 0 0 312 28 0 0 0 "RPL14"
"ENSG00000189043" 659 15 0 3 0 0 659 13 3 0 0 0 659 126 0 0 0 "NDUFA4"
"ENSG00000196139" 711 9 2 0 0 0 711 9 0 0 0 0 711 60 2 0 0 "AKR1C3"
"ENSG00000196154" 456 11 0 0 0 0 456 2 0 0 0 0 456 55 3 0 0 "S100A4"
"ENSG00000196352" 623 22 3 3 2 0 623 3 0 0 0 0 623 15 0 0 0 "CD55"
"ENSG00000196531" 581 9 0 0 0 0 581 8 2 0 0 0 581 68 0 0 0 "NACA"
"ENSG00000196683" 176 7 0 0 0 0 176 6 0 0 0 0 176 35 0 0 0 "TOMM7"
"ENSG00000196787" 2539 20 2 0 0 0 2539 5 0 0 0 0 2539 21 0 0 0 "HIST1H2AI"
"ENSG00000197061" 4770 64 0 0 0 5 4770 71 0 0 0 3 4770 45 2 0 0 "HIST4H4"
"ENSG00000197694" 807 18 2 5 0 0 807 2 0 0 0 0 807 10 0 0 0 "SPTAN1"
"ENSG00000197756" 1426 28 3 0 0 0 1426 14 2 0 0 0 1426 282 0 3 2 "RPL37A"
"ENSG00000197956" 1045 18 0 2 0 0 1045 30 2 0 0 0 1045 151 3 0 0 "S100A6"
"ENSG00000197958" 340 12 0 0 0 0 340 11 0 0 0 0 340 69 0 0 0 "RPL12"
"ENSG00000198034" 616 12 0 0 0 0 616 3 0 0 0 0 616 46 0 0 0 "RPS4X"
"ENSG00000198363" 1650 29 2 0 0 0 1650 15 0 0 0 0 1650 39 2 0 0 "ASPH"
"ENSG00000198431" 1435 45 5 7 0 2 1435 25 5 5 0 0 1435 60 0 2 0 "TXNRD1"
"ENSG00000198467" 400 8 0 0 0 0 400 7 0 0 0 0 400 75 0 0 0 "TPM2"
"ENSG00000198668" 759 23 2 0 0 0 759 12 2 0 2 0 759 52 3 0 0 "CALM1"
"ENSG00000198677" 708 14 0 0 0 0 708 5 0 0 0 0 708 26 0 0 0 "TTC37"
"ENSG00000198755" 362 11 0 0 0 0 362 0 0 0 0 0 362 20 0 0 0 "RPL10A"
"ENSG00000198898" 488 10 0 0 0 0 488 6 0 2 0 0 488 20 0 0 0 "CAPZA2"
"ENSG00000200087" 10825 180 5 0 0 4 10825 10 0 0 0 0 10825 97 7 0 4 "RNU105A"
"ENSG00000202198" 17583 155 3 3 0 5 17583 48 2 3 0 0 17583 205 6 0 7 "RN7SK"
"ENSG00000203813" 1736 12 0 0 0 0 1736 5 0 0 0 0 1736 13 0 0 0 "HIST1H3A"
"ENSG00000204628" 1836 58 0 0 0 0 1836 14 2 2 0 0 1836 262 2 3 5 "GNB2L1"
"ENSG00000205339" 732 18 0 2 0 0 732 3 0 0 0 0 732 18 2 0 0 "IPO7"
"ENSG00000205542" 713 11 2 0 0 0 713 2 0 0 0 0 713 45 3 0 0 "TMSB4X"
"ENSG00000213585" 416 9 0 2 0 0 416 3 0 0 0 0 416 39 2 0 0 "VDAC1"
"ENSG00000213639" 905 15 0 0 0 0 905 5 0 0 0 0 905 24 3 0 0 "PPP1CB"
"ENSG00000213741" 633 17 0 0 0 0 633 6 0 0 0 0 633 133 0 0 2 "RPS29"
"ENSG00000215301" 767 18 0 4 0 0 767 7 0 0 0 0 767 15 0 0 0 "DDX3X"
"ENSG00000234741" 1500 74 0 0 2 2 1500 6 0 2 0 0 1500 36 0 0 0 "GAS5"
"ENSG00000238741" 5858 37 0 0 0 0 5858 11 0 0 0 0 5858 22 0 0 0 "SCARNA7"
"ENSG00000239672" 316 8 0 0 0 0 316 11 3 0 0 0 316 52 0 0 0 "NME1"
"ENSG00000241468" 223 5 0 0 0 0 223 3 0 0 0 0 223 61 0 0 0 "ATP5J2"
"ENSG00000242125" 5991 74 0 0 0 29 5991 15 0 2 0 0 5991 49 0 0 2 "SNHG3"
"ENSG00000249915" 357 9 2 0 0 0 357 5 0 2 0 0 357 28 0 0 0 "PDCD6"
"ENSG00000251562" 5465 86 2 0 0 3 5465 230 0 0 0 0 5465 129 0 0 0 "MALAT1"
"ENSG00000253729" 1193 18 0 3 0 0 1193 4 0 0 0 0 1193 11 0 0 0 "PRKDC"
"ENSG00000255302" 577 14 0 0 0 0 577 4 0 0 0 0 577 22 2 0 0 "EID1"
"ENSG00000255717" 1051 65 3 0 0 0 1051 0 0 0 0 0 1051 16 0 0 0 "SNHG1"
"ENSG00000256018" 1382 15 0 0 0 0 1382 6 0 0 0 0 1382 13 0 0 0 "HIST1H3A"
"ENSG00000256316" 1804 15 0 0 0 0 1804 4 0 0 0 0 1804 12 0 0 0 "HIST1H3A"
"ENSG00000258486" 36085 378 4 0 0 13 36085 86 4 0 0 6 36085 350 8 6 10 "RN7SL1"
"ENSG00000259001" 73153 591 27 20 3 26 73153 116 8 3 0 9 73153 550 21 12 16 "RPPH1"
"ENSG00000260032" 423 15 2 0 4 0 423 7 0 2 0 0 423 9 0 0 0 "LINC00657"
"ENSG00000265150" 17607 219 2 3 0 9 17607 42 0 0 0 2 17607 223 4 0 4 "RN7SL2"
"ENSG00000266658" 1367 24 0 0 0 2 1367 3 0 0 0 0 1367 23 2 0 2 "RNA28S5"
"ENSG00000269900" 102639 841 14 11 0 36 102639 191 2 3 0 18 102639 717 25 6 40 "RMRP"
