"V1" "counts" "type" "size"
"ENSG00000005022" 266 "exp" "-pA<15"
"ENSG00000008988" 486 "exp" "-pA<15"
"ENSG00000009307" 976 "exp" "-pA<15"
"ENSG00000010292" 467 "exp" "-pA<15"
"ENSG00000014641" 269 "exp" "-pA<15"
"ENSG00000021826" 1138 "exp" "-pA<15"
"ENSG00000026025" 805 "exp" "-pA<15"
"ENSG00000031698" 207 "exp" "-pA<15"
"ENSG00000034510" 1848 "exp" "-pA<15"
"ENSG00000041357" 289 "exp" "-pA<15"
"ENSG00000044115" 665 "exp" "-pA<15"
"ENSG00000049656" 690 "exp" "-pA<15"
"ENSG00000061676" 411 "exp" "-pA<15"
"ENSG00000062716" 1323 "exp" "-pA<15"
"ENSG00000063046" 436 "exp" "-pA<15"
"ENSG00000063177" 1081 "exp" "-pA<15"
"ENSG00000064042" 523 "exp" "-pA<15"
"ENSG00000065150" 604 "exp" "-pA<15"
"ENSG00000065427" 299 "exp" "-pA<15"
"ENSG00000065518" 103 "exp" "-pA<15"
"ENSG00000065978" 371 "exp" "-pA<15"
"ENSG00000067225" 2867 "exp" "-pA<15"
"ENSG00000067560" 456 "exp" "-pA<15"
"ENSG00000069275" 627 "exp" "-pA<15"
"ENSG00000070756" 320 "exp" "-pA<15"
"ENSG00000071082" 875 "exp" "-pA<15"
"ENSG00000073712" 515 "exp" "-pA<15"
"ENSG00000074800" 3911 "exp" "-pA<15"
"ENSG00000075415" 629 "exp" "-pA<15"
"ENSG00000075624" 2876 "exp" "-pA<15"
"ENSG00000079246" 875 "exp" "-pA<15"
"ENSG00000080824" 959 "exp" "-pA<15"
"ENSG00000082898" 555 "exp" "-pA<15"
"ENSG00000083312" 1359 "exp" "-pA<15"
"ENSG00000083845" 1080 "exp" "-pA<15"
"ENSG00000084207" 797 "exp" "-pA<15"
"ENSG00000085063" 745 "exp" "-pA<15"
"ENSG00000086061" 538 "exp" "-pA<15"
"ENSG00000087053" 355 "exp" "-pA<15"
"ENSG00000087077" 155 "exp" "-pA<15"
"ENSG00000087086" 3159 "exp" "-pA<15"
"ENSG00000087460" 615 "exp" "-pA<15"
"ENSG00000089009" 419 "exp" "-pA<15"
"ENSG00000089157" 692 "exp" "-pA<15"
"ENSG00000090273" 157 "exp" "-pA<15"
"ENSG00000092621" 379 "exp" "-pA<15"
"ENSG00000092841" 792 "exp" "-pA<15"
"ENSG00000096384" 576 "exp" "-pA<15"
"ENSG00000100097" 627 "exp" "-pA<15"
"ENSG00000100138" 367 "exp" "-pA<15"
"ENSG00000100201" 814 "exp" "-pA<15"
"ENSG00000100567" 172 "exp" "-pA<15"
"ENSG00000100644" 1130 "exp" "-pA<15"
"ENSG00000100823" 165 "exp" "-pA<15"
"ENSG00000101166" 373 "exp" "-pA<15"
"ENSG00000101182" 618 "exp" "-pA<15"
"ENSG00000101608" 220 "exp" "-pA<15"
"ENSG00000102024" 1058 "exp" "-pA<15"
"ENSG00000102144" 1045 "exp" "-pA<15"
"ENSG00000102804" 447 "exp" "-pA<15"
"ENSG00000103257" 866 "exp" "-pA<15"
"ENSG00000103363" 237 "exp" "-pA<15"
"ENSG00000104408" 504 "exp" "-pA<15"
"ENSG00000104738" 438 "exp" "-pA<15"
"ENSG00000104904" 559 "exp" "-pA<15"
"ENSG00000104979" 135 "exp" "-pA<15"
"ENSG00000105185" 117 "exp" "-pA<15"
"ENSG00000105193" 441 "exp" "-pA<15"
"ENSG00000105372" 1378 "exp" "-pA<15"
"ENSG00000105854" 354 "exp" "-pA<15"
"ENSG00000106153" 254 "exp" "-pA<15"
"ENSG00000106263" 522 "exp" "-pA<15"
"ENSG00000107223" 322 "exp" "-pA<15"
"ENSG00000108107" 184 "exp" "-pA<15"
"ENSG00000108294" 655 "exp" "-pA<15"
"ENSG00000108298" 1378 "exp" "-pA<15"
"ENSG00000108424" 690 "exp" "-pA<15"
"ENSG00000108518" 498 "exp" "-pA<15"
"ENSG00000108561" 527 "exp" "-pA<15"
"ENSG00000108953" 465 "exp" "-pA<15"
"ENSG00000109475" 296 "exp" "-pA<15"
"ENSG00000109861" 547 "exp" "-pA<15"
"ENSG00000109971" 1886 "exp" "-pA<15"
"ENSG00000110321" 1187 "exp" "-pA<15"
"ENSG00000110700" 603 "exp" "-pA<15"
"ENSG00000110955" 908 "exp" "-pA<15"
"ENSG00000111371" 1074 "exp" "-pA<15"
"ENSG00000111639" 189 "exp" "-pA<15"
"ENSG00000111640" 4536 "exp" "-pA<15"
"ENSG00000111669" 456 "exp" "-pA<15"
"ENSG00000111716" 1048 "exp" "-pA<15"
"ENSG00000112081" 371 "exp" "-pA<15"
"ENSG00000112245" 832 "exp" "-pA<15"
"ENSG00000112306" 327 "exp" "-pA<15"
"ENSG00000112695" 322 "exp" "-pA<15"
"ENSG00000113013" 743 "exp" "-pA<15"
"ENSG00000113384" 573 "exp" "-pA<15"
"ENSG00000113387" 628 "exp" "-pA<15"
"ENSG00000113407" 1235 "exp" "-pA<15"
"ENSG00000113448" 909 "exp" "-pA<15"
"ENSG00000113460" 319 "exp" "-pA<15"
"ENSG00000113569" 864 "exp" "-pA<15"
"ENSG00000114346" 281 "exp" "-pA<15"
"ENSG00000114391" 415 "exp" "-pA<15"
"ENSG00000115091" 535 "exp" "-pA<15"
"ENSG00000115128" 308 "exp" "-pA<15"
"ENSG00000115241" 239 "exp" "-pA<15"
"ENSG00000115306" 732 "exp" "-pA<15"
"ENSG00000115310" 297 "exp" "-pA<15"
"ENSG00000115524" 831 "exp" "-pA<15"
"ENSG00000115541" 180 "exp" "-pA<15"
"ENSG00000115677" 602 "exp" "-pA<15"
"ENSG00000115758" 524 "exp" "-pA<15"
"ENSG00000116209" 376 "exp" "-pA<15"
"ENSG00000116288" 259 "exp" "-pA<15"
"ENSG00000116898" 185 "exp" "-pA<15"
"ENSG00000117318" 1355 "exp" "-pA<15"
"ENSG00000117450" 1760 "exp" "-pA<15"
"ENSG00000117632" 359 "exp" "-pA<15"
"ENSG00000118680" 207 "exp" "-pA<15"
"ENSG00000118705" 991 "exp" "-pA<15"
"ENSG00000119335" 987 "exp" "-pA<15"
"ENSG00000119705" 168 "exp" "-pA<15"
"ENSG00000120708" 3254 "exp" "-pA<15"
"ENSG00000120802" 655 "exp" "-pA<15"
"ENSG00000120885" 1695 "exp" "-pA<15"
"ENSG00000122034" 275 "exp" "-pA<15"
"ENSG00000122406" 705 "exp" "-pA<15"
"ENSG00000122565" 326 "exp" "-pA<15"
"ENSG00000122566" 416 "exp" "-pA<15"
"ENSG00000122705" 511 "exp" "-pA<15"
"ENSG00000123080" 311 "exp" "-pA<15"
"ENSG00000123562" 777 "exp" "-pA<15"
"ENSG00000124172" 319 "exp" "-pA<15"
"ENSG00000124207" 904 "exp" "-pA<15"
"ENSG00000124529" 4047 "exp" "-pA<15"
"ENSG00000124635" 3899 "exp" "-pA<15"
"ENSG00000124693" 8995 "exp" "-pA<15"
"ENSG00000124795" 478 "exp" "-pA<15"
"ENSG00000125691" 972 "exp" "-pA<15"
"ENSG00000125743" 452 "exp" "-pA<15"
"ENSG00000125868" 392 "exp" "-pA<15"
"ENSG00000126267" 374 "exp" "-pA<15"
"ENSG00000126756" 168 "exp" "-pA<15"
"ENSG00000126777" 564 "exp" "-pA<15"
"ENSG00000127022" 1726 "exp" "-pA<15"
"ENSG00000127184" 302 "exp" "-pA<15"
"ENSG00000127540" 93 "exp" "-pA<15"
"ENSG00000128050" 586 "exp" "-pA<15"
"ENSG00000128463" 275 "exp" "-pA<15"
"ENSG00000128951" 477 "exp" "-pA<15"
"ENSG00000130032" 155 "exp" "-pA<15"
"ENSG00000130255" 526 "exp" "-pA<15"
"ENSG00000130741" 604 "exp" "-pA<15"
"ENSG00000130770" 107 "exp" "-pA<15"
"ENSG00000131143" 243 "exp" "-pA<15"
"ENSG00000131174" 258 "exp" "-pA<15"
"ENSG00000131236" 359 "exp" "-pA<15"
"ENSG00000131469" 485 "exp" "-pA<15"
"ENSG00000131473" 947 "exp" "-pA<15"
"ENSG00000131747" 1046 "exp" "-pA<15"
"ENSG00000132341" 563 "exp" "-pA<15"
"ENSG00000132356" 699 "exp" "-pA<15"
"ENSG00000132507" 516 "exp" "-pA<15"
"ENSG00000132640" 1068 "exp" "-pA<15"
"ENSG00000132646" 473 "exp" "-pA<15"
"ENSG00000133112" 499 "exp" "-pA<15"
"ENSG00000133302" 473 "exp" "-pA<15"
"ENSG00000134046" 151 "exp" "-pA<15"
"ENSG00000134057" 765 "exp" "-pA<15"
"ENSG00000134294" 1865 "exp" "-pA<15"
"ENSG00000134333" 1320 "exp" "-pA<15"
"ENSG00000134352" 602 "exp" "-pA<15"
"ENSG00000135046" 582 "exp" "-pA<15"
"ENSG00000135480" 777 "exp" "-pA<15"
"ENSG00000135535" 475 "exp" "-pA<15"
"ENSG00000135624" 542 "exp" "-pA<15"
"ENSG00000135940" 223 "exp" "-pA<15"
"ENSG00000136240" 389 "exp" "-pA<15"
"ENSG00000136628" 561 "exp" "-pA<15"
"ENSG00000136810" 454 "exp" "-pA<15"
"ENSG00000136930" 284 "exp" "-pA<15"
"ENSG00000136942" 607 "exp" "-pA<15"
"ENSG00000136997" 1046 "exp" "-pA<15"
"ENSG00000137154" 2754 "exp" "-pA<15"
"ENSG00000137804" 441 "exp" "-pA<15"
"ENSG00000137818" 1996 "exp" "-pA<15"
