"V1" "counts" "type" "size"
"ENSG00000000003" 487 "exp" "-pA<15"
"ENSG00000000419" 741 "exp" "-pA<15"
"ENSG00000000971" 1115 "exp" "-pA<15"
"ENSG00000001036" 1056 "exp" "-pA<15"
"ENSG00000001084" 796 "exp" "-pA<15"
"ENSG00000001497" 740 "exp" "-pA<15"
"ENSG00000001629" 1408 "exp" "-pA<15"
"ENSG00000002549" 755 "exp" "-pA<15"
"ENSG00000002822" 358 "exp" "-pA<15"
"ENSG00000002834" 1054 "exp" "-pA<15"
"ENSG00000003096" 937 "exp" "-pA<15"
"ENSG00000003436" 3276 "exp" "-pA<15"
"ENSG00000004142" 1221 "exp" "-pA<15"
"ENSG00000004455" 2628 "exp" "-pA<15"
"ENSG00000004478" 2440 "exp" "-pA<15"
"ENSG00000004487" 1876 "exp" "-pA<15"
"ENSG00000004534" 368 "exp" "-pA<15"
"ENSG00000004700" 1159 "exp" "-pA<15"
"ENSG00000004779" 1140 "exp" "-pA<15"
"ENSG00000004799" 955 "exp" "-pA<15"
"ENSG00000004864" 914 "exp" "-pA<15"
"ENSG00000004897" 1772 "exp" "-pA<15"
"ENSG00000004975" 436 "exp" "-pA<15"
"ENSG00000005022" 1920 "exp" "-pA<15"
"ENSG00000005059" 442 "exp" "-pA<15"
"ENSG00000005075" 257 "exp" "-pA<15"
"ENSG00000005175" 434 "exp" "-pA<15"
"ENSG00000005194" 688 "exp" "-pA<15"
"ENSG00000005436" 524 "exp" "-pA<15"
"ENSG00000005483" 529 "exp" "-pA<15"
"ENSG00000005486" 374 "exp" "-pA<15"
"ENSG00000005700" 1013 "exp" "-pA<15"
"ENSG00000005810" 1662 "exp" "-pA<15"
"ENSG00000005812" 1265 "exp" "-pA<15"
"ENSG00000005884" 1290 "exp" "-pA<15"
"ENSG00000005889" 2252 "exp" "-pA<15"
"ENSG00000005893" 2211 "exp" "-pA<15"
"ENSG00000005955" 519 "exp" "-pA<15"
"ENSG00000006007" 1085 "exp" "-pA<15"
"ENSG00000006125" 2205 "exp" "-pA<15"
"ENSG00000006327" 989 "exp" "-pA<15"
