"V1" "exp-pA<15" "polyA-pA<15" "UU-pA<15" "U-pA<15" "U>3-pA<15" "polyA-NoU-pA<15" "exp-pA<25" "polyA-pA<25" "UU-pA<25" "U-pA<25" "U>3-pA<25" "polyA-NoU-pA<25" "exp" "polyA-pA>25" "UU-pA>25" "U-pA>25" "U>3-pA>25" "polyA-NoU-pA>25" "symbol"
"ENSG00000014641" 2134 30 0 0 0 0 2134 26 7 4 0 0 2134 278 7 0 0 0 "MDH1"
"ENSG00000014824" 1762 15 0 0 0 0 1762 5 0 2 0 2 1762 32 0 0 0 0 "SLC30A9"
"ENSG00000014919" 762 36 0 0 0 0 762 3 0 0 0 0 762 7 0 0 0 0 "COX15"
"ENSG00000015171" 686 19 3 0 0 8 686 4 0 0 0 0 686 15 0 0 0 0 "ZMYND11"
"ENSG00000015479" 5322 91 2 2 0 11 5322 49 3 3 8 0 5322 100 6 0 0 2 "MATR3"
"ENSG00000016864" 941 26 0 7 0 0 941 8 0 2 0 0 941 45 0 0 0 4 "GLT8D1"
"ENSG00000017260" 960 10 0 2 2 0 960 6 5 0 0 0 960 35 3 0 0 0 "ATP2C1"
"ENSG00000017483" 2108 26 0 0 0 3 2108 14 0 0 0 0 2108 96 5 0 0 0 "SLC38A5"
"ENSG00000017797" 818 20 0 0 0 16 818 4 0 0 2 0 818 6 0 0 0 0 "RALBP1"
"ENSG00000018408" 792 52 15 0 0 0 792 15 4 2 4 0 792 35 4 0 0 0 "WWTR1"
"ENSG00000018510" 3859 60 11 0 5 5 3859 56 4 5 0 0 3859 94 0 0 0 4 "AGPS"
"ENSG00000018699" 352 32 0 0 0 0 352 8 3 0 0 0 352 9 0 0 0 0 "TTC27"
"ENSG00000020256" 636 15 0 9 0 0 636 8 0 0 0 0 636 10 0 0 0 0 "ZFP64"
"ENSG00000021355" 435 16 0 2 3 0 435 0 0 0 0 0 435 21 0 0 0 0 "SERPINB1"
"ENSG00000021574" 700 19 0 14 0 0 700 2 0 0 2 0 700 11 0 0 0 0 "SPAST"
"ENSG00000021776" 1878 18 0 2 6 2 1878 13 0 4 0 0 1878 30 0 0 0 0 "AQR"
"ENSG00000021826" 10560 157 3 6 16 6 10560 52 11 7 2 0 10560 170 4 0 0 6 "CPS1"
"ENSG00000022277" 773 18 0 0 0 0 773 10 0 0 4 0 773 25 0 0 0 0 "RTFDC1"
"ENSG00000023041" 697 25 0 0 0 0 697 14 5 2 4 0 697 42 0 0 0 0 "ZDHHC6"
"ENSG00000023191" 699 17 0 0 0 0 699 3 0 0 0 0 699 12 2 0 0 0 "RNH1"
"ENSG00000023228" 3545 50 9 0 0 0 3545 14 4 0 0 0 3545 66 2 0 0 0 "NDUFS1"
"ENSG00000023287" 2146 58 0 11 8 2 2146 14 0 4 0 0 2146 49 0 0 0 0 "RB1CC1"
"ENSG00000023318" 392 5 0 0 0 0 392 10 0 0 4 0 392 15 0 0 0 0 "ERP44"
"ENSG00000023330" 555 10 0 5 0 0 555 13 0 4 0 0 555 10 0 0 0 0 "ALAS1"
"ENSG00000023516" 647 29 0 0 0 0 647 9 0 0 0 0 647 4 0 0 0 0 "AKAP11"
"ENSG00000023608" 310 8 0 0 0 0 310 6 0 0 0 0 310 19 0 0 0 0 "SNAPC1"
"ENSG00000023697" 633 10 0 2 6 0 633 5 0 0 4 0 633 39 3 0 0 2 "DERA"
"ENSG00000023734" 1912 25 0 4 0 0 1912 30 5 8 8 0 1912 127 6 0 0 0 "STRAP"
"ENSG00000023909" 2469 35 4 3 0 0 2469 32 3 2 0 0 2469 84 0 0 0 2 "GCLM"
"ENSG00000024526" 1367 25 2 0 0 0 1367 13 5 6 0 0 1367 41 0 0 0 0 "DEPDC1"
"ENSG00000025293" 735 16 0 0 0 0 735 5 0 0 0 0 735 17 0 0 3 0 "PHF20"
"ENSG00000025770" 605 14 0 10 0 0 605 4 0 0 2 0 605 15 0 0 0 0 "NCAPH2"
"ENSG00000025796" 290 26 10 0 0 0 290 8 0 0 0 0 290 7 2 0 0 0 "SEC63"
"ENSG00000025800" 1597 17 0 0 0 3 1597 3 0 0 2 0 1597 12 0 0 0 0 "KPNA6"
"ENSG00000026025" 6490 484 76 101 137 6 6490 378 44 44 51 0 6490 954 23 16 8 6 "VIM"
"ENSG00000026508" 2403 48 10 13 0 2 2403 21 0 2 2 0 2403 83 3 0 0 0 "CD44"
"ENSG00000027001" 416 25 0 0 3 0 416 0 0 0 0 0 416 5 0 0 0 0 "MIPEP"
"ENSG00000027697" 626 24 0 0 0 5 626 28 0 0 0 0 626 25 0 0 0 0 "IFNGR1"
"ENSG00000028310" 1397 36 0 0 0 7 1397 6 0 0 2 2 1397 5 0 0 0 0 "BRD9"
"ENSG00000028839" 415 9 0 0 0 0 415 5 0 0 3 0 415 25 0 0 0 0 "TBPL1"
"ENSG00000029363" 4039 78 0 8 0 0 4039 16 0 0 3 0 4039 57 3 0 0 2 "BCLAF1"
"ENSG00000029364" 1633 40 2 0 0 0 1633 7 0 0 0 0 1633 23 2 0 0 0 "SLC39A9"
"ENSG00000029725" 1201 27 0 0 0 0 1201 17 0 8 0 0 1201 25 2 0 0 0 "RABEP1"
"ENSG00000029993" 347 6 0 0 0 0 347 17 0 3 0 0 347 33 0 0 0 0 "HMGB3"
"ENSG00000030066" 3538 24 2 0 0 0 3538 19 0 2 0 0 3538 37 0 0 0 4 "NUP160"
"ENSG00000031691" 529 17 2 0 0 0 529 8 0 0 0 0 529 13 0 0 0 0 "CENPQ"
"ENSG00000031698" 1761 23 2 0 4 7 1761 46 15 9 6 0 1761 163 8 7 0 3 "SARS"
"ENSG00000033050" 1009 23 4 3 0 0 1009 0 0 0 0 0 1009 16 0 0 0 0 "ABCF2"
"ENSG00000033170" 316 3 0 0 0 0 316 3 0 0 0 0 316 27 0 0 0 0 "FUT8"
"ENSG00000033178" 2245 35 3 9 0 0 2245 5 0 0 0 0 2245 30 0 0 0 0 "UBA6"
"ENSG00000033867" 2336 57 3 16 6 3 2336 15 0 0 0 0 2336 10 0 0 0 0 "SLC4A7"
"ENSG00000034510" 12627 642 23 14 7 31 12627 334 22 41 5 0 12627 3649 120 28 0 66 "TMSB10"
"ENSG00000034677" 1451 44 3 0 0 0 1451 15 6 0 0 0 1451 34 0 0 0 0 "RNF19A"
"ENSG00000034713" 412 17 0 3 0 0 412 12 2 0 0 0 412 34 0 2 0 2 "GABARAPL2"
"ENSG00000035403" 3241 50 2 3 6 0 3241 19 10 0 0 0 3241 45 2 0 0 2 "VCL"
"ENSG00000035499" 617 14 4 4 0 0 617 5 0 0 0 0 617 16 0 0 0 0 "DEPDC1B"
"ENSG00000035687" 727 14 0 0 0 0 727 5 0 0 0 0 727 22 0 0 0 0 "ADSS"
"ENSG00000035862" 995 10 0 0 0 0 995 9 0 0 0 0 995 22 0 0 0 0 "TIMP2"
"ENSG00000035928" 1069 34 0 4 0 5 1069 8 0 0 2 0 1069 23 0 0 0 2 "RFC1"
"ENSG00000036257" 1030 32 7 10 0 0 1030 24 5 2 8 0 1030 43 0 0 0 0 "CUL3"
"ENSG00000036549" 1615 27 2 0 2 2 1615 12 2 0 0 0 1615 21 0 4 0 0 "ZZZ3"
"ENSG00000037241" 611 19 0 0 0 3 611 6 0 0 0 0 611 76 0 0 0 0 "RPL26L1"
"ENSG00000037474" 3192 35 0 0 0 0 3192 15 4 0 0 0 3192 58 0 0 0 0 "NSUN2"
"ENSG00000037749" 1845 22 0 8 0 0 1845 5 0 0 0 0 1845 33 0 0 0 2 "MFAP3"
"ENSG00000038210" 761 24 0 0 2 0 761 0 0 0 0 0 761 14 0 0 0 0 "PI4K2B"
"ENSG00000038274" 908 29 2 6 0 0 908 8 0 0 0 0 908 35 0 0 0 2 "MAT2B"
"ENSG00000038382" 4427 41 0 3 3 4 4427 15 0 0 0 0 4427 25 0 0 0 0 "TRIO"
"ENSG00000039068" 165 0 0 0 0 0 165 3 0 2 0 0 165 132 8 4 2 5 "CDH1"
"ENSG00000039123" 1956 36 0 0 0 4 1956 6 4 0 0 0 1956 30 0 0 0 0 "SKIV2L2"
"ENSG00000039319" 2042 41 0 3 0 2 2042 31 0 9 0 0 2042 26 0 0 0 0 "ZFYVE16"
"ENSG00000039560" 2310 50 0 10 0 3 2310 31 0 7 0 3 2310 38 0 0 0 0 "RAI14"
"ENSG00000040275" 1611 53 6 8 0 5 1611 23 3 4 0 0 1611 26 0 0 0 0 "SPDL1"
"ENSG00000040531" 273 16 0 0 0 0 273 6 0 0 0 0 273 8 0 0 0 0 "CTNS"
"ENSG00000040633" 481 13 0 4 3 0 481 13 0 0 0 0 481 23 0 0 0 0 "PHF23"
"ENSG00000041357" 2376 113 22 5 12 19 2376 54 0 6 0 0 2376 266 4 0 0 2 "PSMA4"
"ENSG00000042429" 806 20 0 0 0 0 806 6 0 0 0 0 806 8 0 0 0 0 "MED17"
"ENSG00000042493" 774 32 0 0 8 0 774 18 0 0 2 0 774 51 0 0 0 0 "CAPG"
"ENSG00000042753" 1297 64 0 0 0 0 1297 17 0 0 2 0 1297 71 3 3 0 2 "AP2S1"
"ENSG00000043093" 905 25 4 9 0 0 905 4 4 0 0 0 905 20 0 0 0 0 "DCUN1D1"
"ENSG00000043143" 864 27 0 0 10 6 864 0 0 0 0 0 864 3 0 0 0 0 "JADE2"
"ENSG00000044115" 5251 92 14 4 3 0 5251 40 0 9 0 0 5251 206 6 2 0 11 "CTNNA1"
"ENSG00000044574" 3666 107 6 5 0 2 3666 19 0 2 0 0 3666 57 0 0 0 0 "HSPA5"
"ENSG00000046604" 1893 13 0 0 0 0 1893 8 0 0 0 0 1893 21 0 0 0 0 "DSG2"
"ENSG00000046651" 563 13 0 0 3 4 563 6 0 0 0 0 563 15 0 0 0 0 "OFD1"
"ENSG00000047188" 987 11 0 0 0 0 987 6 0 0 5 0 987 23 0 0 0 0 "YTHDC2"
"ENSG00000047315" 1806 21 0 3 0 2 1806 17 0 5 0 0 1806 18 0 0 0 0 "POLR2B"
"ENSG00000047410" 4373 104 11 5 8 16 4373 12 0 3 0 0 4373 20 0 0 0 0 "TPR"
"ENSG00000047849" 1131 25 0 0 0 2 1131 5 0 0 0 2 1131 6 0 0 0 0 "MAP4"
"ENSG00000047932" 1615 25 0 0 0 4 1615 8 0 0 0 0 1615 12 0 0 0 0 "GOPC"
"ENSG00000048342" 527 22 0 0 2 0 527 8 0 0 0 0 527 13 0 0 0 0 "CC2D2A"
"ENSG00000048544" 436 0 0 0 0 0 436 16 2 5 0 0 436 18 0 0 0 0 "MRPS10"
"ENSG00000048828" 2338 19 0 0 5 0 2338 9 3 0 0 0 2338 20 0 0 0 0 "FAM120A"
"ENSG00000049130" 781 20 4 0 0 0 781 2 0 0 0 0 781 8 0 0 0 0 "KITLG"
"ENSG00000049192" 1270 31 0 0 0 0 1270 2 0 0 0 0 1270 4 0 0 0 0 "ADAMTS6"
"ENSG00000049245" 1706 24 0 0 9 0 1706 18 0 6 0 0 1706 45 0 2 0 2 "VAMP3"
"ENSG00000049449" 1454 24 0 0 2 0 1454 31 0 10 0 0 1454 80 3 4 0 0 "RCN1"
"ENSG00000049656" 4927 133 0 2 8 11 4927 43 2 14 2 0 4927 145 6 0 0 2 "CLPTM1L"
"ENSG00000049860" 1442 18 0 6 0 0 1442 16 0 0 0 0 1442 66 0 0 0 2 "HEXB"
"ENSG00000049883" 343 18 0 0 0 0 343 8 0 0 0 0 343 10 0 0 0 0 "PTCD2"
"ENSG00000050130" 972 33 0 0 0 0 972 3 0 0 2 0 972 13 0 0 0 0 "JKAMP"
"ENSG00000050393" 976 25 0 3 0 0 976 11 0 0 0 0 976 38 0 0 0 0 "MCUR1"
"ENSG00000050820" 316 20 0 3 8 0 316 13 0 2 3 0 316 10 0 0 0 0 "BCAR1"
"ENSG00000051108" 595 27 0 0 7 0 595 10 2 0 5 0 595 11 0 0 0 0 "HERPUD1"
"ENSG00000051523" 405 17 0 0 0 0 405 4 0 0 0 0 405 14 4 0 0 0 "CYBA"
"ENSG00000051825" 1263 20 0 0 2 2 1263 16 2 5 0 0 1263 17 2 0 0 0 "MPHOSPH9"
"ENSG00000052723" 862 6 0 0 0 0 862 8 0 0 0 0 862 20 0 0 0 0 "SIKE1"
"ENSG00000052802" 1342 20 3 0 4 2 1342 8 0 3 0 0 1342 28 0 0 0 0 "MSMO1"
"ENSG00000052841" 1189 13 2 2 0 0 1189 8 0 0 0 0 1189 18 0 0 0 0 "TTC17"
"ENSG00000053372" 1072 17 0 0 0 0 1072 12 0 2 0 0 1072 34 0 0 0 0 "MRTO4"
"ENSG00000053501" 225 8 0 0 0 0 225 9 0 0 0 0 225 42 0 0 0 0 "USE1"
"ENSG00000053770" 577 28 0 0 5 0 577 4 0 0 0 0 577 25 0 0 0 2 "AP5M1"
"ENSG00000053900" 510 32 0 13 0 0 510 6 0 0 0 0 510 26 0 0 0 0 "ANAPC4"
"ENSG00000054116" 884 29 5 0 3 2 884 21 2 0 2 0 884 45 0 0 0 0 "TRAPPC3"
"ENSG00000054118" 1784 30 0 6 0 0 1784 22 0 0 0 0 1784 28 0 0 4 0 "THRAP3"
"ENSG00000054148" 1444 32 0 0 0 0 1444 64 9 0 0 2 1444 226 11 2 0 0 "PHPT1"
"ENSG00000054267" 827 41 7 7 9 0 827 6 0 0 0 0 827 12 0 0 0 0 "ARID4B"
"ENSG00000054523" 1417 24 0 0 0 0 1417 12 2 3 0 0 1417 21 0 0 0 2 "KIF1B"
"ENSG00000055044" 2060 52 11 9 3 3 2060 36 8 5 0 0 2060 123 0 0 0 0 "NOP58"
"ENSG00000055130" 671 38 0 2 0 0 671 6 0 0 0 0 671 20 0 0 0 0 "CUL1"
"ENSG00000055211" 346 7 0 0 0 0 346 3 0 0 0 0 346 43 2 5 0 0 "GINM1"
"ENSG00000055950" 322 9 0 0 5 0 322 6 0 0 0 2 322 24 0 0 0 0 "MRPL43"
"ENSG00000056097" 3766 72 3 0 0 2 3766 19 0 2 0 0 3766 39 4 0 0 0 "ZFR"
"ENSG00000056586" 2109 27 0 0 0 2 2109 15 0 5 0 0 2109 24 0 3 0 0 "RC3H2"
"ENSG00000057019" 897 16 4 0 0 0 897 2 0 0 0 0 897 20 0 0 0 0 "DCBLD2"
"ENSG00000057252" 1145 14 0 0 0 0 1145 12 0 0 0 0 1145 16 0 0 0 0 "SOAT1"
"ENSG00000057608" 2979 45 0 0 8 6 2979 30 5 12 0 0 2979 86 3 4 0 0 "GDI2"
"ENSG00000057663" 935 13 0 0 0 0 935 20 0 0 0 0 935 24 0 0 0 0 "ATG5"
"ENSG00000057757" 519 10 0 0 6 0 519 8 0 3 0 0 519 12 0 0 0 0 "PITHD1"
"ENSG00000057935" 261 11 0 4 0 0 261 7 0 0 0 0 261 15 0 0 0 0 "MTA3"
"ENSG00000058262" 2875 25 0 0 0 2 2875 19 2 0 0 0 2875 35 0 0 0 0 "SEC61A1"
"ENSG00000058272" 1349 49 16 13 0 5 1349 5 0 0 0 0 1349 21 0 0 0 0 "PPP1R12A"
"ENSG00000058673" 1950 42 0 9 0 2 1950 9 0 0 0 0 1950 17 0 0 0 0 "ZC3H11A"
"ENSG00000058729" 297 7 5 0 0 0 297 11 0 0 0 0 297 26 0 0 0 0 "RIOK2"
"ENSG00000058804" 3310 32 0 4 0 0 3310 11 0 4 0 0 3310 68 5 2 0 4 "NDC1"
"ENSG00000059573" 1314 8 0 3 0 0 1314 15 0 0 0 2 1314 42 4 0 0 0 "ALDH18A1"
"ENSG00000059588" 758 14 0 0 0 0 758 3 0 0 0 0 758 34 0 0 0 0 "TARBP1"
"ENSG00000059691" 268 14 0 0 0 0 268 6 0 0 0 0 268 13 0 0 0 0 "GATB"
"ENSG00000060069" 278 39 0 21 10 0 278 15 0 0 0 0 278 4 0 0 0 0 "CTDP1"
"ENSG00000060138" 1749 51 0 0 0 11 1749 34 0 6 5 0 1749 75 6 4 0 0 "YBX3"
"ENSG00000060237" 2076 51 0 8 16 2 2076 20 2 5 0 0 2076 31 0 0 0 0 "WNK1"
"ENSG00000060491" 693 49 2 12 6 0 693 23 4 4 4 0 693 12 0 0 0 0 "OGFR"
"ENSG00000060688" 1097 18 0 0 4 0 1097 35 5 7 2 0 1097 88 0 0 0 2 "SNRNP40"
"ENSG00000060749" 1881 53 16 6 0 2 1881 15 0 7 0 0 1881 19 0 0 0 2 "QSER1"
"ENSG00000060762" 288 8 0 0 0 0 288 6 2 0 0 0 288 42 0 0 0 2 "MPC1"
"ENSG00000060982" 1725 24 0 0 0 0 1725 11 0 0 0 0 1725 47 2 0 5 0 "BCAT1"
"ENSG00000061676" 3785 157 9 21 10 2 3785 66 0 21 23 0 3785 73 3 0 0 2 "NCKAP1"
