"V1" "counts" "type" "size"
"ENSG00000004455" 326 "exp" "<15"
"ENSG00000005022" 300 "exp" "<15"
"ENSG00000008018" 171 "exp" "<15"
"ENSG00000008988" 869 "exp" "<15"
"ENSG00000009307" 1000 "exp" "<15"
"ENSG00000010256" 310 "exp" "<15"
"ENSG00000010292" 479 "exp" "<15"
"ENSG00000014641" 270 "exp" "<15"
"ENSG00000021826" 1142 "exp" "<15"
"ENSG00000026025" 806 "exp" "<15"
"ENSG00000031698" 211 "exp" "<15"
"ENSG00000034510" 1856 "exp" "<15"
"ENSG00000041357" 290 "exp" "<15"
"ENSG00000044115" 679 "exp" "<15"
"ENSG00000049656" 701 "exp" "<15"
"ENSG00000054148" 167 "exp" "<15"
"ENSG00000055044" 237 "exp" "<15"
"ENSG00000061676" 411 "exp" "<15"
"ENSG00000062716" 1336 "exp" "<15"
"ENSG00000063046" 660 "exp" "<15"
"ENSG00000063177" 1148 "exp" "<15"
"ENSG00000064042" 526 "exp" "<15"
"ENSG00000065150" 604 "exp" "<15"
"ENSG00000065427" 302 "exp" "<15"
"ENSG00000065518" 108 "exp" "<15"
"ENSG00000065978" 795 "exp" "<15"
"ENSG00000067225" 2910 "exp" "<15"
"ENSG00000067560" 461 "exp" "<15"
"ENSG00000069275" 629 "exp" "<15"
"ENSG00000070756" 376 "exp" "<15"
"ENSG00000071082" 1054 "exp" "<15"
"ENSG00000072274" 629 "exp" "<15"
"ENSG00000073712" 515 "exp" "<15"
"ENSG00000074071" 244 "exp" "<15"
"ENSG00000074800" 3999 "exp" "<15"
"ENSG00000075415" 638 "exp" "<15"
"ENSG00000075624" 3362 "exp" "<15"
"ENSG00000076003" 211 "exp" "<15"
"ENSG00000079246" 878 "exp" "<15"
"ENSG00000080824" 1158 "exp" "<15"
"ENSG00000082153" 617 "exp" "<15"
"ENSG00000082898" 561 "exp" "<15"
"ENSG00000083312" 1403 "exp" "<15"
"ENSG00000083845" 1166 "exp" "<15"
"ENSG00000084207" 797 "exp" "<15"
"ENSG00000084733" 316 "exp" "<15"
"ENSG00000085063" 746 "exp" "<15"
"ENSG00000085231" 250 "exp" "<15"
"ENSG00000086061" 551 "exp" "<15"
"ENSG00000087053" 357 "exp" "<15"
"ENSG00000087077" 155 "exp" "<15"
"ENSG00000087086" 3436 "exp" "<15"
"ENSG00000087460" 617 "exp" "<15"
"ENSG00000088986" 289 "exp" "<15"
"ENSG00000089009" 1290 "exp" "<15"
"ENSG00000089157" 1382 "exp" "<15"
"ENSG00000090273" 173 "exp" "<15"
"ENSG00000092199" 529 "exp" "<15"
"ENSG00000092621" 379 "exp" "<15"
"ENSG00000092820" 339 "exp" "<15"
"ENSG00000092841" 797 "exp" "<15"
"ENSG00000096384" 754 "exp" "<15"
"ENSG00000099194" 646 "exp" "<15"
"ENSG00000100097" 627 "exp" "<15"
"ENSG00000100138" 370 "exp" "<15"
"ENSG00000100201" 814 "exp" "<15"
"ENSG00000100316" 800 "exp" "<15"
"ENSG00000100567" 172 "exp" "<15"
"ENSG00000100632" 150 "exp" "<15"
"ENSG00000100644" 1130 "exp" "<15"
