PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8
1640208_s_at_Antp	0.0212165457645059	0.00329817499407714	0.00102114792445849	-0.00479689039466851	-0.000237175817486093	-0.0023771545839771	-0.0111809869358933	-0.00119067395712493
1628496_at_dpr16	0.0163182309240376	0.00197712569635744	-0.00731550286908622	0.005608098823728	-0.0111717613859726	0.0158067282377032	0.00957970733340728	0.00352675194676221
1625257_s_at_CG31523	-0.00968565499697797	0.00728699629181225	0.00456010825826096	0.00333196965604483	-0.000815170841815043	-0.00399113472954533	0.00275500386666576	0.0192261611144603
1626917_at_CG31337	-0.051930864963833	-0.00494265844469584	0.0168445481920872	0.0358427876890008	0.0253963390775065	-0.00894209677041874	0.0125227749918537	-0.00307821376035036
1633086_s_at_CG1213	0.0156641652862622	0.0020618193353165	0.00791028060804811	-0.00474892249162369	0.00777281529408378	-0.00330958921441874	-0.018553814282417	-0.00798775816517083
1634207_at_CG16799	-0.0226355256925292	0.0402297835641115	0.0212381173583432	0.00745261921078383	-0.0290308526016876	-0.00841500284461144	-0.00710269727696468	0.0117209943565905
1628883_at_CG7484	-0.00703606035880437	0.00480974814165304	0.00639325999357687	0.00245634671766279	-0.00492169452876186	-0.00102281337532225	-0.00224055488790464	0.0143155961915748
1633980_at_CG14969	-0.00726380174327408	0.00435360659106193	-0.00039776805195251	-0.000696954103775179	0.002680053733933	0.00272723398317851	0.000512970808375756	-0.00478122500211168
1635548_s_at_CG34166	0.0885720510260185	0.0181172230918193	-0.0112111926612741	-0.00643740698012676	0.00576304683231964	-0.00285950788307723	0.0124777533615975	-0.00388330858492238
1639798_at_mirr	0.028279450665966	0.00692688210049559	-0.000779161145154992	0.00713943270529396	0.00661282207375519	0.00149893062485758	0.00391568906631155	0.00741443139126455
1634434_at_CG5359	-0.0077564155906801	0.0108028377459875	0.000500506694787614	-2.72380726077496e-05	-0.0131677089701728	0.000130594079619058	-0.004813751743208	0.00234607110744112
1623497_at_E(spl)m3-HLH	0.0285920781668633	0.0261693414103536	-0.00229033344117639	0.0195218767970102	0.00290905270366819	-0.00702919856270766	0.0261158156392091	-0.0046043553739274
1637482_at_oxt	-0.00773896175205441	0.00356815886170553	-0.00158148708717324	-0.0024922008287787	-0.0027546048506483	0.00825265480837334	-0.00170220202965984	0.00466555503797472
1641196_at_Pnn	-0.00589121799019676	0.00108155256798573	0.00127399398055513	-0.00419676681410479	-0.00654249949695468	-0.00161805707226578	0.00271913448622597	-0.0045360341671125
1635930_at_btn	-0.0224774756777581	0.043199038387007	-0.0151296583770816	0.0212051249800061	-0.00493148089163776	-0.00982377265410367	0.0167807079880998	0.00484358114756323
1640670_at_btl	-0.021487252591283	0.0145162133288494	0.00313107207792291	0.00538530986247118	-0.0350680931504588	0.00218050152542563	0.00538089654000559	0.00737362128870285
1635127_at_CG34398	0.0268782365475027	-0.0197739897447064	-0.0265670423510117	0.0295339517797837	-0.0148817325509269	0.0260191465094425	-0.0248817948930078	0.00677854909017347
1624057_at_CG16713	0.0757442439646727	0.0155776025689577	0.0014967319637323	-0.00803451814589311	0.00885474776253404	-0.00517528399452902	0.00604918536125356	0.00303881934142904
1627176_at_CG31431	0.0334688211498286	-0.0627549708830471	0.0169908772086045	0.0100247135634823	0.0228024078641868	-0.0202968083877521	0.0222685007215435	0.00478677198736292
1633789_at_Hand	0.101876832536998	0.035584026681844	-0.0131925943490228	0.00176005244045067	-0.00429919421541918	-0.00838848872138615	-0.0150463874308427	0.00715619982261245
1633185_at_dpr14	-0.0221289846073834	-0.00423374405715868	-0.00873188623843773	0.00869874318908122	-0.00122244863316245	-0.00384566545851459	0.00109997198683704	-0.00253614739192652
1632432_at_CG9850	0.039002620884026	0.019894886604435	-0.00320022854003159	-0.00222118180727639	-0.000862648428758668	-0.00600486618806048	-0.00157806469386249	-0.000668682668560504
1631285_at_Tsp5D	-0.0445897650145091	-0.0227657003101229	0.0304129599927362	-0.00205212576589655	-5.48703490104502e-05	0.00154924155346807	0.00862404879443592	0.000507668557312847
1632590_at_CG31320	-0.00893786885645665	0.00958981347547424	0.00572193003546026	-0.00799160398846104	-0.0163720486578607	-0.00555277292838208	-0.00835664420527309	0.00705242406667457
1627872_at_CG3770	-0.013371113491089	0.00897157638496577	0.00311943935623678	0.0073340955738861	-0.0125273837529785	-0.00345762199546541	0.011488283140409	0.00984971375300381
1629713_at_Psf1	-0.00928658441123357	0.00730876516187959	-0.00460543620536856	0.000848114901006511	-0.00109648472599915	0.0119291313815002	-0.00466805330513233	0.0045749084440808
1634935_a_at_CG1648	0.0205641330087483	-0.00948090900988823	0.0133498923763079	-0.00301834943269275	-0.0199425661129658	-0.00432451651453602	0.00960361636807582	0.000367272761279958
1638301_at_CG8157	0.090040469091859	0.0325071705946317	-0.00228051355697719	0.00523391382534018	0.0112544775079414	0.00619765413164027	-0.0264793199479144	-0.00584343234101244
1639982_at_CG15369	0.0910863791770883	0.0321577564713118	-0.00507340815403085	-0.00889208396370261	0.00350119811775076	0.00853860264810505	-0.0011150553254096	0.00501118706057926
1625713_at_CG11263	-0.0246941609248761	-0.00308889871564103	-0.00531359949092328	-0.0106054075464121	-0.0106165893120447	0.013461577466697	0.00188311909763612	0.00710131045814444
1623191_at_Rab9	0.0119213998584984	-0.00170080334008931	0.00149452069621194	-0.00457786874834547	0.00177675315050027	0.0019566633841103	-0.000192808486731019	0.00718373399404436
1634012_at_CG5002	-0.0323873281043864	0.0603343891733956	0.0050281806880761	-0.0101279013241519	-0.0271534867010403	0.00876779382766563	0.0224991667889401	0.00542803971683886
1632525_at_CG9925	-0.014006645388902	0.022087234926086	-0.00654322430396062	-0.0145649694527833	-0.0319921885103214	0.0126115212428498	0.00826548311001249	-0.00599203835135185
1635635_a_at_Msr-110	0.0666201052622031	0.0275684269974563	-0.00101363483791155	-0.0045278044638107	0.020240703338278	-0.00907498288058791	-0.00959819001879541	-0.00457863001267448
1631225_at_CG8317	0.0521512616238682	-0.0621267250204332	-0.0237981425664269	0.0125626969188601	0.0469703553824182	0.0146711555998716	-0.00171218458400866	-0.00762037246029016
1634507_s_at_CG17549	0.0408718980295618	0.028196517973333	0.0133213225323331	-0.00919253271604155	0.00264554644900211	-0.00146292979681884	-0.00388976534526991	-0.00611537929612129
1632979_at_GstE13	0.00737962198703808	-0.00582799297893503	-0.00444390092610489	0.00344511996892619	-0.00317202529058313	0.00322553884929785	-0.000576290433972619	0.00943441970919029
1632216_at_CanA1	0.0546854069861656	0.0126108017935279	0.0015191293424977	0.00576950473011164	0.000504495187627773	-0.00491954526373009	0.00781509905038877	-0.00910772615464607
1640097_at_Pxn	0.0178533570798438	0.0142280852585476	0.00770462357715587	0.0155370431281784	0.0207432465412874	-0.00492364490847608	-0.000308525336103122	0.00242771937244866
1626831_at_atilla	0.0497382139332671	-0.0737442635635708	0.0336563217300112	0.0194115975552736	0.0196909684366096	-0.0443248931876717	0.016551532482501	-0.00772417972426314
1635007_at_Sulf1	0.0212278498936732	-0.0534273068585982	-0.00402826689734353	-0.00303529030226595	0.0436663309866326	0.00191851702175514	-1.37381974985754e-05	-0.0148569104876944
1625268_at_ste14	-0.00768498549727066	0.000243194863809821	5.23220810629256e-05	0.00515523901453551	0.000353936726667163	0.00323245713284847	0.00174131339450803	0.00469653416339141
1628494_a_at_Picot	0.0175047800485944	-0.00874289419836169	0.00571579160569926	-0.0131685576464736	0.006519523174221	-0.0138905349116197	-0.00225002171155807	0.000328543752270193
1624360_at_croc	-0.0113297122536873	0.0209692197689292	0.00845995646752929	-0.00758630899070799	-0.0351559306639731	0.00305827891607796	0.0082559711213028	-0.00277121601652915
1640227_at_Non1	0.01021642967954	-0.00359962227371318	0.00737063944496226	0.00464856828706946	-0.00837078981493073	0.00253914017699765	-0.000742097656991604	-0.00979228676162234
1623022_at_CG15820	-0.0163436800659244	0.0195057988882101	0.00375132697690052	0.00130851038853436	-0.021042152577169	-0.000267661098828898	-0.00762434895271309	-0.00249968758732921
1639074_at_CG33275	0.0187144857910317	0.00575817724674202	-0.0124943829775377	-0.00840198461707204	0.00406233986805204	0.0021905544328682	-0.00174303410798446	0.00946041279122863
1638708_s_at_gpp	-0.0135746393998975	-0.00437822887440881	0.00711763690656624	-0.00330673024583217	0.00324784458607129	-0.00814730894324171	-0.00462489478442679	-0.0142249002498514
1623241_s_at_NT5E-2	0.0465748540185539	0.0258417552128866	0.00580008531264169	-0.007492173847459	-0.000890049630691015	-0.0116730194410224	-0.00278180106167433	-0.000701524908478804
1636612_a_at_pk	0.00977532534526226	-0.0014133289413248	0.00712747697249777	0.00490496576844456	0.00356129403340771	-0.00196915691973987	-0.00593000260087942	0.00212231902052584
1626546_s_at_Tsp74F	0.0371626277517843	0.00625126221052699	-5.97788365109533e-05	0.00126776118957076	-0.00188554672615	0.00117080082575333	-0.0105089489711634	-0.0101941639842047
1624290_at_CG4752	0.0224020239976811	0.00384695859367609	-0.0216617481430782	0.00133163913637105	-0.00523658037167454	-0.0185828883333231	0.00249392604560003	-0.00166605692358011
1629109_at_CG7979	-0.0070592075141331	-0.000324826353215249	0.00558114373867703	-0.00155082560851889	-0.000811547124943372	-0.000877565269292157	0.00335064695852921	0.00957767659913372
1635669_a_at_mirr	0.0246289177311767	0.00169981781272132	-0.00283363753990509	-0.00137471073373522	0.00847553123778849	0.0158429641013398	0.00455820146241292	-0.00714524862521577
1625011_at_Liprin-gamma	0.0257217749557652	-0.00520968288309977	-0.0120400178297408	-0.00531738930365241	-0.0106987728252748	-0.00550061037499554	0.00466581984965375	9.42267373416804e-05
1632298_s_at_mfas	0.018388426595056	-0.00224583899532986	-0.022405386622735	-0.00427676001898417	0.0244178568269734	0.000217306791424077	0.00543558487918891	-4.84539505198105e-05
1631308_at_CG10737	-0.016605257729119	-0.00620897221402307	0.00217673113043415	0.00283414650878108	-0.00742049453478113	-0.00482163406536498	0.00381735778758359	-0.0046199244806755
1633869_at_Dfd	0.00947710706500671	0.0091399084063784	0.000427335104337221	-0.00296548361446852	0.00822938057120574	-0.00488262410879372	0.0117639327325613	7.98942465330073e-06
1625060_at_CG7974	-0.00647540625964332	0.0069708234529904	0.000167829808313379	-0.00207712011791404	-0.00313709857856386	-0.000619731108078274	-0.00760167082364977	6.03391841317527e-05
1639139_a_at_FER	-0.0152670905084407	-0.00284923767049078	0.0116015026949314	-0.000252201080806709	-0.00168437825478192	-0.00888260762138542	0.0105979573811427	-0.00971469377585377
1628292_s_at_HLH106	-0.00623453943844715	0.000816118316384898	0.00142731230482602	-0.00712718026758885	-0.00211987019730643	0.00563041172363027	-0.00174472641949093	-0.0191663909484447
1639424_at_CG6910	-0.0490868080636429	0.0174950714190515	0.000976375218494187	0.0147858264383691	0.0295649475574804	-0.00819461434724711	0.0124071433941913	-0.00692090944094694
1635549_at_TotA	0.0671123414142938	0.0246247139125669	-0.00455116377803208	-0.00501660961143234	0.014346306190058	-0.00232182600840798	-0.0247071521327306	-0.00152457606324771
1638513_s_at_atl	0.0076601257509908	-0.00643210382448896	-0.00276874986603543	-0.0069191349680122	0.00773602748640035	-0.000608974272074621	-0.00180961241553619	-0.00483491076648623
1636820_s_at_spo	0.0158566675237638	0.00184275567024077	-0.000484559837550774	-0.000642923034988833	0.00292101104691421	0.00191430537835133	0.00678566935372223	-0.00251977200493609
1624435_at_Tsp42Ej	-0.0164396993775364	0.00651274717878222	-0.00120470176068365	-0.00272592584635691	1.89394131610902e-07	-0.00863977258212826	0.0269234376473667	-0.00684024462834925
1631716_at_CG2709	-0.0176846448113617	0.0151170265807712	-0.010382096718871	0.0207380743798295	-0.00904285134362847	0.00169043044605548	0.00289204027585535	0.00182208696293693
1638367_at_CG7686	0.0118937880390462	-0.002027207389761	0.00646248712199861	0.00455571873718396	-0.0023109872736332	0.00554043975003272	-3.70549833270506e-08	-0.00494029890042026
1631524_a_at_hth	-0.0118028693142386	0.00356353894064327	0.00408343590184067	0.00570146266693836	-0.0144538179149651	-0.0236105931816203	0.00293630689874066	-0.0185179746650674
1641552_at_Cyp4g1	0.0161701732945623	0.00511717644362847	0.00653930804310215	0.00683681518458197	0.0035467899817976	0.00302921617472468	0.00187892344984412	-0.00637615751250598
1634377_at_CG14646	-0.00608341420277949	0.00165519244641338	0.00439286740971628	-0.00460925427457321	-0.00163119181781665	-0.00641967198712648	0.00508319014886351	0.00492182527866157
1629443_at_CG12655	0.0229798218729842	-0.0229628038630628	0.0211864153396971	-0.00355338486380555	-0.00577259834238058	-0.0050988487320193	-0.0234260773605501	-0.0078945357404331
1628935_at_CG10962	-0.0354345576630305	-0.00475250260668229	-0.00321984630265565	0.00947482217215941	0.0379575642792775	-0.00528845844812218	0.00609080391563928	0.00754416125522571
1625588_s_at_Plod	-0.0195306000180317	0.00343898237597564	0.00323538705768358	-0.00517842375635503	0.00243090043453014	-0.00743770251240552	0.00160182485172655	-0.0136439343842143
1633319_at_BtbVII	-0.00564346539613716	0.0102700903212746	0.00332363458217389	0.00249620124503783	-0.00538176885388628	-0.000306524262392416	-0.00625474649682417	-0.000181054992699789
1637012_at_E(spl)m2-BFM	0.0253622039123401	0.023822587671123	-0.00721693892157387	0.00248476015318048	0.00736242064103132	-0.00558560693766343	0.00857632556955055	0.00748086346937485
1624386_at_CSN1b	-0.00652508762505199	0.0019472197688854	0.00070800437722232	-0.0031113047195413	-0.000149570001034221	0.010243954309928	-0.0018331016548432	-0.0143930757327262
1638037_a_at_dpr17	0.0240142602151425	-0.0171864671664878	-0.0125890907319751	0.00386320564921081	0.0197688073452179	0.0128268335829315	0.019533659648086	0.00223224847306027
1641723_a_at_PGRP-LC	0.0296433740929209	-0.0214317339567015	0.00942185692594391	0.000318776975388659	0.00996888526589245	-0.00995158603782602	-0.00264150619250546	-0.00195478499556007
1624577_at_Ace	0.0187578034513959	0.00591183541815907	-0.00164263944534801	-0.00354043330409172	0.00583674958342674	0.00191161660967345	-0.00160545023856621	-0.00240480528174267
1633394_a_at_CG13900	-0.00580063325928848	0.00362095050546273	-0.00283778584062486	-0.00300261804359465	-0.00332107796138673	0.00130839394494556	-0.00581661866121485	-0.0192149156238359
1637438_at_Wnt2	0.0303844664919945	0.00693291207196537	-0.00118277030236977	-0.00220916515470096	-0.00666981521174352	-0.00771167681921559	-0.00289523888646555	0.00880079110011956
1622937_at_CG13698	0.00703644297259115	-0.00527868735998622	0.000811554947034515	-0.0113788469786654	-0.00528082446636348	0.00229082517507433	-0.0109720535891027	-0.00493795798920143
1633682_a_at_l(1)G0232	0.0111876008013353	-0.00553020154068045	-0.00156978030140836	-0.00153092811696083	0.00986333296214337	0.00203881856406439	-0.0108297280485217	-0.00494168651274572
1637715_a_at_metl	-0.0038634584597011	0.00805073075418709	-0.00193062455057609	0.000793260384537887	-0.000269706168039584	0.0070041740005094	-0.00301108022452717	0.009614044465732
1623083_at_CG1698	0.0250855047999909	0.0179456001285108	0.00058448670850116	0.000292433615289418	0.00130308758784772	-0.00558928349367527	-0.00555025432203711	-0.0081315213482525
1625281_at_CG6191	0.0209613774580023	-0.00501348623239139	0.0107128895127067	0.0181386879077768	-0.0112316045406522	0.0026590934897838	0.00340527561010959	-0.0154598895385278
1634440_s_at_Eip74EF	0.0170322243558963	-0.0113030559470285	0.00142959003654819	-0.00324200824841927	0.0136019969299631	-0.000895145142736339	-0.000194305212817887	0.000267195443838908
1632529_at_tinc	-0.0195332581089647	-0.00367730156861962	0.0160031965289938	0.00389283239685142	-0.0180469449885257	-0.00534972539754661	0.0180772384246655	0.00777031372147788
1633696_at_TM4SF	0.0348120149020834	0.00252289174653751	0.0102276649040533	0.00165985565963116	-0.0227257168670903	-0.00473165153521187	0.012634422288695	-0.00703987106303582
1641403_at_CG14967	-0.00562217176303085	0.00395309383669214	-0.00282569253350668	-0.00355895642329792	-0.00195987157518676	0.00102181921875964	-0.0127342939342781	0.0143826580155597
