"CCDC64" "CCDC64"
"RNF43" "RNF43"
"MICAL3" "MICAL3"
"PLEKHG1" "PLEKHG1"
"PYCR1" "PYCR1"
"HSPG2" "HSPG2"
"LINC01215" "LINC01215"
"PDSS1" "PDSS1"
"PPP4R4" "PPP4R4"
"IL32" "IL32"
"GFI1" "GFI1"
"LOC100294362" "LOC100294362"
"WEE1" "WEE1"
"PLXNB1" "PLXNB1"
"MEGF11" "MEGF11"
"ZBTB20" "ZBTB20"
"ZNF460" "ZNF460"
"CHRNB2" "CHRNB2"
"PLA2G16" "PLA2G16"
"SLC7A5P1" "SLC7A5P1"
"CSNK1G2-AS1" "CSNK1G2-AS1"
"GZMA" "GZMA"
"P2RX5" "P2RX5"
"ADM2" "ADM2"
"PSAT1" "PSAT1"
"IMMP1L" "IMMP1L"
"ZBED6CL" "ZBED6CL"
"KIF21A" "KIF21A"
"GREM1" "GREM1"
"IL2RB" "IL2RB"
"CCSER2" "CCSER2"
"GRK5" "GRK5"
"APOBEC3G" "APOBEC3G"
"NFATC2" "NFATC2"
"FAM69A" "FAM69A"
"RARRES3" "RARRES3"
"PPP1R16B" "PPP1R16B"
"RAVER2" "RAVER2"
"MIAT" "MIAT"
"MYCBP2" "MYCBP2"
"ATP2B4" "ATP2B4"
"TIFA" "TIFA"
"RGS16" "RGS16"
"LIF" "LIF"
"SLFN12L" "SLFN12L"
"TLR3" "TLR3"
"SMTNL1" "SMTNL1"
"C5orf56" "C5orf56"
"TRANK1" "TRANK1"
"TCAF2" "TCAF2"
"HIVEP2" "HIVEP2"
"PGAP1" "PGAP1"
"RNF213" "RNF213"
"SLC38A5" "SLC38A5"
"FAM171A1" "FAM171A1"
"CHAC1" "CHAC1"
"CHRNA6" "CHRNA6"
"BHLHE40" "BHLHE40"
"PVRL3" "PVRL3"
"NDUFV2" "NDUFV2"
"SPSB1" "SPSB1"
"LNPEP" "LNPEP"
"RIF1" "RIF1"
"CMAHP" "CMAHP"
"FAM65C" "FAM65C"
"HEG1" "HEG1"
"APOBEC3F" "APOBEC3F"
"ARAP2" "ARAP2"
"TMEM237" "TMEM237"
"BBX" "BBX"
"RRAS2" "RRAS2"
"IKZF3" "IKZF3"
"ST8SIA1" "ST8SIA1"
"GIMAP5" "GIMAP5"
"SLFN5" "SLFN5"
"MIR600HG" "MIR600HG"
"ZNF860" "ZNF860"
"RAB30" "RAB30"
"FAT4" "FAT4"
"TGFBR3" "TGFBR3"
"NAALADL1" "NAALADL1"
"MGAT3" "MGAT3"
"PRKCZ" "PRKCZ"
"HOPX" "HOPX"
"FCRLA" "FCRLA"
"SLC2A1" "SLC2A1"
"STRBP" "STRBP"
"DENND5B" "DENND5B"
"COLGALT2" "COLGALT2"
"ZNF441" "ZNF441"
"FGFBP2" "FGFBP2"
"CCDC69" "CCDC69"
"ZFPM1" "ZFPM1"
"SLC4A4" "SLC4A4"
"PIK3CG" "PIK3CG"
"EOMES" "EOMES"
"RBL1" "RBL1"
"PLEKHF1" "PLEKHF1"
"CLSTN3" "CLSTN3"
"DAAM1" "DAAM1"
"PPP1R13B" "PPP1R13B"
"VANGL1" "VANGL1"
"STARD9" "STARD9"
"KCNQ1OT1" "KCNQ1OT1"
"EPHA1" "EPHA1"
"FRMPD3" "FRMPD3"
"NLRC3" "NLRC3"
"CELSR1" "CELSR1"
"TDO2" "TDO2"
"CD52" "CD52"
"VASH1" "VASH1"
"BMF" "BMF"
"SYNGR1" "SYNGR1"
"ZNF683" "ZNF683"
"SIAH3" "SIAH3"
"ZNF792" "ZNF792"
"PTCH1" "PTCH1"
"C16orf54" "C16orf54"
"ID3" "ID3"
"EPHA4" "EPHA4"
"SIT1" "SIT1"
"HHEX" "HHEX"
"RAP1GAP2" "RAP1GAP2"
"NMUR1" "NMUR1"
"LRRC23" "LRRC23"
"ZCCHC18" "ZCCHC18"
"CD40LG" "CD40LG"
"SNRNP25" "SNRNP25"
"PGPEP1" "PGPEP1"
"ARHGAP35" "ARHGAP35"
"LOC339988" "LOC339988"
"TMEM26" "TMEM26"
"PF4" "PF4"
"PPBP" "PPBP"
"APOC1" "APOC1"
"BHLHE41" "BHLHE41"
"C1QB" "C1QB"
"PLEKHA5" "PLEKHA5"
"CLIC5" "CLIC5"
"APOBEC3H" "APOBEC3H"
"SYNE2" "SYNE2"
"MYO1D" "MYO1D"
"FAM83G" "FAM83G"
"ASB2" "ASB2"
"PER3" "PER3"
"ITGAE" "ITGAE"
"CRACR2A" "CRACR2A"
"OCIAD2" "OCIAD2"
"SKOR1" "SKOR1"
"PCNXL2" "PCNXL2"
"CHD7" "CHD7"
"RPS21" "RPS21"
"KMT2A" "KMT2A"
"ZBED2" "ZBED2"
"SMARCD3" "SMARCD3"
"SCARNA2" "SCARNA2"
"CD96" "CD96"
"LRBA" "LRBA"
"RORA" "RORA"
"RAB11FIP5" "RAB11FIP5"
