"BMF" "BMF"
"HHEX" "HHEX"
"RAP1GAP2" "RAP1GAP2"
"NMUR1" "NMUR1"
"CD40LG" "CD40LG"
"C16orf54" "C16orf54"
"ID3" "ID3"
"EPHA4" "EPHA4"
"SIT1" "SIT1"
"SNRNP25" "SNRNP25"
"PGPEP1" "PGPEP1"
"ARHGAP35" "ARHGAP35"
"LOC339988" "LOC339988"
"VANGL1" "VANGL1"
"STARD9" "STARD9"
"KCNQ1OT1" "KCNQ1OT1"
"DAPK2" "DAPK2"
"AIM1L" "AIM1L"
"KDELR3" "KDELR3"
"HERC2" "HERC2"
"GRAMD1C" "GRAMD1C"
"CD52" "CD52"
"EPHA1" "EPHA1"
"ZNF683" "ZNF683"
"FRMPD3" "FRMPD3"
"SYNGR1" "SYNGR1"
"CLDND2" "CLDND2"
"ZNF860" "ZNF860"
"MGAT3" "MGAT3"
"PRKCZ" "PRKCZ"
"HOPX" "HOPX"
"FCRLA" "FCRLA"
"SLC2A1" "SLC2A1"
"STRBP" "STRBP"
"SLC4A4" "SLC4A4"
"PIK3CG" "PIK3CG"
"EOMES" "EOMES"
"RBL1" "RBL1"
"PLEKHF1" "PLEKHF1"
"CCDC69" "CCDC69"
"ZFPM1" "ZFPM1"
"DAAM1" "DAAM1"
"LRRC23" "LRRC23"
"ZCCHC18" "ZCCHC18"
"FAT4" "FAT4"
"TGFBR3" "TGFBR3"
"NAALADL1" "NAALADL1"
"ZNF441" "ZNF441"
"FGFBP2" "FGFBP2"
"LIF" "LIF"
"FAM171A1" "FAM171A1"
"CHAC1" "CHAC1"
"CHRNA6" "CHRNA6"
"PDSS1" "PDSS1"
"PPP4R4" "PPP4R4"
"MICAL3" "MICAL3"
"RNF43" "RNF43"
"PYCR1" "PYCR1"
"HSPG2" "HSPG2"
"GZMA" "GZMA"
"P2RX5" "P2RX5"
"PLXNB1" "PLXNB1"
"PSAT1" "PSAT1"
"IMMP1L" "IMMP1L"
"ADM2" "ADM2"
"IL32" "IL32"
"GFI1" "GFI1"
"LOC100294362" "LOC100294362"
"MEGF11" "MEGF11"
"ZBTB20" "ZBTB20"
"ZNF460" "ZNF460"
"CHRNB2" "CHRNB2"
"MIAT" "MIAT"
"SLC7A5P1" "SLC7A5P1"
"APOBEC3G" "APOBEC3G"
"LOC101927412" "LOC101927412"
"B4GALNT3" "B4GALNT3"
"EPHX4" "EPHX4"
"ITPK1-AS1" "ITPK1-AS1"
"WEE1" "WEE1"
"ADAMTS7" "ADAMTS7"
"NKG7" "NKG7"
"TRPV3" "TRPV3"
"DHRS3" "DHRS3"
"N4BP3" "N4BP3"
"VASH1" "VASH1"
"SPATS2" "SPATS2"
"TINCR" "TINCR"
"UTRN" "UTRN"
"FAM102B" "FAM102B"
"FBLN7" "FBLN7"
"GSTM3" "GSTM3"
"MIR3648-1" "MIR3648-1"
"RMRP" "RMRP"
"MIR3687-1" "MIR3687-1"
"PER3" "PER3"
"ITGAE" "ITGAE"
"KIAA1671" "KIAA1671"
"PF4" "PF4"
"DMTN" "DMTN"
"BMPR1A" "BMPR1A"
"TRAT1" "TRAT1"
"NBEAL1" "NBEAL1"
"ITM2C" "ITM2C"
"SLC38A1" "SLC38A1"
"VPREB3" "VPREB3"
"GALNT10" "GALNT10"
"HERC1" "HERC1"
"AKAP9" "AKAP9"
"ASB2" "ASB2"
"RSC1A1" "RSC1A1"
"CXCR3" "CXCR3"
"POU3F1" "POU3F1"
"MIR7161" "MIR7161"
"ANKRD36C" "ANKRD36C"
"MUC6" "MUC6"
"MALAT1" "MALAT1"
"RN7SK" "RN7SK"
"MUC5B" "MUC5B"
"SCARNA7" "SCARNA7"
"FNDC9" "FNDC9"
"SETBP1" "SETBP1"
"SCUBE3" "SCUBE3"
"ZFYVE28" "ZFYVE28"
"C12orf75" "C12orf75"
"RNA28S5" "RNA28S5"
"NXPH4" "NXPH4"
"MYRF" "MYRF"
"TOX" "TOX"
"AKR1C3" "AKR1C3"
"BTBD18" "BTBD18"
"CHD7" "CHD7"
"RPS21" "RPS21"
"KMT2A" "KMT2A"
"GUSBP4" "GUSBP4"
"LOC101927202" "LOC101927202"
"APOBEC3H" "APOBEC3H"
"SYNE2" "SYNE2"
"SKOR1" "SKOR1"
