LPS induced SNP+ v SNP-
ACSL5
ADAM19
ANXA5
ARFGAP3
ARL5B
ARMC9
ATF3
ATF5
ATP13A3
BATF2
BAZ1A
BCL2L14
BRCA2
C1QTNF1
CA2
CASP1
CCL1
CCL2
CCL7
CCL8
CCR1
CCRL2
CD109
CD163
CD209
CD274
CD276
CD36
CD80
CEBPB
CFH
CHST7
CKB
CLEC7A
CLIC2
CMKLR1
COL23A1
COTL1
CPED1
CPM
CREM
CRIM1
CRLF2
CSF1R
CST3
CTSB
CTSD
CTSL
CTSZ
CTTNBP2NL
CXCL1
CXCL11
CYP1B1
CYP27B1
DAGLA
DFNA5
DNAJB5
DNAJC3
DOCK4
DOT1L
DRAM1
DYNLT1
DYRK3
EDN1
ELK1
ELOVL7
EPHB2
ERICH3
ETV3
ETV3L
EXT1
FAM124A
FAM198B
FAM19A2
FAM20C
FBP1
FES
FFAR2
FNIP2
FPR3
FRMD4B
FSD1L
FUCA1
FXYD6
FZD1
GAA
GBP1P1
GBP4
GCH1
GJB2
GPNMB
GPR132
GPR155
GPR31
GRAMD1A
GREM1
GREM2
HES4
HK3
HLX
HRH1
HS3ST3B1
ICAM1
IDO1
IER3
IFI27
IFNG
IL10
IL12RB2
IL15RA
IL1A
IL1RN
IL27
IL4I1
IL6
INHBA
INSIG1
IRG1
ITGB8
JAK2
KCNN4
KCTD12
KMO
KYNU
LACC1
LAMA3
LGMN
LHFPL2
LILRA1
LILRA5
LILRB2
LILRB3
LINC01181
LOC101928716
LOC644090
LRP1
LRRC3
LRRC59
LSS
MAMLD1
MAP1LC3A
MAP3K7CL
MAPK6
MASTL
MB21D2
MCOLN2
MDGA1
METTL21B
MFSD2A
MGLL
MITF
MMP14
MMP19
MMP7
MPP1
MPZL1
MRAS
MREG
MT2A
MTRNR2L2
MYO10
MYO1E
MYOF
NARF
NBN
NCR3LG1
NCS1
NEURL3
NINJ1
NLN
NPL
NR4A3
NRIP3
NRP2
OSMR
P2RX4
P2RX7
P2RY6
PDCD1
PDE4B
PDGFRL
PELI1
PGAP1
PHLDB1
PLA2G4A
PLA2G7
PLD1
PMP22
PRR5
PSTPIP2
PVRL2
RAB20
RAB31
RANBP3L
RAPGEF2
RASSF4
RCAN1
RDX
RGL1
RHOU
RIN2
RIPK2
RNF144B
RPS6KA5
RSAD2
SAMD4A
SCARF1
SCN1B
SDS
SERPINB9
SIGLEC1
SIPA1L2
SLAMF7
SLAMF8
SLC11A2
SLC15A3
SLC1A3
SLC2A6
SLC37A2
SLC39A11
SLC39A8
SLC43A3
SLC7A11
SLC7A5
SLC8A1
SLCO2B1
SMPDL3A
SOD2
SPRED1
SRC
SSTR2
ST3GAL1
ST3GAL6
STAB1
SYNPO2
TBC1D8
TBC1D9
TDRD6
TGFBI
TJP2
TLDC2
TLR4
TMEM106A
TMEM150B
TMEM51
TNFAIP2
TNFRSF9
TNFSF10
TNFSF13B
TNFSF15
TNFSF9
TNIP3
TNS1
TNS3
TP53INP2
TPM4
TREM2
TUBB6
TXN
UBASH3B
UBE2S
UBTD2
WARS
WTAP
XBP1
XRN1
ZC3H12C
ZMIZ1-AS1
ZNRF1
ZNRF2
