"V1" "counts" "type" "size"
"ENSG00000000003" 80 "exp" "-pA<15"
"ENSG00000000419" 92 "exp" "-pA<15"
"ENSG00000001036" 68 "exp" "-pA<15"
"ENSG00000001084" 57 "exp" "-pA<15"
"ENSG00000003436" 153 "exp" "-pA<15"
"ENSG00000004142" 73 "exp" "-pA<15"
"ENSG00000004455" 183 "exp" "-pA<15"
"ENSG00000004487" 101 "exp" "-pA<15"
"ENSG00000004779" 128 "exp" "-pA<15"
"ENSG00000004897" 95 "exp" "-pA<15"
"ENSG00000004961" 54 "exp" "-pA<15"
"ENSG00000005022" 150 "exp" "-pA<15"
"ENSG00000005059" 45 "exp" "-pA<15"
"ENSG00000005700" 63 "exp" "-pA<15"
"ENSG00000005889" 145 "exp" "-pA<15"
"ENSG00000005893" 103 "exp" "-pA<15"
"ENSG00000006007" 72 "exp" "-pA<15"
"ENSG00000006652" 123 "exp" "-pA<15"
"ENSG00000007168" 138 "exp" "-pA<15"
"ENSG00000008018" 121 "exp" "-pA<15"
"ENSG00000008130" 57 "exp" "-pA<15"
"ENSG00000008324" 58 "exp" "-pA<15"
"ENSG00000008394" 154 "exp" "-pA<15"
"ENSG00000008952" 100 "exp" "-pA<15"
"ENSG00000008988" 294 "exp" "-pA<15"
"ENSG00000009307" 315 "exp" "-pA<15"
"ENSG00000010244" 137 "exp" "-pA<15"
"ENSG00000010256" 104 "exp" "-pA<15"
"ENSG00000010270" 68 "exp" "-pA<15"
"ENSG00000010278" 84 "exp" "-pA<15"
"ENSG00000010292" 190 "exp" "-pA<15"
"ENSG00000011304" 133 "exp" "-pA<15"
"ENSG00000011426" 184 "exp" "-pA<15"
"ENSG00000013275" 80 "exp" "-pA<15"
"ENSG00000013306" 65 "exp" "-pA<15"
"ENSG00000014641" 117 "exp" "-pA<15"
"ENSG00000015479" 235 "exp" "-pA<15"
"ENSG00000017260" 85 "exp" "-pA<15"
"ENSG00000018408" 65 "exp" "-pA<15"
"ENSG00000018510" 181 "exp" "-pA<15"
"ENSG00000021355" 59 "exp" "-pA<15"
"ENSG00000021826" 408 "exp" "-pA<15"
"ENSG00000022277" 58 "exp" "-pA<15"
"ENSG00000023228" 128 "exp" "-pA<15"
"ENSG00000023287" 116 "exp" "-pA<15"
"ENSG00000023572" 58 "exp" "-pA<15"
"ENSG00000023734" 153 "exp" "-pA<15"
"ENSG00000023909" 139 "exp" "-pA<15"
"ENSG00000024526" 114 "exp" "-pA<15"
"ENSG00000026025" 272 "exp" "-pA<15"
"ENSG00000026508" 193 "exp" "-pA<15"
"ENSG00000028839" 60 "exp" "-pA<15"
"ENSG00000029363" 242 "exp" "-pA<15"
"ENSG00000029364" 82 "exp" "-pA<15"
"ENSG00000029725" 83 "exp" "-pA<15"
"ENSG00000029993" 85 "exp" "-pA<15"
"ENSG00000030066" 189 "exp" "-pA<15"
"ENSG00000031698" 191 "exp" "-pA<15"
"ENSG00000033178" 115 "exp" "-pA<15"
"ENSG00000034510" 263 "exp" "-pA<15"
"ENSG00000034713" 89 "exp" "-pA<15"
"ENSG00000035862" 69 "exp" "-pA<15"
"ENSG00000036549" 119 "exp" "-pA<15"
"ENSG00000037241" 111 "exp" "-pA<15"
"ENSG00000037474" 138 "exp" "-pA<15"
"ENSG00000039560" 103 "exp" "-pA<15"
