"V1" "counts" "type" "size"
"ENSG00000000003" 105 "exp" "-pA<15"
"ENSG00000000419" 172 "exp" "-pA<15"
"ENSG00000000971" 111 "exp" "-pA<15"
"ENSG00000001036" 102 "exp" "-pA<15"
"ENSG00000001084" 75 "exp" "-pA<15"
"ENSG00000001497" 84 "exp" "-pA<15"
"ENSG00000001629" 83 "exp" "-pA<15"
"ENSG00000002549" 61 "exp" "-pA<15"
"ENSG00000003096" 48 "exp" "-pA<15"
"ENSG00000003436" 220 "exp" "-pA<15"
"ENSG00000004142" 78 "exp" "-pA<15"
"ENSG00000004455" 253 "exp" "-pA<15"
"ENSG00000004478" 66 "exp" "-pA<15"
"ENSG00000004487" 94 "exp" "-pA<15"
"ENSG00000004534" 69 "exp" "-pA<15"
"ENSG00000004766" 46 "exp" "-pA<15"
"ENSG00000004779" 187 "exp" "-pA<15"
"ENSG00000004799" 71 "exp" "-pA<15"
"ENSG00000004864" 67 "exp" "-pA<15"
"ENSG00000004897" 95 "exp" "-pA<15"
"ENSG00000004961" 54 "exp" "-pA<15"
"ENSG00000005022" 209 "exp" "-pA<15"
"ENSG00000005059" 45 "exp" "-pA<15"
"ENSG00000005075" 88 "exp" "-pA<15"
"ENSG00000005194" 95 "exp" "-pA<15"
"ENSG00000005436" 73 "exp" "-pA<15"
"ENSG00000005700" 55 "exp" "-pA<15"
"ENSG00000005810" 78 "exp" "-pA<15"
"ENSG00000005889" 164 "exp" "-pA<15"
"ENSG00000005893" 122 "exp" "-pA<15"
"ENSG00000005955" 67 "exp" "-pA<15"
"ENSG00000006007" 108 "exp" "-pA<15"
"ENSG00000006282" 52 "exp" "-pA<15"
"ENSG00000006327" 70 "exp" "-pA<15"
"ENSG00000006534" 104 "exp" "-pA<15"
"ENSG00000006576" 50 "exp" "-pA<15"
"ENSG00000006625" 96 "exp" "-pA<15"
"ENSG00000006652" 206 "exp" "-pA<15"
"ENSG00000006704" 86 "exp" "-pA<15"
"ENSG00000007038" 93 "exp" "-pA<15"
"ENSG00000007168" 177 "exp" "-pA<15"
"ENSG00000007202" 95 "exp" "-pA<15"
"ENSG00000007392" 53 "exp" "-pA<15"
"ENSG00000008018" 142 "exp" "-pA<15"
"ENSG00000008130" 63 "exp" "-pA<15"
"ENSG00000008294" 125 "exp" "-pA<15"
"ENSG00000008324" 73 "exp" "-pA<15"
"ENSG00000008394" 203 "exp" "-pA<15"
"ENSG00000008952" 113 "exp" "-pA<15"
"ENSG00000008988" 324 "exp" "-pA<15"
"ENSG00000009307" 347 "exp" "-pA<15"
"ENSG00000009335" 98 "exp" "-pA<15"
"ENSG00000009844" 99 "exp" "-pA<15"
"ENSG00000009954" 121 "exp" "-pA<15"
"ENSG00000010017" 60 "exp" "-pA<15"
"ENSG00000010072" 68 "exp" "-pA<15"
"ENSG00000010219" 51 "exp" "-pA<15"
"ENSG00000010244" 197 "exp" "-pA<15"
"ENSG00000010256" 95 "exp" "-pA<15"
"ENSG00000010270" 90 "exp" "-pA<15"
"ENSG00000010278" 96 "exp" "-pA<15"
"ENSG00000010292" 256 "exp" "-pA<15"
"ENSG00000011007" 93 "exp" "-pA<15"
"ENSG00000011198" 66 "exp" "-pA<15"
"ENSG00000011260" 64 "exp" "-pA<15"
"ENSG00000011295" 71 "exp" "-pA<15"
"ENSG00000011304" 107 "exp" "-pA<15"
"ENSG00000011405" 127 "exp" "-pA<15"
