"V1" "counts" "type" "size"
"ENSG00000000003" 589 "exp" "<15"
"ENSG00000000419" 822 "exp" "<15"
"ENSG00000000971" 560 "exp" "<15"
"ENSG00000001036" 672 "exp" "<15"
"ENSG00000001084" 491 "exp" "<15"
"ENSG00000001167" 146 "exp" "<15"
"ENSG00000001461" 126 "exp" "<15"
"ENSG00000001497" 380 "exp" "<15"
"ENSG00000001629" 408 "exp" "<15"
"ENSG00000001631" 376 "exp" "<15"
"ENSG00000002549" 344 "exp" "<15"
"ENSG00000002822" 133 "exp" "<15"
"ENSG00000003096" 362 "exp" "<15"
"ENSG00000003436" 1125 "exp" "<15"
"ENSG00000003509" 151 "exp" "<15"
"ENSG00000003756" 493 "exp" "<15"
"ENSG00000004142" 611 "exp" "<15"
"ENSG00000004455" 1501 "exp" "<15"
"ENSG00000004478" 385 "exp" "<15"
"ENSG00000004487" 696 "exp" "<15"
"ENSG00000004534" 511 "exp" "<15"
"ENSG00000004700" 389 "exp" "<15"
"ENSG00000004766" 329 "exp" "<15"
"ENSG00000004779" 2835 "exp" "<15"
"ENSG00000004799" 604 "exp" "<15"
"ENSG00000004864" 425 "exp" "<15"
"ENSG00000004866" 207 "exp" "<15"
"ENSG00000004897" 585 "exp" "<15"
"ENSG00000004961" 363 "exp" "<15"
"ENSG00000004975" 216 "exp" "<15"
"ENSG00000005022" 4417 "exp" "<15"
"ENSG00000005059" 597 "exp" "<15"
"ENSG00000005075" 291 "exp" "<15"
"ENSG00000005102" 86 "exp" "<15"
"ENSG00000005175" 358 "exp" "<15"
"ENSG00000005194" 359 "exp" "<15"
"ENSG00000005302" 178 "exp" "<15"
"ENSG00000005339" 318 "exp" "<15"
"ENSG00000005436" 386 "exp" "<15"
"ENSG00000005448" 64 "exp" "<15"
"ENSG00000005483" 527 "exp" "<15"
"ENSG00000005486" 155 "exp" "<15"
"ENSG00000005700" 551 "exp" "<15"
"ENSG00000005810" 553 "exp" "<15"
"ENSG00000005812" 463 "exp" "<15"
"ENSG00000005889" 1175 "exp" "<15"
"ENSG00000005893" 747 "exp" "<15"
"ENSG00000005955" 428 "exp" "<15"
"ENSG00000006007" 729 "exp" "<15"
"ENSG00000006015" 131 "exp" "<15"
"ENSG00000006194" 231 "exp" "<15"
