"V1" "counts" "type" "size"
"ENSG00000000003" 642 "exp" "<15"
"ENSG00000000419" 1061 "exp" "<15"
"ENSG00000000971" 813 "exp" "<15"
"ENSG00000001036" 754 "exp" "<15"
"ENSG00000001084" 507 "exp" "<15"
"ENSG00000001461" 152 "exp" "<15"
"ENSG00000001497" 642 "exp" "<15"
"ENSG00000001629" 732 "exp" "<15"
"ENSG00000001631" 369 "exp" "<15"
"ENSG00000002549" 487 "exp" "<15"
"ENSG00000002746" 55 "exp" "<15"
"ENSG00000003096" 729 "exp" "<15"
"ENSG00000003436" 1684 "exp" "<15"
"ENSG00000003509" 124 "exp" "<15"
"ENSG00000003756" 476 "exp" "<15"
"ENSG00000003989" 345 "exp" "<15"
"ENSG00000004142" 675 "exp" "<15"
"ENSG00000004455" 2282 "exp" "<15"
"ENSG00000004478" 499 "exp" "<15"
"ENSG00000004487" 1292 "exp" "<15"
"ENSG00000004534" 463 "exp" "<15"
"ENSG00000004660" 254 "exp" "<15"
"ENSG00000004700" 591 "exp" "<15"
"ENSG00000004766" 404 "exp" "<15"
"ENSG00000004779" 3784 "exp" "<15"
"ENSG00000004799" 741 "exp" "<15"
"ENSG00000004864" 548 "exp" "<15"
"ENSG00000004866" 355 "exp" "<15"
"ENSG00000004897" 1041 "exp" "<15"
"ENSG00000004961" 532 "exp" "<15"
"ENSG00000004975" 187 "exp" "<15"
"ENSG00000005022" 6063 "exp" "<15"
"ENSG00000005059" 605 "exp" "<15"
"ENSG00000005075" 357 "exp" "<15"
"ENSG00000005102" 42 "exp" "<15"
"ENSG00000005156" 188 "exp" "<15"
"ENSG00000005175" 425 "exp" "<15"
"ENSG00000005194" 532 "exp" "<15"
"ENSG00000005302" 132 "exp" "<15"
"ENSG00000005339" 403 "exp" "<15"
"ENSG00000005436" 658 "exp" "<15"
"ENSG00000005448" 57 "exp" "<15"
"ENSG00000005469" 64 "exp" "<15"
"ENSG00000005483" 748 "exp" "<15"
"ENSG00000005486" 135 "exp" "<15"
"ENSG00000005700" 799 "exp" "<15"
"ENSG00000005801" 349 "exp" "<15"
"ENSG00000005810" 1069 "exp" "<15"
"ENSG00000005812" 764 "exp" "<15"
"ENSG00000005882" 82 "exp" "<15"
"ENSG00000005889" 1592 "exp" "<15"
"ENSG00000005893" 1093 "exp" "<15"
"ENSG00000005955" 623 "exp" "<15"
"ENSG00000006007" 1095 "exp" "<15"
"ENSG00000006015" 104 "exp" "<15"
"ENSG00000006114" 315 "exp" "<15"
"ENSG00000006125" 1280 "exp" "<15"
"ENSG00000006282" 443 "exp" "<15"
"ENSG00000006327" 308 "exp" "<15"
"ENSG00000006451" 393 "exp" "<15"
"ENSG00000006453" 180 "exp" "<15"
"ENSG00000006534" 606 "exp" "<15"
"ENSG00000006576" 345 "exp" "<15"
"ENSG00000006625" 558 "exp" "<15"
"ENSG00000006634" 1180 "exp" "<15"
"ENSG00000006638" 72 "exp" "<15"
"ENSG00000006652" 1279 "exp" "<15"
"ENSG00000006695" 519 "exp" "<15"
"ENSG00000006704" 962 "exp" "<15"
"ENSG00000006712" 201 "exp" "<15"
"ENSG00000006715" 401 "exp" "<15"
"ENSG00000006744" 830 "exp" "<15"
"ENSG00000006757" 86 "exp" "<15"
"ENSG00000007038" 438 "exp" "<15"
"ENSG00000007168" 1611 "exp" "<15"
"ENSG00000007202" 947 "exp" "<15"
"ENSG00000007341" 410 "exp" "<15"
"ENSG00000007372" 337 "exp" "<15"
"ENSG00000007392" 309 "exp" "<15"
"ENSG00000008018" 3250 "exp" "<15"
"ENSG00000008083" 228 "exp" "<15"
"ENSG00000008130" 511 "exp" "<15"
"ENSG00000008256" 144 "exp" "<15"
"ENSG00000008277" 207 "exp" "<15"
"ENSG00000008282" 425 "exp" "<15"
"ENSG00000008283" 227 "exp" "<15"
"ENSG00000008294" 720 "exp" "<15"
"ENSG00000008324" 659 "exp" "<15"
"ENSG00000008394" 2437 "exp" "<15"
"ENSG00000008405" 258 "exp" "<15"
"ENSG00000008441" 119 "exp" "<15"
"ENSG00000008513" 363 "exp" "<15"
"ENSG00000008869" 297 "exp" "<15"
"ENSG00000008952" 1172 "exp" "<15"
"ENSG00000008988" 36614 "exp" "<15"
"ENSG00000009307" 4800 "exp" "<15"
"ENSG00000009335" 559 "exp" "<15"
"ENSG00000009780" 277 "exp" "<15"
"ENSG00000009844" 429 "exp" "<15"
"ENSG00000009954" 1175 "exp" "<15"
"ENSG00000010017" 439 "exp" "<15"
"ENSG00000010072" 468 "exp" "<15"
"ENSG00000010165" 100 "exp" "<15"
"ENSG00000010219" 237 "exp" "<15"
"ENSG00000010244" 1408 "exp" "<15"
"ENSG00000010256" 893 "exp" "<15"
"ENSG00000010270" 837 "exp" "<15"
"ENSG00000010278" 1939 "exp" "<15"
"ENSG00000010292" 2956 "exp" "<15"
"ENSG00000010404" 301 "exp" "<15"
"ENSG00000010539" 96 "exp" "<15"
"ENSG00000010810" 258 "exp" "<15"
"ENSG00000010932" 156 "exp" "<15"
"ENSG00000011007" 656 "exp" "<15"
"ENSG00000011028" 314 "exp" "<15"
"ENSG00000011143" 224 "exp" "<15"
"ENSG00000011198" 690 "exp" "<15"
"ENSG00000011201" 232 "exp" "<15"
"ENSG00000011260" 403 "exp" "<15"
"ENSG00000011275" 670 "exp" "<15"
"ENSG00000011295" 429 "exp" "<15"
"ENSG00000011304" 1488 "exp" "<15"
"ENSG00000011405" 1473 "exp" "<15"
"ENSG00000011422" 579 "exp" "<15"
"ENSG00000011426" 3502 "exp" "<15"
"ENSG00000011451" 137 "exp" "<15"
"ENSG00000012048" 658 "exp" "<15"
"ENSG00000012061" 182 "exp" "<15"
"ENSG00000012174" 253 "exp" "<15"
"ENSG00000012660" 1509 "exp" "<15"
"ENSG00000012963" 311 "exp" "<15"
"ENSG00000012983" 470 "exp" "<15"
"ENSG00000013275" 1724 "exp" "<15"
"ENSG00000013306" 631 "exp" "<15"
"ENSG00000013374" 161 "exp" "<15"
"ENSG00000013375" 308 "exp" "<15"
"ENSG00000013441" 1432 "exp" "<15"
"ENSG00000013503" 419 "exp" "<15"
"ENSG00000013561" 327 "exp" "<15"
"ENSG00000013583" 86 "exp" "<15"
"ENSG00000013588" 677 "exp" "<15"
"ENSG00000013810" 317 "exp" "<15"
"ENSG00000014123" 342 "exp" "<15"
"ENSG00000014138" 692 "exp" "<15"
"ENSG00000014216" 107 "exp" "<15"
"ENSG00000014641" 3417 "exp" "<15"
"ENSG00000014824" 676 "exp" "<15"
"ENSG00000014919" 354 "exp" "<15"
"ENSG00000015133" 137 "exp" "<15"
"ENSG00000015153" 167 "exp" "<15"
"ENSG00000015171" 548 "exp" "<15"
"ENSG00000015475" 348 "exp" "<15"
"ENSG00000015479" 2882 "exp" "<15"
"ENSG00000016864" 422 "exp" "<15"
"ENSG00000017260" 1012 "exp" "<15"
"ENSG00000017483" 404 "exp" "<15"
"ENSG00000017797" 346 "exp" "<15"
"ENSG00000018408" 695 "exp" "<15"
"ENSG00000018510" 2022 "exp" "<15"
"ENSG00000018610" 184 "exp" "<15"
"ENSG00000018699" 269 "exp" "<15"
"ENSG00000019549" 462 "exp" "<15"
"ENSG00000020256" 381 "exp" "<15"
"ENSG00000020426" 237 "exp" "<15"
"ENSG00000020922" 403 "exp" "<15"
"ENSG00000021355" 523 "exp" "<15"
"ENSG00000021574" 216 "exp" "<15"
"ENSG00000021776" 852 "exp" "<15"
"ENSG00000021826" 6018 "exp" "<15"
"ENSG00000022267" 178 "exp" "<15"
"ENSG00000022277" 556 "exp" "<15"
"ENSG00000022840" 290 "exp" "<15"
"ENSG00000023041" 782 "exp" "<15"
"ENSG00000023191" 301 "exp" "<15"
"ENSG00000023228" 1322 "exp" "<15"
"ENSG00000023287" 1562 "exp" "<15"
"ENSG00000023318" 898 "exp" "<15"
"ENSG00000023516" 416 "exp" "<15"
"ENSG00000023572" 799 "exp" "<15"
"ENSG00000023608" 181 "exp" "<15"
"ENSG00000023697" 749 "exp" "<15"
"ENSG00000023734" 4481 "exp" "<15"
"ENSG00000023909" 1436 "exp" "<15"
"ENSG00000024048" 399 "exp" "<15"
"ENSG00000024422" 164 "exp" "<15"
"ENSG00000024526" 1233 "exp" "<15"
"ENSG00000025293" 593 "exp" "<15"
"ENSG00000025770" 257 "exp" "<15"
"ENSG00000025772" 333 "exp" "<15"
"ENSG00000025796" 564 "exp" "<15"
"ENSG00000025800" 432 "exp" "<15"
"ENSG00000026025" 29652 "exp" "<15"
"ENSG00000026103" 136 "exp" "<15"
"ENSG00000026297" 101 "exp" "<15"
"ENSG00000026508" 2356 "exp" "<15"
"ENSG00000027001" 456 "exp" "<15"
"ENSG00000027697" 1102 "exp" "<15"
"ENSG00000027847" 158 "exp" "<15"
"ENSG00000028203" 488 "exp" "<15"
"ENSG00000028310" 1060 "exp" "<15"
"ENSG00000028528" 237 "exp" "<15"
"ENSG00000028839" 808 "exp" "<15"
"ENSG00000029153" 65 "exp" "<15"
"ENSG00000029363" 2578 "exp" "<15"
"ENSG00000029364" 933 "exp" "<15"
"ENSG00000029725" 853 "exp" "<15"
"ENSG00000029993" 855 "exp" "<15"
"ENSG00000030066" 2145 "exp" "<15"
"ENSG00000030419" 186 "exp" "<15"
"ENSG00000031691" 350 "exp" "<15"
"ENSG00000031698" 3644 "exp" "<15"
"ENSG00000031823" 319 "exp" "<15"
"ENSG00000033050" 367 "exp" "<15"
"ENSG00000033170" 198 "exp" "<15"
"ENSG00000033178" 1294 "exp" "<15"
"ENSG00000033867" 1043 "exp" "<15"
"ENSG00000034063" 566 "exp" "<15"
"ENSG00000034510" 22678 "exp" "<15"
"ENSG00000034677" 759 "exp" "<15"
"ENSG00000034693" 242 "exp" "<15"
"ENSG00000034713" 3004 "exp" "<15"
"ENSG00000035141" 215 "exp" "<15"
"ENSG00000035403" 1399 "exp" "<15"
"ENSG00000035499" 753 "exp" "<15"
"ENSG00000035687" 575 "exp" "<15"
"ENSG00000035862" 679 "exp" "<15"
"ENSG00000035928" 827 "exp" "<15"
"ENSG00000036054" 661 "exp" "<15"
"ENSG00000036257" 602 "exp" "<15"
"ENSG00000036549" 1552 "exp" "<15"
"ENSG00000037241" 1976 "exp" "<15"
"ENSG00000037474" 1432 "exp" "<15"
"ENSG00000037637" 171 "exp" "<15"
"ENSG00000037749" 489 "exp" "<15"
"ENSG00000037897" 159 "exp" "<15"
"ENSG00000038210" 267 "exp" "<15"
"ENSG00000038219" 834 "exp" "<15"
"ENSG00000038274" 971 "exp" "<15"
"ENSG00000038295" 393 "exp" "<15"
"ENSG00000038382" 2205 "exp" "<15"
"ENSG00000039123" 652 "exp" "<15"
"ENSG00000039319" 993 "exp" "<15"
"ENSG00000039560" 1314 "exp" "<15"
"ENSG00000039650" 283 "exp" "<15"
"ENSG00000040199" 213 "exp" "<15"
"ENSG00000040275" 1720 "exp" "<15"
"ENSG00000040633" 273 "exp" "<15"
"ENSG00000041353" 265 "exp" "<15"
"ENSG00000041357" 2448 "exp" "<15"
"ENSG00000041802" 407 "exp" "<15"
"ENSG00000041982" 122 "exp" "<15"
"ENSG00000042088" 369 "exp" "<15"
"ENSG00000042286" 68 "exp" "<15"
"ENSG00000042445" 292 "exp" "<15"
"ENSG00000042493" 233 "exp" "<15"
"ENSG00000042753" 779 "exp" "<15"
"ENSG00000043093" 926 "exp" "<15"
"ENSG00000043143" 302 "exp" "<15"
"ENSG00000043514" 679 "exp" "<15"
"ENSG00000044115" 3964 "exp" "<15"
"ENSG00000044446" 139 "exp" "<15"
"ENSG00000044459" 432 "exp" "<15"
"ENSG00000044574" 2202 "exp" "<15"
"ENSG00000046604" 748 "exp" "<15"
"ENSG00000046651" 507 "exp" "<15"
"ENSG00000046653" 193 "exp" "<15"
"ENSG00000047188" 649 "exp" "<15"
"ENSG00000047230" 299 "exp" "<15"
"ENSG00000047249" 302 "exp" "<15"
"ENSG00000047346" 181 "exp" "<15"
"ENSG00000047365" 258 "exp" "<15"
"ENSG00000047410" 2025 "exp" "<15"
"ENSG00000047621" 294 "exp" "<15"
"ENSG00000047644" 133 "exp" "<15"
"ENSG00000047849" 819 "exp" "<15"
"ENSG00000047932" 906 "exp" "<15"
"ENSG00000048162" 162 "exp" "<15"
"ENSG00000048342" 530 "exp" "<15"
"ENSG00000048392" 112 "exp" "<15"
"ENSG00000048405" 462 "exp" "<15"
"ENSG00000048544" 376 "exp" "<15"
"ENSG00000048649" 568 "exp" "<15"
"ENSG00000048707" 329 "exp" "<15"
"ENSG00000048828" 1043 "exp" "<15"
"ENSG00000048991" 525 "exp" "<15"
"ENSG00000049130" 446 "exp" "<15"
"ENSG00000049167" 201 "exp" "<15"
"ENSG00000049192" 673 "exp" "<15"
"ENSG00000049245" 736 "exp" "<15"
"ENSG00000049449" 1003 "exp" "<15"
"ENSG00000049541" 449 "exp" "<15"
"ENSG00000049618" 507 "exp" "<15"
"ENSG00000049656" 3044 "exp" "<15"
"ENSG00000049860" 279 "exp" "<15"
"ENSG00000049883" 181 "exp" "<15"
"ENSG00000050393" 791 "exp" "<15"
"ENSG00000050405" 770 "exp" "<15"
"ENSG00000050748" 301 "exp" "<15"
"ENSG00000050820" 128 "exp" "<15"
"ENSG00000051108" 535 "exp" "<15"
"ENSG00000051596" 485 "exp" "<15"
"ENSG00000051620" 411 "exp" "<15"
"ENSG00000051825" 1112 "exp" "<15"
"ENSG00000052126" 605 "exp" "<15"
"ENSG00000052723" 878 "exp" "<15"
"ENSG00000052749" 179 "exp" "<15"
"ENSG00000052802" 2053 "exp" "<15"
"ENSG00000053254" 248 "exp" "<15"
"ENSG00000053371" 309 "exp" "<15"
"ENSG00000053372" 501 "exp" "<15"
"ENSG00000053501" 431 "exp" "<15"
"ENSG00000053770" 508 "exp" "<15"
"ENSG00000053900" 668 "exp" "<15"
"ENSG00000054116" 671 "exp" "<15"
"ENSG00000054118" 716 "exp" "<15"
"ENSG00000054148" 650 "exp" "<15"
"ENSG00000054267" 759 "exp" "<15"
"ENSG00000054523" 829 "exp" "<15"
"ENSG00000054965" 356 "exp" "<15"
"ENSG00000055044" 4249 "exp" "<15"
"ENSG00000055070" 364 "exp" "<15"
"ENSG00000055130" 481 "exp" "<15"
"ENSG00000055147" 144 "exp" "<15"
"ENSG00000055163" 276 "exp" "<15"
"ENSG00000055211" 472 "exp" "<15"
"ENSG00000055332" 799 "exp" "<15"
"ENSG00000055917" 607 "exp" "<15"
"ENSG00000055950" 604 "exp" "<15"
"ENSG00000056050" 724 "exp" "<15"
"ENSG00000056097" 2119 "exp" "<15"
"ENSG00000056586" 1377 "exp" "<15"
"ENSG00000056972" 644 "exp" "<15"
"ENSG00000057019" 559 "exp" "<15"
"ENSG00000057252" 563 "exp" "<15"
"ENSG00000057608" 5003 "exp" "<15"
"ENSG00000057663" 1135 "exp" "<15"
"ENSG00000057757" 426 "exp" "<15"
"ENSG00000057935" 293 "exp" "<15"
"ENSG00000058056" 268 "exp" "<15"
"ENSG00000058063" 207 "exp" "<15"
"ENSG00000058091" 410 "exp" "<15"
"ENSG00000058262" 828 "exp" "<15"
"ENSG00000058272" 873 "exp" "<15"
"ENSG00000058600" 693 "exp" "<15"
"ENSG00000058668" 271 "exp" "<15"
"ENSG00000058673" 951 "exp" "<15"
"ENSG00000058729" 264 "exp" "<15"
"ENSG00000058799" 226 "exp" "<15"
"ENSG00000058804" 1161 "exp" "<15"
"ENSG00000059145" 152 "exp" "<15"
"ENSG00000059573" 938 "exp" "<15"
"ENSG00000059588" 260 "exp" "<15"
"ENSG00000059691" 158 "exp" "<15"
"ENSG00000059728" 185 "exp" "<15"
"ENSG00000059758" 385 "exp" "<15"
"ENSG00000060138" 1300 "exp" "<15"
"ENSG00000060237" 1547 "exp" "<15"
"ENSG00000060339" 1133 "exp" "<15"
"ENSG00000060688" 927 "exp" "<15"
"ENSG00000060749" 1001 "exp" "<15"
"ENSG00000060762" 625 "exp" "<15"
"ENSG00000060982" 800 "exp" "<15"
"ENSG00000061676" 3147 "exp" "<15"
"ENSG00000061794" 914 "exp" "<15"
"ENSG00000062194" 812 "exp" "<15"
"ENSG00000062485" 2313 "exp" "<15"
"ENSG00000062598" 127 "exp" "<15"
"ENSG00000062650" 559 "exp" "<15"
"ENSG00000062716" 10128 "exp" "<15"
"ENSG00000062725" 372 "exp" "<15"
"ENSG00000062822" 105 "exp" "<15"
"ENSG00000063046" 2429 "exp" "<15"
"ENSG00000063177" 7049 "exp" "<15"
"ENSG00000063244" 496 "exp" "<15"
"ENSG00000063322" 212 "exp" "<15"
"ENSG00000063601" 363 "exp" "<15"
"ENSG00000063978" 622 "exp" "<15"
"ENSG00000064012" 733 "exp" "<15"
"ENSG00000064042" 3280 "exp" "<15"
"ENSG00000064102" 1373 "exp" "<15"
"ENSG00000064115" 652 "exp" "<15"
"ENSG00000064205" 247 "exp" "<15"
"ENSG00000064313" 626 "exp" "<15"
"ENSG00000064393" 406 "exp" "<15"
"ENSG00000064545" 168 "exp" "<15"
"ENSG00000064651" 607 "exp" "<15"
"ENSG00000064652" 167 "exp" "<15"
"ENSG00000064703" 443 "exp" "<15"
"ENSG00000064726" 801 "exp" "<15"
"ENSG00000064763" 97 "exp" "<15"
"ENSG00000064933" 401 "exp" "<15"
"ENSG00000064961" 232 "exp" "<15"
"ENSG00000064995" 289 "exp" "<15"
"ENSG00000065029" 87 "exp" "<15"
"ENSG00000065054" 177 "exp" "<15"
"ENSG00000065057" 177 "exp" "<15"
"ENSG00000065060" 254 "exp" "<15"
"ENSG00000065135" 1793 "exp" "<15"
"ENSG00000065150" 3796 "exp" "<15"
"ENSG00000065154" 184 "exp" "<15"
"ENSG00000065183" 1246 "exp" "<15"
"ENSG00000065243" 1016 "exp" "<15"
"ENSG00000065308" 370 "exp" "<15"
"ENSG00000065325" 654 "exp" "<15"
"ENSG00000065328" 305 "exp" "<15"
"ENSG00000065357" 177 "exp" "<15"
"ENSG00000065427" 2986 "exp" "<15"
"ENSG00000065457" 205 "exp" "<15"
"ENSG00000065485" 263 "exp" "<15"
"ENSG00000065518" 1073 "exp" "<15"
"ENSG00000065534" 139 "exp" "<15"
"ENSG00000065548" 1599 "exp" "<15"
"ENSG00000065613" 1123 "exp" "<15"
"ENSG00000065615" 268 "exp" "<15"
"ENSG00000065621" 189 "exp" "<15"
"ENSG00000065802" 247 "exp" "<15"
"ENSG00000065809" 1215 "exp" "<15"
"ENSG00000065833" 991 "exp" "<15"
"ENSG00000065882" 197 "exp" "<15"
"ENSG00000065883" 670 "exp" "<15"
"ENSG00000065911" 874 "exp" "<15"
"ENSG00000065978" 6391 "exp" "<15"
"ENSG00000066027" 226 "exp" "<15"
"ENSG00000066044" 2221 "exp" "<15"
"ENSG00000066084" 309 "exp" "<15"
"ENSG00000066117" 469 "exp" "<15"
"ENSG00000066135" 373 "exp" "<15"
"ENSG00000066136" 291 "exp" "<15"
"ENSG00000066279" 3304 "exp" "<15"
"ENSG00000066322" 314 "exp" "<15"
"ENSG00000066379" 185 "exp" "<15"
"ENSG00000066422" 338 "exp" "<15"
"ENSG00000066427" 229 "exp" "<15"
"ENSG00000066455" 489 "exp" "<15"
"ENSG00000066557" 426 "exp" "<15"
"ENSG00000066583" 295 "exp" "<15"
"ENSG00000066651" 699 "exp" "<15"
"ENSG00000066654" 446 "exp" "<15"
"ENSG00000066697" 1142 "exp" "<15"
"ENSG00000066735" 168 "exp" "<15"
"ENSG00000066739" 476 "exp" "<15"
"ENSG00000066855" 706 "exp" "<15"
"ENSG00000066926" 358 "exp" "<15"
"ENSG00000067057" 733 "exp" "<15"
"ENSG00000067064" 1036 "exp" "<15"
"ENSG00000067066" 670 "exp" "<15"
"ENSG00000067082" 502 "exp" "<15"
"ENSG00000067167" 840 "exp" "<15"
"ENSG00000067177" 226 "exp" "<15"
"ENSG00000067182" 2442 "exp" "<15"
"ENSG00000067208" 426 "exp" "<15"
"ENSG00000067225" 18441 "exp" "<15"
"ENSG00000067248" 523 "exp" "<15"
"ENSG00000067334" 2445 "exp" "<15"
"ENSG00000067365" 138 "exp" "<15"
"ENSG00000067533" 502 "exp" "<15"
"ENSG00000067560" 5010 "exp" "<15"
"ENSG00000067596" 544 "exp" "<15"
"ENSG00000067704" 1286 "exp" "<15"
"ENSG00000067829" 560 "exp" "<15"
"ENSG00000067900" 526 "exp" "<15"
"ENSG00000067955" 356 "exp" "<15"
"ENSG00000067992" 88 "exp" "<15"
"ENSG00000068024" 114 "exp" "<15"
"ENSG00000068097" 247 "exp" "<15"
"ENSG00000068120" 359 "exp" "<15"
"ENSG00000068137" 314 "exp" "<15"
"ENSG00000068308" 355 "exp" "<15"
"ENSG00000068366" 720 "exp" "<15"
"ENSG00000068394" 126 "exp" "<15"
"ENSG00000068438" 544 "exp" "<15"
"ENSG00000068654" 397 "exp" "<15"
"ENSG00000068697" 1613 "exp" "<15"
"ENSG00000068745" 506 "exp" "<15"
"ENSG00000068793" 335 "exp" "<15"
"ENSG00000068796" 789 "exp" "<15"
"ENSG00000068878" 568 "exp" "<15"
"ENSG00000068885" 370 "exp" "<15"
"ENSG00000068912" 767 "exp" "<15"
"ENSG00000069011" 287 "exp" "<15"
"ENSG00000069248" 483 "exp" "<15"
"ENSG00000069275" 2956 "exp" "<15"
"ENSG00000069329" 1037 "exp" "<15"
"ENSG00000069345" 2905 "exp" "<15"
"ENSG00000069482" 589 "exp" "<15"
"ENSG00000069509" 289 "exp" "<15"
"ENSG00000069702" 350 "exp" "<15"
"ENSG00000069849" 1130 "exp" "<15"
"ENSG00000069869" 577 "exp" "<15"
"ENSG00000069956" 744 "exp" "<15"
"ENSG00000069966" 302 "exp" "<15"
"ENSG00000069974" 138 "exp" "<15"
"ENSG00000069998" 210 "exp" "<15"
"ENSG00000070010" 633 "exp" "<15"
"ENSG00000070061" 1051 "exp" "<15"
"ENSG00000070081" 471 "exp" "<15"
"ENSG00000070087" 1166 "exp" "<15"
"ENSG00000070214" 530 "exp" "<15"
"ENSG00000070367" 612 "exp" "<15"
"ENSG00000070404" 347 "exp" "<15"
"ENSG00000070423" 132 "exp" "<15"
"ENSG00000070495" 227 "exp" "<15"
"ENSG00000070501" 133 "exp" "<15"
"ENSG00000070669" 462 "exp" "<15"
"ENSG00000070756" 3650 "exp" "<15"
"ENSG00000070761" 326 "exp" "<15"
"ENSG00000070770" 440 "exp" "<15"
"ENSG00000070785" 526 "exp" "<15"
"ENSG00000070814" 696 "exp" "<15"
"ENSG00000070831" 4966 "exp" "<15"
"ENSG00000070882" 374 "exp" "<15"
"ENSG00000070950" 653 "exp" "<15"
"ENSG00000070961" 1119 "exp" "<15"
"ENSG00000071054" 348 "exp" "<15"
"ENSG00000071082" 91880 "exp" "<15"
"ENSG00000071127" 1964 "exp" "<15"
"ENSG00000071189" 623 "exp" "<15"
"ENSG00000071205" 229 "exp" "<15"
"ENSG00000071242" 388 "exp" "<15"
"ENSG00000071243" 303 "exp" "<15"
"ENSG00000071462" 481 "exp" "<15"
"ENSG00000071537" 373 "exp" "<15"
"ENSG00000071539" 2089 "exp" "<15"
"ENSG00000071564" 403 "exp" "<15"
"ENSG00000071626" 509 "exp" "<15"
"ENSG00000071794" 668 "exp" "<15"
"ENSG00000071859" 317 "exp" "<15"
"ENSG00000071967" 455 "exp" "<15"
"ENSG00000071994" 1137 "exp" "<15"
"ENSG00000072041" 161 "exp" "<15"
"ENSG00000072042" 1391 "exp" "<15"
"ENSG00000072110" 1048 "exp" "<15"
"ENSG00000072121" 468 "exp" "<15"
"ENSG00000072135" 204 "exp" "<15"
"ENSG00000072210" 2427 "exp" "<15"
"ENSG00000072274" 2345 "exp" "<15"
"ENSG00000072310" 949 "exp" "<15"
"ENSG00000072364" 1129 "exp" "<15"
"ENSG00000072401" 185 "exp" "<15"
"ENSG00000072415" 316 "exp" "<15"
