"V1" "counts" "type" "size"
"ENSG00000000003" 1180 "exp" "<15"
"ENSG00000000419" 3792 "exp" "<15"
"ENSG00000000971" 1393 "exp" "<15"
"ENSG00000001036" 1330 "exp" "<15"
"ENSG00000001084" 915 "exp" "<15"
"ENSG00000001167" 111 "exp" "<15"
"ENSG00000001460" 102 "exp" "<15"
"ENSG00000001461" 134 "exp" "<15"
"ENSG00000001497" 1812 "exp" "<15"
"ENSG00000001629" 1209 "exp" "<15"
"ENSG00000001631" 402 "exp" "<15"
"ENSG00000002330" 187 "exp" "<15"
"ENSG00000002549" 629 "exp" "<15"
"ENSG00000002586" 148 "exp" "<15"
"ENSG00000002746" 203 "exp" "<15"
"ENSG00000002822" 302 "exp" "<15"
"ENSG00000002919" 101 "exp" "<15"
"ENSG00000003056" 170 "exp" "<15"
"ENSG00000003096" 570 "exp" "<15"
"ENSG00000003393" 332 "exp" "<15"
"ENSG00000003402" 628 "exp" "<15"
"ENSG00000003436" 3845 "exp" "<15"
"ENSG00000003509" 123 "exp" "<15"
"ENSG00000003756" 531 "exp" "<15"
"ENSG00000003989" 197 "exp" "<15"
"ENSG00000004142" 950 "exp" "<15"
"ENSG00000004455" 4996 "exp" "<15"
"ENSG00000004478" 888 "exp" "<15"
"ENSG00000004487" 1582 "exp" "<15"
"ENSG00000004534" 738 "exp" "<15"
"ENSG00000004660" 253 "exp" "<15"
"ENSG00000004700" 822 "exp" "<15"
"ENSG00000004766" 432 "exp" "<15"
"ENSG00000004779" 5585 "exp" "<15"
"ENSG00000004799" 1156 "exp" "<15"
"ENSG00000004864" 1104 "exp" "<15"
"ENSG00000004866" 469 "exp" "<15"
"ENSG00000004897" 943 "exp" "<15"
"ENSG00000004961" 746 "exp" "<15"
"ENSG00000004975" 433 "exp" "<15"
"ENSG00000005007" 404 "exp" "<15"
"ENSG00000005020" 113 "exp" "<15"
"ENSG00000005022" 8124 "exp" "<15"
"ENSG00000005059" 829 "exp" "<15"
"ENSG00000005073" 126 "exp" "<15"
"ENSG00000005075" 1053 "exp" "<15"
"ENSG00000005100" 411 "exp" "<15"
"ENSG00000005102" 105 "exp" "<15"
"ENSG00000005156" 370 "exp" "<15"
"ENSG00000005175" 572 "exp" "<15"
"ENSG00000005194" 520 "exp" "<15"
"ENSG00000005243" 109 "exp" "<15"
"ENSG00000005302" 266 "exp" "<15"
"ENSG00000005339" 469 "exp" "<15"
"ENSG00000005436" 502 "exp" "<15"
"ENSG00000005469" 149 "exp" "<15"
"ENSG00000005483" 806 "exp" "<15"
"ENSG00000005486" 300 "exp" "<15"
"ENSG00000005700" 847 "exp" "<15"
"ENSG00000005801" 636 "exp" "<15"
"ENSG00000005810" 1078 "exp" "<15"
"ENSG00000005812" 612 "exp" "<15"
"ENSG00000005882" 295 "exp" "<15"
"ENSG00000005884" 329 "exp" "<15"
"ENSG00000005889" 3152 "exp" "<15"
"ENSG00000005893" 1391 "exp" "<15"
"ENSG00000005955" 696 "exp" "<15"
"ENSG00000006007" 1848 "exp" "<15"
"ENSG00000006015" 201 "exp" "<15"
"ENSG00000006114" 305 "exp" "<15"
"ENSG00000006125" 1781 "exp" "<15"
"ENSG00000006194" 777 "exp" "<15"
"ENSG00000006282" 509 "exp" "<15"
"ENSG00000006327" 1021 "exp" "<15"
"ENSG00000006451" 715 "exp" "<15"
"ENSG00000006453" 351 "exp" "<15"
"ENSG00000006459" 89 "exp" "<15"
"ENSG00000006468" 260 "exp" "<15"
"ENSG00000006530" 265 "exp" "<15"
"ENSG00000006534" 772 "exp" "<15"
"ENSG00000006576" 562 "exp" "<15"
"ENSG00000006611" 284 "exp" "<15"
"ENSG00000006625" 1388 "exp" "<15"
"ENSG00000006634" 852 "exp" "<15"
"ENSG00000006638" 94 "exp" "<15"
"ENSG00000006652" 2485 "exp" "<15"
"ENSG00000006695" 381 "exp" "<15"
"ENSG00000006704" 1243 "exp" "<15"
"ENSG00000006712" 454 "exp" "<15"
"ENSG00000006715" 400 "exp" "<15"
"ENSG00000006740" 119 "exp" "<15"
"ENSG00000006744" 961 "exp" "<15"
"ENSG00000006757" 289 "exp" "<15"
"ENSG00000006831" 339 "exp" "<15"
"ENSG00000007038" 1032 "exp" "<15"
"ENSG00000007168" 2505 "exp" "<15"
"ENSG00000007202" 1382 "exp" "<15"
"ENSG00000007341" 286 "exp" "<15"
"ENSG00000007372" 378 "exp" "<15"
"ENSG00000007376" 240 "exp" "<15"
"ENSG00000007392" 331 "exp" "<15"
"ENSG00000007541" 116 "exp" "<15"
"ENSG00000007545" 132 "exp" "<15"
"ENSG00000007944" 393 "exp" "<15"
"ENSG00000008018" 6156 "exp" "<15"
"ENSG00000008083" 379 "exp" "<15"
"ENSG00000008130" 638 "exp" "<15"
"ENSG00000008256" 213 "exp" "<15"
"ENSG00000008277" 216 "exp" "<15"
"ENSG00000008282" 469 "exp" "<15"
"ENSG00000008283" 313 "exp" "<15"
"ENSG00000008294" 1704 "exp" "<15"
"ENSG00000008300" 180 "exp" "<15"
"ENSG00000008324" 913 "exp" "<15"
"ENSG00000008394" 6001 "exp" "<15"
"ENSG00000008405" 382 "exp" "<15"
"ENSG00000008441" 226 "exp" "<15"
"ENSG00000008513" 380 "exp" "<15"
"ENSG00000008517" 830 "exp" "<15"
"ENSG00000008853" 169 "exp" "<15"
"ENSG00000008869" 257 "exp" "<15"
"ENSG00000008952" 1522 "exp" "<15"
"ENSG00000008988" 87647 "exp" "<15"
"ENSG00000009307" 5970 "exp" "<15"
"ENSG00000009335" 898 "exp" "<15"
"ENSG00000009780" 408 "exp" "<15"
"ENSG00000009790" 109 "exp" "<15"
"ENSG00000009844" 1430 "exp" "<15"
"ENSG00000009954" 1698 "exp" "<15"
"ENSG00000010017" 680 "exp" "<15"
"ENSG00000010072" 685 "exp" "<15"
"ENSG00000010165" 236 "exp" "<15"
"ENSG00000010219" 526 "exp" "<15"
"ENSG00000010244" 3182 "exp" "<15"
"ENSG00000010256" 1677 "exp" "<15"
"ENSG00000010270" 1297 "exp" "<15"
"ENSG00000010278" 2232 "exp" "<15"
"ENSG00000010292" 6500 "exp" "<15"
"ENSG00000010404" 333 "exp" "<15"
"ENSG00000010539" 184 "exp" "<15"
"ENSG00000010626" 139 "exp" "<15"
"ENSG00000010803" 254 "exp" "<15"
"ENSG00000010810" 246 "exp" "<15"
"ENSG00000010818" 161 "exp" "<15"
"ENSG00000010932" 274 "exp" "<15"
"ENSG00000011007" 1098 "exp" "<15"
"ENSG00000011009" 232 "exp" "<15"
"ENSG00000011028" 306 "exp" "<15"
"ENSG00000011114" 526 "exp" "<15"
"ENSG00000011143" 304 "exp" "<15"
"ENSG00000011198" 752 "exp" "<15"
"ENSG00000011201" 293 "exp" "<15"
"ENSG00000011260" 778 "exp" "<15"
"ENSG00000011275" 770 "exp" "<15"
"ENSG00000011295" 822 "exp" "<15"
"ENSG00000011304" 1234 "exp" "<15"
"ENSG00000011405" 2236 "exp" "<15"
