"V1" "counts" "type" "size"
"ENSG00000000003" 1215 "exp" "<15"
"ENSG00000000419" 4174 "exp" "<15"
"ENSG00000000971" 1273 "exp" "<15"
"ENSG00000001036" 1495 "exp" "<15"
"ENSG00000001084" 996 "exp" "<15"
"ENSG00000001461" 228 "exp" "<15"
"ENSG00000001497" 1176 "exp" "<15"
"ENSG00000001617" 167 "exp" "<15"
"ENSG00000001629" 1171 "exp" "<15"
"ENSG00000001631" 402 "exp" "<15"
"ENSG00000002016" 247 "exp" "<15"
"ENSG00000002330" 177 "exp" "<15"
"ENSG00000002549" 749 "exp" "<15"
"ENSG00000002586" 104 "exp" "<15"
"ENSG00000002746" 51 "exp" "<15"
"ENSG00000002822" 321 "exp" "<15"
"ENSG00000002919" 73 "exp" "<15"
"ENSG00000003056" 151 "exp" "<15"
"ENSG00000003096" 658 "exp" "<15"
"ENSG00000003393" 262 "exp" "<15"
"ENSG00000003402" 524 "exp" "<15"
"ENSG00000003436" 3494 "exp" "<15"
"ENSG00000003756" 718 "exp" "<15"
"ENSG00000003989" 324 "exp" "<15"
"ENSG00000004142" 1006 "exp" "<15"
"ENSG00000004455" 4569 "exp" "<15"
"ENSG00000004478" 688 "exp" "<15"
"ENSG00000004487" 1518 "exp" "<15"
"ENSG00000004534" 778 "exp" "<15"
"ENSG00000004660" 219 "exp" "<15"
"ENSG00000004700" 1194 "exp" "<15"
"ENSG00000004766" 506 "exp" "<15"
"ENSG00000004779" 5162 "exp" "<15"
"ENSG00000004799" 981 "exp" "<15"
"ENSG00000004864" 757 "exp" "<15"
"ENSG00000004866" 422 "exp" "<15"
"ENSG00000004897" 1108 "exp" "<15"
"ENSG00000004961" 602 "exp" "<15"
"ENSG00000004975" 415 "exp" "<15"
"ENSG00000005007" 348 "exp" "<15"
"ENSG00000005020" 224 "exp" "<15"
"ENSG00000005022" 8647 "exp" "<15"
"ENSG00000005059" 805 "exp" "<15"
"ENSG00000005073" 170 "exp" "<15"
"ENSG00000005075" 1068 "exp" "<15"
"ENSG00000005100" 341 "exp" "<15"
"ENSG00000005156" 223 "exp" "<15"
"ENSG00000005175" 770 "exp" "<15"
"ENSG00000005189" 159 "exp" "<15"
"ENSG00000005194" 1091 "exp" "<15"
