baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene
1	37885.4734868319	5.97106918133842	0.100921935296832	59.1652267049405	0	0	Ec.dxs
2	37898.2742904945	5.97140871815483	0.101254120986899	58.9744759023436	0	0	dxs
3	14397.3520843596	6.39084528916085	0.107805693314942	59.2811482645049	0	0	Bs.idi
4	14893.5563783737	6.41976026982615	0.106738044706839	60.1450053489207	0	0	idi
5	107694.186662132	10.739527443877	0.140982544382992	76.1762918301579	0	0	Sc.FPPS
6	13292.0641480594	5.61459880999378	0.1401380959151	40.0647573618759	0	0	ispF
7	25878.5651982219	5.99248663906748	0.145227875172708	41.262647628364	0	0	ispD
8	105974.522390307	11.5792352608487	0.138783189774243	83.4339899499679	0	0	CtF4aN.CDS
9	3045.5273750501	3.14607365022311	0.105173075660388	29.9132989167497	1.32146796762478e-196	5.49290185209365e-194	fruB
10	3779.03786559305	-2.86846438478027	0.106198080842067	-27.0105105670047	1.1122565742135e-160	4.16095184413272e-158	gatD
11	21082.1429971678	5.67802649420958	0.250068050908871	22.7059253414134	3.915058217836e-114	1.33147570844768e-111	ispDF
12	11243.6073254275	-2.82409324189805	0.131147834367544	-21.5336627975379	7.53375806701377e-103	2.34864907739154e-100	gatC
13	1815.30894927887	1.8961797183551	0.0928111469469276	20.4305170308842	8.95487376379004e-93	2.57693713464143e-90	fruK
14	6105.33514558777	-1.65642172365163	0.095205291032349	-17.3984208828143	8.48088000166316e-68	2.26621229187299e-65	gatA
15	5690.82311554595	-1.14529786935264	0.0661672798277726	-17.3091272957532	4.01453586614404e-67	1.00122524501632e-64	serS
16	556.210734860976	-1.73417319643135	0.10076968213841	-17.2092752465907	2.26245500234746e-66	5.28990260236366e-64	glpB
17	568.474488464469	-1.93749280190585	0.113591723723119	-17.05663703659	3.12007979786279e-65	6.8660108963557e-63	glpC
18	486.90469084664	3.98438608127694	0.23829323410347	16.7205170397195	9.2909659322776e-63	1.93097241959169e-60	recA
19	402.669427841765	-3.21922696942579	0.209821436135745	-15.3426981947788	3.96371230039598e-53	7.80434090304281e-51	pyrI
20	2033.68395751059	-1.12745198295229	0.0743099314870763	-15.1722920528917	5.39591216032204e-52	1.00930536958824e-49	dhaK
21	3160.08512279128	1.87755814716901	0.130208930649787	14.4195804220138	3.89704380693351e-47	6.94230518178012e-45	metF
22	364.892216676515	-1.48471195794053	0.103778554703107	-14.3065391707182	1.99181687903255e-46	3.38699406566398e-44	ompT
23	3464.11693126076	-1.24323398479031	0.0872469877875372	-14.2495920640586	4.50907479887065e-46	7.3341081837283e-44	guaA
24	671.303154666956	-1.46076611835764	0.103125892401602	-14.1648822069729	1.51120102603595e-45	2.35558459933353e-43	glpA
25	1831.61967060491	1.61045675716771	0.123471481348326	13.0431476125603	6.95263304104014e-39	1.04039200826125e-36	cueO
26	2970.68392186217	1.56129268632312	0.12488827835699	12.5015150089603	7.32420200940891e-36	1.05383998912303e-33	pspA
27	917.000895282811	-1.01436069265817	0.0811808956135594	-12.4950665423398	7.94298034471285e-36	1.10054405442855e-33	pheS
28	758.376600344528	-1.11270899661783	0.0906421334230943	-12.2758473857184	1.22106615214094e-34	1.63143159827117e-32	glpQ
29	990.415520981705	-1.27117665276291	0.105889329012999	-12.00476634059	3.35409845243203e-33	4.18256077018274e-31	ilvC
30	4084.80005647986	-0.880915090638016	0.0733785567731172	-12.0050751796845	3.34160104535648e-33	4.18256077018274e-31	atpC
31	1827.54332022339	-1.84845140166188	0.155102780412659	-11.917590366491	9.58404913262282e-33	1.1565783162949e-30	carB
32	26738.6063470008	-0.967457711708204	0.0823587969825979	-11.7468655098571	7.3287164980288e-32	8.5677276309768e-30	cydA
33	4527.22581318833	-0.985724533127996	0.0845440092642404	-11.6593066937142	2.05710555087092e-31	2.33200965630548e-29	ppsA
34	1252.8478030381	-1.29404351261373	0.113307220222655	-11.4206624261973	3.29711196445236e-30	3.62779289971067e-28	adk
35	23949.5337352087	-1.04583346391742	0.0920327211531519	-11.3637133707809	6.33915832407585e-30	6.77565465439079e-28	gatZ
36	394.40935701207	-1.08657262979152	0.0976327414298103	-11.1291828323051	9.04609750244759e-29	9.40040298796012e-27	codA
37	4418.26601072647	1.30527102920842	0.119509940182989	10.9218616226386	9.06190948367694e-28	9.16232523741498e-26	cpxP
38	12312.275200464	-0.731267535454293	0.0674681975746957	-10.8386997391577	2.25655383364074e-27	2.22151786622369e-25	ynhG
39	17262.4465939456	1.14405736799525	0.106286892911536	10.7638612500175	5.09879898524283e-27	4.89092487276754e-25	rplU
40	54602.2887441266	-0.736583910279776	0.0690505753153006	-10.6673102565238	1.44756125767556e-26	1.35383166624107e-24	dnaK
41	13875.8195567288	0.757402774551339	0.0712733404568509	10.6267332174486	2.23815425768093e-26	2.04217928731326e-24	copA
42	1706.76298810875	1.30786802032161	0.123255913311663	10.6109961395082	2.64909543689902e-26	2.35958714986648e-24	bsmA
43	2570.82738830251	3.23784072440059	0.306508638224494	10.5636198155992	4.39384325322895e-26	3.82264363030919e-24	araB
44	2156.14907071336	-0.671291043530128	0.0642137837486193	-10.4540023082593	1.40469344880478e-25	1.19430867999516e-23	hslV
45	1119.34171135473	-0.852121040692133	0.0825147051314344	-10.3268991791805	5.32543256052683e-25	4.42720960198464e-23	yjiH
46	1886.57152121143	-1.15972301112655	0.115669923050772	-10.0261414595867	1.16999772789751e-23	9.51513369579255e-22	thrC
47	1798.87803102053	-0.920130291226424	0.091908934275983	-10.0113258680975	1.35918596396554e-23	1.08185418961598e-21	dcuA
