id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
miR-3197	2658.14467633054	5.83478012382471	0.338494909139998	17.2374235661296	1.3909941270383e-66	5.36923733036782e-64
miR-6845-5p	587.006587771501	3.69280069102177	0.223703562029353	16.5075632123248	3.23692047401261e-61	6.24725651484434e-59
miR-3178	3876.64250183782	1.27016973484458	0.19498399760804	6.51422552838361	7.30656498914362e-11	9.40111361936479e-09
miR-4284	49.2940120531091	2.21083582823473	0.349329846398366	6.32879168793826	2.47088412950149e-10	2.38440318496893e-08
miR-4763-3p	313.643824120506	1.1494755657995	0.195283745910868	5.88618146604041	3.952203631766e-09	3.05110120372336e-07
miR-1260b	1496.30522918418	0.994360582764463	0.189865794158108	5.23717601252821	1.63052179738961e-07	1.04896902298732e-05
miR-762	2257.13612074529	1.04303671098398	0.202594473609084	5.14839665862048	2.62722462374534e-07	1.44872672109386e-05
miR-1273e	935.803889662839	-1.2701293157931	0.28080200647152	-4.52322022820703	6.09058093091485e-06	0.000235096423933313
miR-1915-3p	1350.91302005141	1.17029153092799	0.25684604110882	4.55639310567441	5.20395031941525e-06	0.000235096423933313
miR-4651	489.641036040669	0.628336630693234	0.138260912100051	4.54457171697626	5.50470633417804e-06	0.000235096423933313
miR-5196-5p	74.6487067396433	0.782390035743639	0.178898918341364	4.37336370167835	1.22346641744415e-05	0.00042932548830313
miR-3135a	299.99706174349	-1.12219409465685	0.259351271942705	-4.32692728379894	1.51203850858488e-05	0.000448959126395202
miR-4463	98.9307142846108	0.647079410088705	0.149398722068842	4.3312245320983	1.48282376375488e-05	0.000448959126395202
miR-6756-5p	68.1518938769065	0.66574263499408	0.157616194565229	4.22382126932119	2.40194561237314e-05	0.000662250718840023
miR-4488	7424.64392203312	0.856175322569396	0.207679644844642	4.12257697768056	3.74657349621822e-05	0.000964118246360154
miR-8072	1210.50531536493	0.900324201989725	0.22426116909192	4.01462368913587	5.95407136646244e-05	0.00143641971715906
miR-3665	644.84066256913	0.884742213527462	0.223901875727962	3.95147298632911	7.76716408941917e-05	0.00176360314030341
miR-1973	41.034721133617	1.33792292785833	0.346341603695103	3.86301533972266	0.000111995972150081	0.00240169140277395
miR-5787	2473.31722705974	0.895603098059989	0.237979262671731	3.76336613537368	0.00016764148150721	0.00340576904535701
miR-4271	2013.03372955336	1.45675318261885	0.400040298101382	3.64151609108556	0.000271037181035138	0.00523101759397816
miR-548j-3p	80.0071920028944	-0.942239188567393	0.260689187326011	-3.61441607238222	0.000301025307666183	0.00553313184567364
miR-3141	235.936531636912	0.564196361909377	0.162709449774252	3.46750826514477	0.000525307587249676	0.00847444773770777
miR-6126	3042.66930428782	1.2107631680201	0.349256228355243	3.46669026840827	0.000526908667629499	0.00847444773770777
miR-6803-5p	185.248280269499	0.568323182040614	0.162860783139086	3.48962574713432	0.000483697430331291	0.00847444773770777
miR-4792	5169.34109886511	1.17218101728463	0.341781940139199	3.42961660527537	0.000604434656211913	0.00864117693695549
miR-6859-5p	327.78306690053	0.755365301199644	0.219926167110223	3.43463131797805	0.000593360502383238	0.00864117693695549
miR-8069	260.415324886479	0.70415926820746	0.204624226190677	3.44123118418685	0.00057907354147893	0.00864117693695549
miR-1237-5p	576.793680917253	0.695196980851544	0.203790130619965	3.41133782453857	0.000646449439918252	0.00891176727887304
miR-3960	53355.4956377764	0.874929751095989	0.25816833278991	3.38898943042709	0.00070150714465245	0.00921333920090626
miR-548e-5p	58.8022245205448	-1.05590444812933	0.312088076366918	-3.38335402115111	0.000716062632194787	0.00921333920090626
miR-1273h-5p	1133.04689613763	-1.02150070529893	0.307719935984985	-3.31957922072612	0.000901532213100384	0.0112255301373145
miR-4690-5p	71.5314320894066	0.557299101106678	0.170314555451947	3.27217541464866	0.00106723338183584	0.0128735026683948
miR-3173-3p	1130.27304332715	-0.71271775066377	0.219419137153021	-3.24820232141705	0.00116136658567244	0.0131849265314577
miR-3173-5p	2196.26431417396	-0.752771380424547	0.23121161953452	-3.2557679494657	0.00113086134584305	0.0131849265314577
miR-1273d	2041.05972021722	-0.914807442482564	0.286781156372405	-3.18991475609584	0.00142314764834161	0.0156952854931389
miR-1273f	4691.38576119131	-0.89247655963881	0.281517454549257	-3.17023525616829	0.00152315562309108	0.0163316130698099
miR-1227-5p	3675.3747220764	-0.529801731157456	0.168084920952051	-3.15198846009864	0.00162162682020467	0.0169175122324054
miR-181c-5p	106.425383801142	-0.763677710360047	0.250157787017066	-3.05278408266359	0.00226729011588766	0.0218559382956209
miR-3135b	2022.33318997765	-0.36497324714041	0.119832774362115	-3.04568803554127	0.0023214856738872	0.0218559382956209
miR-4449	56.3263491532408	0.578475015396294	0.18951860246317	3.05233896766789	0.00227065527568369	0.0218559382956209
miR-6786-5p	645.689822458496	0.578584694439997	0.18874424779516	3.06544279467484	0.00217347951266469	0.0218559382956209
miR-5096	24586.7273783961	-0.878080139741819	0.290311317437479	-3.02461560056446	0.00248949313116769	0.0228796273483507
miR-1254	81.5808130576557	-0.784432247380689	0.26259694939222	-2.98721005402483	0.00281536209319016	0.0251249138941083
miR-663a	967.974174340118	1.0029562586929	0.336339906471189	2.98197222332524	0.00286397982212633	0.0251249138941083
miR-4640-5p	377.114380094787	-0.507265223801924	0.170671387263672	-2.97217496110373	0.00295698124271083	0.0253643279930307
miR-1910-5p	36.2505107757041	0.748962977809554	0.255156006653575	2.93531391885444	0.00333210398937325	0.0279606986934364
miR-1275	118.59128308705	-0.500910526735213	0.172301263325332	-2.90717849113744	0.00364705032148444	0.0299523707253828
