id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
miR-4488	7434.88457164253	3.78076373183402	0.211883622617321	17.8435864232055	3.24203561737796e-71	1.21252132089936e-68
miR-6846-5p	1017.39390717399	-7.98558952028344	0.471176149576045	-16.948204036789	1.98423032565264e-64	3.71051070897044e-62
miR-762	2262.77636517708	3.36670383592443	0.2068954105172	16.2724916299898	1.54731263969369e-59	1.92898309081814e-57
miR-6085	103.513525200542	3.01880076430781	0.189091011742573	15.9648030675175	2.24749942557076e-57	2.10141196290866e-55
miR-8069	260.869827663971	2.78984090216192	0.213491240349732	13.067706654342	5.03610002284545e-39	3.7670028170884e-37
miR-6089	4222.88757459763	2.41731265027919	0.225722075303886	10.7092434225797	9.21114923145358e-27	5.74161635427273e-25
miR-1915-3p	1353.66364782672	2.70821425649632	0.261067750798581	10.3736070357681	3.26945608631163e-25	1.74682368040078e-23
miR-5787	2480.18065135871	2.45718003537766	0.243176588531008	10.1045090328024	5.27591687999033e-24	2.46649114139548e-22
miR-197-5p	76.1395298446328	1.24046387486369	0.123018336447234	10.0835689271067	6.53098889862917e-24	2.71398872009701e-22
miR-210-3p	166.021995431411	-1.02167426296239	0.102284812251823	-9.98852361821856	1.71111210156829e-23	6.39955925986539e-22
miR-6771-5p	120.170946345828	-3.10728716763368	0.33902947008023	-9.16524208617719	4.943588693489e-20	1.68082015578626e-18
miR-181c-5p	106.177030374327	-2.12756522213705	0.236185319320241	-9.00803330308734	2.09784664541754e-19	6.53828871155134e-18
miR-8072	1211.66708130323	2.05419577579497	0.228342783210655	8.9961055344582	2.33866479806401e-19	6.72815872673799e-18
miR-320b	178.132017972276	-1.90171211863133	0.22223535132376	-8.55719896633751	1.15642851522428e-17	3.08931617638485e-16
miR-4466	24373.6434070789	2.26783762213962	0.266651772153318	8.50486611743076	1.81805275380513e-17	4.53301153282079e-16
miR-17-3p	59.3019441320026	-2.26239507608319	0.270607746759739	-8.36042243126128	6.24940772157484e-17	1.46079905491812e-15
miR-6727-5p	78.9387990969684	1.53192472249201	0.183585578837726	8.34447200150779	7.15327503488254e-17	1.57372050767416e-15
miR-221-3p	867.292132970719	-1.91546905341751	0.238229732845532	-8.04042816376534	8.95251018644747e-16	1.86013267207297e-14
miR-5095	1138.59861241534	-2.58374906644207	0.321814546256699	-8.02868949367229	9.85193525375875e-16	1.9392756762662e-14
miR-181d-5p	94.0242843504003	-2.14665408020218	0.267985036759525	-8.01035052613205	1.14381959370948e-15	1.98602855379401e-14
miR-320a	246.062585016111	-1.89606974427465	0.236779310699317	-8.00775092500564	1.16825209046706e-15	1.98602855379401e-14
miR-320c	171.621136420655	-1.80852014481522	0.225661143567232	-8.01431791147686	1.10749903462925e-15	1.98602855379401e-14
miR-6803-5p	185.644898023847	1.35239472687559	0.170793944961075	7.91828262520555	2.40813493753816e-15	3.91583681147509e-14
miR-125a-5p	160.150904436879	-2.49989303312584	0.318363318329266	-7.85232747995275	4.08386443648525e-15	6.36402208018952e-14
miR-6786-5p	646.750668812955	1.47779032754444	0.193729625763431	7.62810706788345	2.38225679781328e-14	3.56385616952867e-13
miR-1237-5p	577.876764336172	1.57794950774272	0.208746581553317	7.55916334533931	4.05670202090725e-14	5.83540983007428e-13
miR-4507	124.4219366245	-1.80409953026198	0.239299812644624	-7.53907623380042	4.7331223333566e-14	6.5562509358347e-13
miR-4429	212.237386123817	-1.72191098453425	0.229270794381029	-7.51038085414656	5.89555913753051e-14	7.8747825622729e-13
