"prot id","symbol","gene id","JCKP5vsWTP5","JCKP10vsWTP10","JCKP15vsWTP15","JCKP20vsWTP20","JCKP26vsWTP26_1","JCKP26vsWTP26_2","JCKP35vsWTP35","JCKP44vsWTP44","JCKP50vsWTP50","JCKP64vsWTP64","Early Spectra","Late Spectra","cluster","Detect FA","fa","early FA","late FA","flipped"
Q8BK48,Ces2e,ENSMUSG00000031886,-0.21735729,-0.20811945,-0.11316537,-0.01781728,-0.09010555,0.06336428,-0.38164957,-0.49186318,-0.39366955,-0.59513660,4,15,l,1,0,0,0,1
Q9D7B6,Acad8,ENSMUSG00000031969,-0.09043861,-0.09044169,-0.14155972,0.00861209,-0.17162285,-0.12838922,-0.30054308,-0.44583950,-0.33357543,-0.59745447,39,50,l,1,1,1,1,1
Q80X80,C2cd2l,ENSMUSG00000032120,-0.11981144,-0.35855293,-0.26551640,-0.30709743,-0.23473093,-0.00419037,-0.08386308,-0.28901361,-0.29275415,-0.49816686,3,11,l,1,1,1,1,1
Q9DCL2,Fam96a,ENSMUSG00000032381,-0.09195950,0.07321483,-0.00032809,-0.10066132,-0.05304942,0.16045710,0.11246930,-0.09676188,-0.59155905,-0.75871111,1,1,l,1,1,1,1,1
P06801,Me1,ENSMUSG00000032418,-0.02505426,-0.24603154,-0.06825935,-0.23711391,-0.38638171,-0.30527181,-0.45066029,-0.64054282,-0.73821752,-0.80885177,42,67,l,1,1,1,1,1
Q8CFA2,Amt,ENSMUSG00000032607,-0.19856777,-0.16585954,-0.13714604,-0.53260975,-0.40584714,-0.20618028,-0.14106294,-0.20131640,-0.23695143,-0.49707983,29,34,l,1,1,1,1,1
Q8VDN2,Atp1a1,ENSMUSG00000033161,0.04815326,0.17902284,0.07529343,0.03342117,-0.07746344,-0.07489880,-0.06205780,-0.31030148,-0.41491378,-0.44044469,180,435,l,1,1,1,1,1
O35678,Mgll,ENSMUSG00000033174,-0.05580741,0.04868183,-0.01786643,-0.00313986,-0.21608721,0.14064314,-0.14954592,-0.26545984,-0.52433597,-0.42535073,13,11,l,1,1,1,1,1
Q8CHR6,Dpyd,ENSMUSG00000033308,0.07184466,-0.12792476,0.18930468,-0.10983077,-0.04535819,-0.09309656,-0.00859912,-0.30733052,-0.19276629,-0.39057366,23,39,l,1,1,1,0,1
Q61133,Gstt2,ENSMUSG00000033318,-0.25988635,-0.28003211,-0.11576620,-0.59412261,-0.49589853,-0.09026499,-0.14505587,-0.17043759,-0.18466183,-0.51232651,24,26,l,1,1,1,1,1
Q3UNZ8,BC026585,ENSMUSG00000033488,0.24088225,-0.29244705,0.01795807,0.05761163,0.02516867,-0.18290329,-0.25521806,-0.54729691,-0.47023285,-0.74781552,19,59,l,1,1,1,1,1
Q5SF07,Igf2bp2,ENSMUSG00000033581,0.15498041,0.12674093,0.04282127,0.12636088,-0.17451607,0.07011024,0.10067810,-0.35294262,-0.07621007,-0.23481715,19,4,l,1,1,1,1,1
Q8VE95,C030006K11Rik,ENSMUSG00000033707,-0.04861611,-0.09741608,0.00201323,0.00578002,-0.05550518,0.00418434,-0.33737120,-0.39974566,-0.36395574,-0.60319622,10,10,l,1,1,1,1,1
Q5XJY4,Parl,ENSMUSG00000033918,0.16768540,-0.12221026,-0.04125411,-0.11477779,-0.03387198,0.01451580,-0.10863446,-0.42307977,-0.24017241,-0.58780637,6,7,l,1,1,1,1,1
Q9WU84,Ccs,ENSMUSG00000034108,0.12602895,0.07257977,-0.05048066,-0.28571646,-0.22999967,-0.09364337,-0.01465864,-0.27898508,-0.10667784,-0.39025566,6,10,l,1,1,1,1,1
Q8QZW3,Fam151a,ENSMUSG00000034871,0.12389740,-0.09000829,0.09969689,-0.00196932,0.16642112,-0.13989551,-0.12434307,-0.48039317,-0.46228096,-0.65520220,6,12,l,1,1,1,1,1
Q8VDC0,Lars2,ENSMUSG00000035202,-0.15164984,-0.01721863,-0.37747125,-0.17417079,-0.22700675,-0.07511769,-0.13354740,-0.27859526,-0.30310757,-0.43618688,23,31,l,1,1,1,1,1
Q8BZ09,Slc25a21,ENSMUSG00000035472,0.32448243,-0.14306143,0.26001098,0.23713970,0.18369335,0.09884872,0.04306143,-0.09496841,-0.17584646,-0.34918065,13,15,l,1,1,1,1,1
Q3TNA1,Xylb,ENSMUSG00000035769,0.01269739,0.09592331,0.03873559,0.00386948,-0.04183386,-0.11384328,-0.21861157,-0.30041575,-0.30836285,-0.50107566,44,57,l,1,1,1,1,1
Q5U5V2,Hykk,ENSMUSG00000035878,-0.03812984,-0.14744483,-0.15478915,0.09089183,-0.06087514,-0.23003833,-0.31957164,-0.49152105,-0.43213056,-0.67948698,29,42,l,1,1,1,1,1
Q8BWF0,Aldh5a1,ENSMUSG00000035936,0.11646164,0.08558743,-0.04706952,0.05050531,-0.16848796,-0.18815892,-0.12394127,-0.34453529,-0.35567897,-0.50826404,26,46,l,1,1,1,1,1
Q8VCZ9,Prodh2,ENSMUSG00000036892,-0.07594089,-0.35915085,-0.38370009,-0.53563666,-0.29785417,-0.30023741,-0.21992834,-0.52466368,-0.73688225,-0.80836951,12,23,l,1,1,1,1,1
Q8VCM4,Lipt1,ENSMUSG00000037216,-0.04539529,-0.21628474,-0.29307575,-0.08576223,-0.02758992,-0.03595100,-0.17873138,-0.39723252,-0.30041389,-0.58876677,2,3,l,1,1,0,1,1
P49919,Cdkn1c,ENSMUSG00000037664,-0.00112172,-0.22736676,-0.31262052,-0.15444399,0.20960262,0.02701005,-0.10144678,-0.72311466,-0.63692936,-0.95159506,5,1,l,1,0,0,0,1
Q921L8,Galnt11,ENSMUSG00000038072,0.30198083,0.22546486,0.29665519,0.07690714,-0.22902273,-0.00102719,-0.02265200,-0.16985769,-0.14839642,-0.42037897,14,26,l,1,1,1,1,1
Q8R164,Bphl,ENSMUSG00000038286,-0.12043165,-0.19413042,-0.15876044,-0.15679790,-0.01370566,-0.19118063,-0.35683696,-0.51407030,-0.51706931,-0.75816147,43,72,l,1,1,1,1,1
Q9CYW4,Hdhd3,ENSMUSG00000038422,0.21278492,0.08996692,0.01818231,0.06707930,-0.17312010,0.00121847,-0.19821663,-0.28635788,-0.27499063,-0.51629515,12,8,l,1,1,1,1,1
Q91X52,Dcxr,ENSMUSG00000039450,0.03561229,-0.22084145,-0.21188929,-0.21167896,0.00991897,-0.10462781,-0.21290055,-0.35819157,-0.45012150,-0.66994985,37,32,l,1,1,1,1,1
P58064,Mrps6,ENSMUSG00000039680,0.05816452,0.17876874,0.00549735,-0.00941281,-0.11259860,-0.06429789,-0.05734018,-0.19180514,-0.18116902,-0.40761682,11,9,l,1,0,0,0,1
Q7TMY7,Ipo8,ENSMUSG00000040029,0.20477437,0.12297687,-0.08616061,0.07598093,0.32095156,0.26125524,-0.21243597,-0.49222036,-0.47527187,-0.57992057,3,2,l,1,1,1,1,1
P50285,Fmo1,ENSMUSG00000040181,-0.04313003,0.08511492,-0.17312290,-0.24979305,-0.40696654,-0.34539969,-0.32802580,-0.65024552,-0.74860209,-1.05501823,32,61,l,1,1,1,1,1
O70577,Slc22a2,ENSMUSG00000040966,-0.13071441,-0.07205281,-0.30696931,-0.28279973,-0.18484682,-0.20224693,-0.47299054,-0.48192564,-0.46821234,-0.71192524,16,16,l,1,1,1,1,1
Q8QZS1,Hibch,ENSMUSG00000041426,0.09209843,0.03022405,0.02987294,0.03523737,-0.25369682,-0.04465602,-0.22113463,-0.28565258,-0.40434131,-0.52283686,37,46,l,1,1,1,1,1
Q49B93,Slc5a12,ENSMUSG00000041644,0.19901080,0.06576419,-0.18556328,-0.22808390,0.06255251,0.01262502,-0.01685766,-0.27775978,-0.25006449,-0.57749746,10,18,l,1,1,1,1,1
Q7TQG1,Plekha6,ENSMUSG00000041757,-0.11351913,-0.04064653,-0.14123341,-0.32276954,-0.20715834,-0.09271356,-0.24958043,-0.31589911,-0.22545294,-0.43748451,10,17,l,1,1,1,1,1
Q9CPW9,Metap1d,ENSMUSG00000041921,0.03991804,0.06163096,0.22872339,-0.10089094,0.13217160,0.12964024,0.00138466,-0.41861673,-0.22168329,-0.48447775,3,6,l,1,1,1,1,1
P18894,Dao,ENSMUSG00000042096,0.06362225,-0.10760243,0.03957389,-0.20567274,-0.08339091,-0.25132491,-0.29114679,-0.43879644,-0.41581641,-0.77623341,13,25,l,1,1,0,1,1
Q9Z1P7,Kank3,ENSMUSG00000042099,0.00348127,-0.04481233,-0.11679254,0.19216530,0.00821655,0.55658288,0.53788911,-0.12498529,-0.03719709,-0.09853189,7,8,l,1,1,0,1,1
Q9DBT9,Dmgdh,ENSMUSG00000042102,-0.14637803,-0.31317253,0.03979783,-0.07769744,-0.15839452,-0.26599136,-0.33063264,-0.50717487,-0.48300787,-0.82188421,18,60,l,1,1,1,1,1
Q32Q92,Acot6,ENSMUSG00000043487,0.02925480,-0.05315673,-0.15596025,-0.34744460,-0.10688144,-0.22095488,-0.13977418,-0.59708384,-0.23647081,-0.74246169,6,2,l,1,0,0,0,1
Q8VDT9,Mrpl50,ENSMUSG00000044018,0.00933507,0.09716683,0.06186029,-0.16583337,-0.20120540,-0.16656443,-0.04229393,-0.21953349,-0.35084480,-0.39778171,6,13,l,1,0,0,0,1
P52196,Tst,ENSMUSG00000044986,-0.06794212,-0.21969899,-0.28932061,-0.25502461,-0.29305820,-0.21976698,-0.36416906,-0.67967451,-0.64629027,-0.80154572,24,31,l,1,1,1,1,1
Q8R0F8,Fahd1,ENSMUSG00000045316,-0.05292064,-0.06443154,-0.18385011,-0.23769122,-0.17129539,-0.23615970,-0.26353120,-0.38508520,-0.35603554,-0.65973325,12,33,l,1,0,0,0,1
Q6A085,Zfp629,ENSMUSG00000045639,-0.00744771,-0.04074711,-0.03856663,-0.56635551,-0.22095786,0.09829029,0.07480834,-0.03479751,-0.13278918,-0.23592618,4,3,l,0,0,0,0,1
Q8R033,Lyrm2,ENSMUSG00000045854,0.00173886,-0.33027153,0.00336467,-0.33780145,-0.21480179,0.13483650,-0.20347675,-0.59581986,-0.38424291,-0.34123930,1,2,l,1,1,0,1,1
Q63918,Sdpr,ENSMUSG00000045954,-0.20715494,-0.08920399,-0.39790312,-0.08032311,-0.18875457,0.25172212,-0.07565827,-0.16387778,-0.52222667,-0.42168919,21,13,l,1,1,1,1,1
Q8K215,Lyrm4,ENSMUSG00000046573,0.03732629,-0.12186532,-0.15337452,0.08884909,-0.01166666,-0.15097262,-0.26150672,-0.39408079,-0.35576858,-0.55397482,5,7,l,1,0,0,0,1
Q5SSK3,Tefm,ENSMUSG00000046909,0.19045824,-0.05952627,-0.05856019,0.03627315,0.00494324,-0.14737806,-0.11005723,-0.34017450,-0.24864230,-0.46246528,5,9,l,1,1,1,1,1
P58735,Slc26a1,ENSMUSG00000046959,0.20417331,0.00900118,0.08037017,-0.35063667,-0.06493421,-0.08047781,-0.07713128,-0.35867653,-0.32704371,-0.52528785,6,16,l,1,1,1,1,1
Q8BJL1,Fbxo30,ENSMUSG00000047648,0.01305926,-0.16780532,0.00837157,-0.08854559,-0.14901158,0.09455831,0.04449902,-0.04962652,-0.28299449,-0.13607853,3,4,l,1,1,1,0,1
P50247,Gm4737,ENSMUSG00000048087,0.02810740,-0.02764906,-0.28911665,-0.01374578,-0.35469931,-0.12231070,-0.22547881,-0.29451997,-0.23329019,-0.50091669,68,102,l,1,1,1,1,1
Q8BWY4,Mblac1,ENSMUSG00000049285,0.11535203,-0.10925837,0.11428665,-0.00601549,-0.04146065,0.02987270,-0.02517775,-0.06631430,0.07546870,-0.34944413,2,2,l,0,0,0,0,1
Q8CAK1,Iba57,ENSMUSG00000049287,0.02623851,0.06248876,-0.17507111,-0.17588272,-0.17178242,-0.03039588,-0.18122114,-0.36397810,-0.35302545,-0.45079041,9,9,l,1,1,0,1,1
Q3V0K9,Pls1,ENSMUSG00000049493,0.07155838,0.00852313,0.01637961,-0.06598864,-0.08758899,-0.09543881,-0.38990507,-0.30142810,-0.25095295,-0.46671915,36,57,l,1,1,1,1,1
B2RQE8,Arhgap42,ENSMUSG00000050730,0.02723475,0.11845656,-0.11961849,-0.05268143,-0.10026874,0.17417449,0.35713480,0.04363802,-0.02851989,-0.11789224,3,4,l,1,0,0,0,1
Q06185,Atp5k,ENSMUSG00000050856,0.15780007,-0.35953549,0.20754411,0.30880747,0.00053024,-0.08681516,-0.04088093,-0.28457181,-0.34914699,-0.51259542,15,33,l,1,1,1,1,1
Q80W94,Mogat2,ENSMUSG00000052396,0.06832814,-0.31418593,0.37071607,-0.17678308,-0.01183034,-0.07739393,-0.10083703,-0.49818476,-0.68655483,-1.28231091,2,1,l,0,0,0,0,1
Q5YD48,A1cf,ENSMUSG00000052595,-0.06062478,-0.08198782,0.07415592,0.06957406,-0.20446726,-0.24017540,-0.29256933,-0.38442411,-0.36889393,-0.77661410,9,16,l,1,1,1,1,1
Q9CRA7,Atp5s,ENSMUSG00000054894,0.03616135,-0.14436525,-0.33839406,-0.07440527,-0.22651689,-0.22920277,-0.15515747,-0.32960692,-0.31455866,-0.59724756,3,9,l,1,1,1,1,1
O88819,Fut9,ENSMUSG00000055373,-0.27774645,-0.18202160,-0.04931237,-0.12618022,-0.14364116,-0.09067812,-0.31297939,-0.63346396,-0.67516643,-0.78023844,4,10,l,1,1,1,1,1
Q64FW2,Retsat,ENSMUSG00000056666,0.00364746,-0.13897206,-0.02087054,-0.14759431,-0.34299410,0.11385357,-0.07408254,-0.49340194,-0.00606084,-0.72515925,18,23,l,1,1,1,1,1
Q9WVM8,Aadat,ENSMUSG00000057228,0.04642548,0.01798191,0.06916585,-0.57015461,-0.22466103,-0.14856451,-0.50213406,-0.24875852,-0.13628480,-0.65648978,74,137,l,1,1,1,1,1
P61922,Abat,ENSMUSG00000057880,0.03146137,-0.11456661,-0.03716183,-0.13826132,-0.11500406,-0.15347817,-0.22858148,-0.44378590,-0.42515021,-0.63558854,47,83,l,1,1,1,1,1
P10648,Gsta2,ENSMUSG00000057933,-0.27333982,-0.28561513,-0.47304776,-0.52599714,-0.24796759,-0.35091041,-0.32746357,-0.60039718,-0.77282193,-0.90103768,65,78,l,1,1,0,1,1
Q8CC88,Vwa8,ENSMUSG00000058997,-0.11206340,-0.07040245,-0.06798805,-0.02386418,-0.09679879,-0.07824786,-0.24255287,-0.37046219,-0.36127320,-0.58024339,106,146,l,1,1,1,1,1
Q3U3J1,Bckdha,ENSMUSG00000060376,0.05383170,0.05163716,-0.07130771,0.18721280,0.14437182,0.10600599,-0.02031627,-0.21845179,-0.25574201,-0.39793516,20,42,l,1,1,1,1,1
Q8CFZ5,Slc22a12,ENSMUSG00000061742,-0.05891815,-0.20494802,-0.42411847,-0.31569606,-0.19743405,-0.22471061,-0.48308545,-0.57820246,-0.52452438,-0.77572385,13,22,l,1,1,1,1,1
O88909,Slc22a8,ENSMUSG00000063796,0.40783757,-0.22143861,0.15069648,-0.12440910,-0.11326318,-0.18717056,-0.31256636,-0.64048953,-0.69960722,-1.12446672,5,16,l,1,1,1,1,1
Q5RKZ7,Mocs1,ENSMUSG00000064120,0.14781315,0.01928733,0.20266590,-0.09530288,0.04143973,-0.11078984,-0.14350846,-0.34423072,-0.25372227,-0.45169588,2,11,l,1,1,0,1,1
O88833,Cyp4a10,ENSMUSG00000066072,0.07292990,-0.10865846,0.10179398,-0.02673546,-0.20707892,0.29519414,-0.20035245,-0.97832714,-0.28458981,-0.91121273,6,34,l,1,1,1,1,1
Q9QZH6,Ecsit,ENSMUSG00000066839,0.01765080,0.06094359,-0.04509139,-0.08147285,-0.21685103,0.04168246,-0.15035966,-0.16699005,-0.24997343,-0.35202501,9,18,l,1,1,0,1,1
Q8BGI5,Pex26,ENSMUSG00000067825,0.11408231,-0.20029047,0.10161498,0.00072337,0.23186965,0.21672596,-0.07888982,-0.54011666,-0.19981921,-0.59904923,2,3,l,1,0,0,0,1
P06281,Ren1,ENSMUSG00000070645,-0.17831274,-0.27558632,0.11285718,0.04171246,-0.70058984,-0.70898745,-0.29609854,-0.86090468,-1.24683155,-1.32225931,20,22,l,1,1,1,1,1
Q64433,Hspe1,ENSMUSG00000073676,-0.10181212,0.10587076,-0.20116811,-0.21472486,-0.38844914,-0.21719356,-0.22633945,-0.24448340,-0.43290235,-0.53960643,17,52,l,1,1,1,1,1
P16460,Ass1,ENSMUSG00000076441,-0.28096804,-0.11705843,-0.20760363,-0.34661525,-0.33814948,-0.25431189,-0.23841205,-0.55595965,-0.67804578,-0.77414834,125,205,l,1,1,1,1,1
Q3UEG6,Agxt2,ENSMUSG00000089678,0.01149506,-0.20511270,-0.04829357,-0.25370427,-0.32980763,-0.17267560,-0.13136947,-0.49337889,-0.54878565,-0.61001172,52,54,l,1,1,1,1,1
Q6ZQM8,Ugt1a7c,ENSMUSG00000090124,-0.05340423,-0.35226231,-0.35342470,-0.40702071,-0.28381599,-0.48059128,-0.37804565,-0.72205396,-0.70974155,-0.99850900,7,23,l,1,1,0,1,1
Q80XL6,Acad11,ENSMUSG00000090150,-0.08261340,-0.11586016,-0.03940946,-0.11493081,-0.11027502,-0.07706407,-0.29819045,-0.48744890,-0.36522539,-0.64329746,26,48,l,1,1,1,1,1
P70691,Ugt1a2,ENSMUSG00000090171,-0.00641356,-0.14028943,-0.13810185,-0.36898728,-0.05018781,-0.10904012,-0.23099156,-0.43028733,-0.53069583,-0.88016712,29,45,l,1,1,1,1,1
Q8VCL2,Sco2,ENSMUSG00000091780,0.01220038,0.03986199,0.07203387,-0.07765997,-0.17717612,-0.08197424,-0.19772731,-0.15649383,-0.29086641,-0.36511032,5,7,l,1,1,0,1,1
A2A5Y6,NA,NA,0.13337112,-0.50987237,-0.19982497,-0.04110416,-0.05235331,0.15999000,0.19530392,0.10441983,-0.23056111,-0.29958150,1,6,l,0,0,0,0,1
E9PZ30,NA,NA,0.27784427,-0.14489867,-0.13772833,0.01247212,-0.10491055,-0.20159469,-0.22178378,-0.36461577,-0.60580981,-0.76701300,9,17,l,0,0,0,0,1
O88343-2,NA,NA,0.24687693,-0.12231297,0.01608652,-0.04712630,-0.07952988,-0.00678122,-0.19271045,-0.37378008,-0.41446854,-0.57636754,37,69,l,1,1,1,1,1
Q05920,NA,NA,-0.10134940,-0.14563085,-0.18585568,0.03055174,-0.18388199,-0.19156749,-0.12372129,-0.43618525,-0.53271457,-0.61013798,197,249,l,1,1,1,1,1
Q8CCM6-2,NA,NA,0.21802613,0.00265631,0.18287545,-0.04252664,0.05243631,-0.08456162,-0.28944768,-0.20295051,-0.30992383,-0.51155141,7,5,l,1,1,1,1,1
Q9Z280,NA,NA,0.03366082,0.19323550,-0.06368989,0.00883244,-0.15241375,-0.08311279,-0.21438429,-0.16710674,-0.06931123,-0.44313517,3,3,l,1,1,1,1,1
P11835,Itgb2,ENSMUSG00000000290,-0.34500208,-0.25534234,0.16650371,0.17596686,0.50501113,-0.09269114,0.61420128,1.39023209,1.52709203,1.81423849,2,6,l,1,1,1,1,0
P53690,Mmp14,ENSMUSG00000000957,0.21851115,-0.10360041,0.04553255,0.23103875,0.08996382,-0.00245072,0.21459697,0.99329622,1.53039935,1.80575741,5,1,l,1,1,1,1,0
Q04447,Ckb,ENSMUSG00000001270,-0.19791016,-0.22243268,0.10137536,0.21162166,0.00849360,0.14554692,0.18525360,0.78489203,0.79155168,1.25008424,11,23,l,1,1,1,1,0
Q9CPW7,Zmat2,ENSMUSG00000001383,-0.18484960,0.01695899,-0.18436815,-0.30349619,-0.13329695,0.03997855,0.12340825,0.18748552,0.23109305,0.37336172,4,4,l,1,0,0,0,0
P39061,Col18a1,ENSMUSG00000001435,0.07698859,0.10518776,-0.03835557,0.14879287,-0.02058810,-0.02728830,0.05061273,0.36031645,0.46183255,0.58812513,48,47,l,1,1,1,1,0
Q922F4,Tubb6,ENSMUSG00000001473,0.05394673,0.21450510,-0.01374377,0.04047891,0.25128811,0.20204588,0.41111500,0.65441327,0.52584694,0.89873668,7,14,l,1,1,1,1,0
Q61576,Fkbp10,ENSMUSG00000001555,0.12250899,-0.00732439,-0.28369324,0.02512474,-0.04122932,0.32044853,0.47454412,1.07141896,0.94317755,1.49862233,22,4,l,1,1,1,1,0
Q9JHF5,Tcirg1,ENSMUSG00000001750,-0.32461870,-0.17807815,-0.51372019,-0.29899652,-0.34432851,-0.45444176,-0.02857307,-0.16758869,0.16326738,0.21911015,4,4,l,1,0,0,0,0
Q9Z0H4,Celf2,ENSMUSG00000002107,-0.23101688,0.14858739,-0.16749491,-0.12383357,0.10182135,-0.09116374,0.20526971,0.76087680,0.62054737,1.05466332,2,2,l,1,1,1,1,0
Q60604,Scin,ENSMUSG00000002565,0.14144898,0.16947807,0.20631621,0.41241424,0.31160854,0.31627185,0.36607320,0.73180109,0.74156587,0.86313563,69,81,l,1,1,0,1,0
P04202,Tgfb1,ENSMUSG00000002603,0.01193500,0.29591284,-0.11408190,0.12395757,-0.15174286,0.02414093,0.37228416,0.55532595,0.56878940,0.81004278,1,1,l,0,0,0,0,0
Q3THK3,Gtf2f1,ENSMUSG00000002658,-0.10067244,0.12192861,-0.02571736,-0.03515312,0.10193903,0.14853570,0.12766698,0.45291716,0.48061180,0.85341444,6,4,l,1,1,0,1,0
O54998,Fkbp7,ENSMUSG00000002732,-0.35575760,-0.02803580,-0.10880000,0.20148535,0.23265432,-0.05788922,0.40693713,0.33465704,0.46179627,0.85614209,4,1,l,1,1,1,1,0
Q99M71,Epdr1,ENSMUSG00000002808,-0.29288307,-0.27798343,-0.22384236,-0.09688981,0.04916883,-0.54415895,-0.18478398,-0.21118068,0.51610898,0.39907230,7,1,l,1,1,1,1,0
P97310,Mcm2,ENSMUSG00000002870,0.20753728,0.14067239,0.26410079,-0.01892689,0.09565637,0.33267309,0.76395062,1.14846345,1.02405885,1.51857697,43,13,l,1,1,1,1,0
Q61147,Cp,ENSMUSG00000003617,0.02230575,0.09011586,0.13991467,-0.01709017,-0.09810548,-0.23992831,-0.31284572,0.14449605,0.51959239,0.82481969,23,58,l,1,1,1,1,0
P42227,Stat3,ENSMUSG00000004040,0.14248582,0.14547659,0.13914185,0.16007319,0.07131176,-0.04470591,0.23030365,0.52308074,0.55317566,0.72641721,11,32,l,1,1,1,1,0
O88522,Ikbkg,ENSMUSG00000004221,-0.34268341,-0.13930522,-0.09031302,-0.11002245,0.13514718,0.12414192,-0.16161714,0.01075528,0.17597512,0.23479107,5,4,l,1,0,0,0,0
P29351,Ptpn6,ENSMUSG00000004266,0.00173287,-0.00948870,-0.11163402,-0.00018672,0.12828382,-0.09748058,0.03316828,0.27985924,0.40159249,0.50201555,11,21,l,1,1,0,1,0
Q08093,Cnn2,ENSMUSG00000004665,-0.03106643,0.07933670,0.14047288,0.13156985,0.09079247,0.11973008,0.14286651,0.58923258,0.55813996,0.69012978,25,18,l,1,1,0,1,0
Q9R0E1,Plod3,ENSMUSG00000004846,0.16951066,0.03626661,0.03009886,0.10372944,0.04243165,0.14051849,0.28213226,0.42314703,0.42145171,0.65463318,16,20,l,1,1,1,1,0
Q71FD7,Fblim1,ENSMUSG00000006219,-0.09416996,-0.17204550,-0.03845883,-0.06139630,0.11992151,0.12462928,0.44432156,0.90387599,1.00509768,1.30760275,5,7,l,1,1,1,1,0
P97499,Tep1,ENSMUSG00000006281,-0.17921672,-0.32263544,0.08971873,0.09985169,0.06578964,-0.08518978,0.15215977,0.13363153,0.34685695,0.55353172,5,3,l,1,1,1,1,0
Q61704,Itih3,ENSMUSG00000006522,-0.35322960,0.16577065,-0.11690921,-0.07030040,-0.27015460,-0.58399022,-0.24352525,0.57103839,1.24025462,1.88226283,15,10,l,1,1,1,1,0
Q8BQX5,Tmco6,ENSMUSG00000006850,-0.21024789,0.16477032,-0.02946143,-0.12881064,0.25653711,0.04911596,0.04384153,0.25302230,0.37135945,0.46642942,1,1,l,1,0,0,0,0
P18242,Ctsd,ENSMUSG00000007891,-0.04863060,0.15081778,0.20943738,0.48868200,0.44092710,0.18130578,0.23465420,0.72011587,0.95659526,1.06103286,23,36,l,1,1,1,1,0
Q7TQ95,Lnp,ENSMUSG00000009207,-0.19124754,0.23791310,-0.11937270,-0.15826572,0.26025696,0.05620050,-0.14408173,0.06040885,0.09870761,0.24695011,5,3,l,1,0,0,0,0
Q6PAJ1,Bcr,ENSMUSG00000009681,-0.44269574,-0.25048616,-0.34765378,-0.20273616,0.29405631,0.25566547,0.09153955,0.07733248,0.15168117,0.46088546,3,6,l,1,0,0,0,0
Q9D8C4,Ifi35,ENSMUSG00000010358,-0.06304866,0.02722777,0.37162527,0.20498733,0.28877965,0.05648580,0.24426097,0.62929684,0.55180829,0.84066451,2,7,l,1,1,1,1,0
Q62148,Aldh1a2,ENSMUSG00000013584,0.05596716,0.13766935,0.11965256,-0.03530898,-0.07579812,0.01874790,0.32219068,1.20708166,1.56769070,2.14172067,11,11,l,1,1,1,1,0
Q8VCG4,C8g,ENSMUSG00000015083,-0.36645423,-0.03895259,0.25733202,-0.06019823,0.10281436,-0.05651151,0.02980859,0.08697293,0.26722975,0.70472373,5,9,l,1,1,1,0,0
Q62469,Itga2,ENSMUSG00000015533,-0.00482255,0.08797528,0.25196603,-0.01842608,0.06418710,-0.36370752,-0.49313815,-0.04791484,0.33026934,0.39048957,7,1,l,1,1,1,1,0
Q61805,Lbp,ENSMUSG00000016024,-0.18846744,-0.61125257,-0.08061494,-0.02976108,0.04825063,-0.34174114,0.14986881,0.38520991,0.83261689,1.36377269,2,1,l,1,1,1,1,0
P49138,Mapkapk2,ENSMUSG00000016528,-0.06603799,-0.15293320,0.10795333,0.13210345,0.11501218,-0.14235587,-0.01606108,0.26700603,0.30680660,0.53465877,9,13,l,1,0,0,0,0
Q9Z2L7,Crlf3,ENSMUSG00000017561,-0.10315626,0.13516416,0.53977810,-0.09168180,0.49037735,0.11261945,-0.01269987,-0.11327317,0.08631289,0.52478087,1,2,l,1,0,0,0,0
Q80YW0,Cyth4,ENSMUSG00000018008,-0.43209988,0.12591413,0.31316044,0.47309341,0.54249694,0.03632872,0.71701746,1.80722974,1.93161386,2.27255353,1,1,l,1,1,1,1,0
O08997,Atox1,ENSMUSG00000018585,-0.32077470,-0.18390991,-0.03402418,-0.22388452,0.14308665,-0.10048412,-0.24336386,0.15829718,0.21563544,0.29666046,15,23,l,1,0,0,0,0
P07214,Sparc,ENSMUSG00000018593,-0.19182802,0.05807867,0.10187404,0.24546012,0.13441909,0.06732247,0.20042534,0.73551973,0.55960417,1.15283236,9,7,l,1,1,1,1,0
Q8BH97,Rcn3,ENSMUSG00000019539,-0.22922384,-0.17465644,0.36994476,0.25373239,0.02703412,0.08058178,0.23266946,0.90090715,0.69305957,0.99632652,21,6,l,1,1,1,1,0
Q8VDP3,Mical1,ENSMUSG00000019823,-0.11084389,-0.07286179,0.07730691,0.00420761,-0.15994813,0.16614471,0.19262502,0.53131239,0.41904856,0.69974091,6,5,l,1,1,1,1,0
O88879,Apaf1,ENSMUSG00000019979,-0.01109395,-0.10950278,0.05336097,0.04639262,0.02087141,-0.01689265,0.31883552,0.52288162,0.50797250,0.69454598,6,2,l,1,1,1,1,0
Q8BPB5,Efemp1,ENSMUSG00000020467,-0.16024918,0.08324944,0.16505718,0.37061114,0.48915009,0.39936492,0.30098164,0.63645900,0.65166280,0.88812644,2,10,l,1,1,1,1,0
Q640N1,Aebp1,ENSMUSG00000020473,-0.12776603,0.21040200,-0.04789259,-0.13523620,-0.15850680,0.09915068,0.08959481,0.37416724,0.52408255,0.95772801,4,12,l,1,1,1,1,0
Q80Y17,Llgl1,ENSMUSG00000020536,-0.10862364,0.05649972,0.16922723,0.06571561,0.14191874,0.06480078,0.23041112,0.24058704,0.28920760,0.50003502,5,5,l,1,1,0,1,0
