s11+s12	s13+s14	s15+s16	s1	s2	s3	s4	s5	s6	s7	s8	s9
8857.37302273402	9437.98781425617	10947.3207477949	8636.18810155249	9596.900273672	9336.37975097449	9704.09733971656	8263.60132529504	8521.41731061388	9557.81822258022	8995.33915788387	8735.74146621144
7082.20228478257	5300.30868605495	4993.43891209987	4517.53484853374	4867.68312515677	5043.59957954098	5258.69745383536	4652.24500819658	4523.95425582879	8516.43811083397	7135.90606098729	5105.86324632484
5851.18452029224	6427.0006552365	7088.26324151607	6880.03825821138	7894.41927228078	7307.97557224605	6150.03397917702	6660.82649484508	7320.88836979601	5658.55973598487	5812.44335011205	5429.79624327765
261.809449495442	82.5593253279587	45.3752562328418	4.01558653202999	0.929301856654595	3.17807156870887	86.5010130078407	47.3620500603076	27.4130181247868	257.386561710012	216.766180012047	60.0843462089902
6471.31356929321	6765.00824599097	7909.33930668178	6627.05630669349	8373.93903031455	7663.91958794144	6339.01988803111	6836.28136211395	8161.8230140358	6827.15389547285	6333.7797324195	6028.0273424889
338.812228758807	260.304696328152	312.224977411697	215.503143885609	222.103143740448	236.766331868811	294.29148990711	291.707171962349	248.32969360101	306.694332152543	266.155942546437	309.565001120232
1365.51595227034	1741.51612132976	3446.3587472087	3469.46676367391	3663.30791893241	2421.69053535616	3848.35485044665	1830.97379892235	1764.10834285393	1654.76877605134	1177.1226737363	1652.31952074723
133.4714840565	183.573088082167	93.9916021966008	161.961990125209	125.45575064837	109.643469120456	166.420427199867	104.411792178405	132.227499190148	142.006378874489	147.254662371053	220.744663246073
200.207226084749	253.50569306585	160.974123302224	202.117855445509	153.334806348008	132.684487993595	186.165223647309	131.322047894489	194.309922590401	167.646419504606	188.412797816378	242.949747714612
2941.50616786055	2538.94207537981	2222.30719216561	1971.65298722672	2160.62681672193	2084.02043118084	1809.93967434884	1961.21943658819	2251.89881242734	2518.64091420449	2729.24169264113	2164.34264496297
108.830594692223	101.985048934537	87.5094227347663	125.82171133694	105.011109801969	83.4243786786079	127.871062707243	68.8902546331747	99.1706243926112	77.9062772991991	102.438025997254	75.7585234809006
1418.90454589294	1225.7631595751	1294.27516587963	1271.6024018095	1237.83007306392	1244.21501914952	1041.77306970312	1092.55638207301	1247.2923246778	1414.14685629179	1336.26746412489	1325.77416091576
11660.2741879205	12338.2483487183	13392.1827681502	10939.7962420937	12812.2846976969	10200.8152176633	9194.49354569211	10316.3156313179	11378.0150522645	9958.19731857357	12466.341913773	9337.89110974067
149.898743632684	140.836496147694	276.572990371607	337.309268690519	385.660270511657	195.451401475596	459.771688704718	175.454867268867	121.746051083612	121.297115288626	85.9747718191239	158.047954158431
1022.59690861749	661.445888803998	644.976856452537	1026.65162335567	703.481505487528	730.95646080304	755.943635416347	564.038959809118	662.75002642867	736.658090411414	655.78629142885	640.028905269678
47516.8750278374	62641.1596279534	54802.5058968365	66470.0038646924	53116.1062208067	56943.8918502334	40651.7152000761	50942.1904807754	66164.5443051289	45020.9528802574	49421.7744175145	58034.9475306879
3914.82129774949	3544.22327202025	3727.25319055486	4247.15202204372	3528.5591497175	3936.04163784594	4737.8109189838	4323.93988846036	3349.22580265778	3783.87830375983	4154.2278042815	3770.9458153338
