"control1"	"control2"	"control3"	"control4"	"control5"	"ckd1"	"ckd2"	"ckd3"	"ckd4"	"ckd5"	"aki1"	"aki2"	"aki3"	"aki5"	"Healthy"	"CKD"	"AKI"
"hsa-miR-1271-5p"	29.2658796197348	44.7181881250646	39.3196865708836	46.7856945607901	31.7978050871153	35.4558993663077	54.2788253532054	80.6337728653424	44.4174062425266	34.2760516058768	34.3636168514854	38.1750372384381	69.775485372802	48.5943089291168	38.3774507927177	49.8123910866518	47.7271120979606
"hsa-miR-1273g-3p"	8.77976388592044	7.98539073661868	16.6352520107584	11.5046789903582	11.4472098313615	7.09117987326155	3.79951777472438	18.7070353047594	20.9543909848464	9.88732257861832	37.0069719939073	19.087518619219	122.107099402404	0	11.2704590910035	12.087889303242	44.5503975038825
"hsa-miR-1273h-3p"	14.6329398098674	33.5386410937984	493.008377773386	140.35708368237	7.63147322090767	18.9098129953641	73.8192024803593	58.7013866459693	44.5649723762227	15.8197161257893	454.657084496576	240.866306385383	215.141079899473	138.447936760314	137.833703116066	42.3630181247409	262.278101885436
"hsa-miR-1273h-5p"	2.92658796197348	0	75.6147818670838	23.7763365800737	0	7.09117987326155	15.1980710988975	7.09577201215013	7.23074055110897	2.63661935429822	79.3006542726585	50.9000496512508	98.8486042781362	28.4230863547664	20.4635412818262	7.85047657794328	64.368098639203
"hsa-miR-1275"	273.63597444452	146.931189553784	136.106607360751	216.287965018735	190.786830522692	250.555022188575	116.699474509392	469.611093167754	59.3215857458328	161.492935450766	455.978762067787	263.589542836834	412.838288455745	269.560883493591	192.749713380096	211.536022212464	350.491869213489
"hsa-miR-128-1-5p"	124.379988383873	119.78086104928	270.70091908416	99.7072179164379	73.7709078021075	88.6397484157693	93.3595796075133	121.918264572398	55.7799985371264	57.3464709559862	215.433444107389	120.887617921721	366.321298207211	151.284169307628	137.667978847172	83.4088124177586	213.481632385987
"hsa-miR-128-3p"	1510.11938837832	1953.22657417693	1625.7178101423	1548.52979210222	3487.58326195481	3220.57752577295	2044.68335105525	892.132062982148	3103.31579162902	3048.59112840731	3375.56451687283	2115.98777835914	1314.1049745211	1338.63567993416	2025.03536535091	2461.85997196934	2036.07323742181
"hsa-miR-1285-3p"	234.127036957878	183.66398694223	163.327928832901	227.025665409736	184.427269505269	127.641237718708	266.509032484238	145.785861340539	121.594494165588	92.9408322390122	290.769065666415	142.701924915114	366.321298207211	249.389660919241	198.514377529603	150.894291589617	262.295487426995
"hsa-miR-1285-5p"	14.6329398098674	15.9707814732374	28.7336171094918	18.4074863845732	15.2629464418153	20.0916763075744	10.312976817109	3.2253509146137	27.8899992685632	20.4337999958112	30.3985841378524	29.9946721159156	0	24.7555913412482	18.601554243797	16.3907606607343	21.2872118987541
"hsa-miR-1287-5p"	21.9494097148011	43.1211099777408	22.6844345601251	33.7470583717175	36.8854539010537	55.5475756738821	59.7067078885259	43.2197022558235	37.9244963598981	60.642245148859	14.5384532833207	67.2607798962957	17.4438713432005	25.6724650946278	31.6774933050877	51.4081454653977	31.2288924043612
"hsa-miR-129-1-3p"	261.929622596626	209.217237299409	160.303337558218	226.258686810378	324.337611888576	134.732417591969	37.4523894937117	434.132233107003	462.619829137278	216.861941891028	141.419500119574	188.148397818016	81.4047329349357	202.629099496883	236.409299230642	257.159762244198	153.400432592352
"hsa-miR-129-2-3p"	57.0684652584829	245.950034687855	110.397581525942	117.347725701654	48.3326637324152	100.458381537872	123.212933551776	73.5380008531922	77.7673524578455	65.9154838574555	95.1607851271902	1177.97257764323	69.775485372802	44.9268139155986	115.81929418127	88.1784304516283	346.958915514706
"hsa-miR-129-5p"	637.996175710219	626.054633750904	470.323943213261	437.177801633613	442.625446812645	310.830051111298	120.498992284116	433.487162924081	615.350777512743	253.774612851203	60.7971682757049	319.943169236433	110.47785184027	336.4926674903	522.835600224128	346.788319336688	206.927714210677
"hsa-miR-1292-5p"	16.0962337908541	7.98539073661868	6.0491825493667	12.2716575897154	7.63147322090767	26.0009928686257	8.68461205651286	10.9661931096866	16.6749731076595	20.4337999958112	27.7552289954305	27.2678837417415	0	16.5037275608321	10.0067875774925	16.5521142276592	17.881710074501
"hsa-miR-1295a"	33.655761562695	28.7474066518272	0	9.9707217916438	22.894419662723	40.1833526151488	12.4841298312372	39.9943513412098	16.3798408402673	11.2056322557674	13.2167757121098	0	122.107099402404	9.16873753379563	19.0536619337778	24.0494613767261	36.1231531620772
"hsa-miR-1296-5p"	736.03687243633	1480.4914425691	405.295230807569	819.900122712863	1030.24888482254	1103.86033360438	827.20929838285	1045.65876651776	1136.99706012846	1125.17730944676	670.090528603965	1597.89798726605	465.169902485347	757.337720291519	894.39451066968	1047.78055361604	872.62403466172
"hsa-miR-1299"	0	35.1357192411222	204.159911041126	62.8922451472916	91.577678650892	35.4558993663077	26.5966244230706	116.112632926093	1.62322747065712	512.163309572429	9.25174299847683	23.6321659095093	34.887742686401	29.339960108146	78.7531108160864	138.390338751711	24.2779029256333
"hsa-miR-1301-3p"	494.593365573518	269.906206897711	651.799419694262	363.54785609532	314.162314260699	482.200231381785	256.738843920661	352.208319875816	398.428560979474	457.453457970741	637.04858932369	463.554023609605	401.209040893612	229.218438344891	418.801832504302	389.405882825695	432.757523042949
"hsa-miR-1303"	190.228217528276	175.678596205611	207.18450231581	137.289169284941	277.276860359645	211.553532885636	38.5379660007758	110.307001279788	123.660420037333	284.754890264208	333.062747945166	120.887617921721	104.663228059203	71.5161527636059	197.531469138857	153.762762093548	157.532436672424
"hsa-miR-1306-3p"	20.4861157338144	27.1503285045035	21.1721389227835	10.737700391001	11.4472098313615	17.7279496831539	13.5697063383013	18.7070353047594	17.8555021772283	15.8197161257893	6.60838785605488	10.9071534966966	0	8.25186378041606	18.1986986766928	16.7359819258464	6.44185128329188
"hsa-miR-1306-5p"	190.228217528276	186.858143236877	93.7623295151839	139.590105083013	143.726078993761	148.914777338492	83.0466027904042	730.864517251463	110.822166405772	231.363348339669	202.216668395279	191.784115650248	284.916565272275	93.5211228447154	150.832974871422	261.00228242516	193.109618040629
"hsa-miR-1307-3p"	3893.82528340572	3823.40508469302	6775.08445529071	3773.5347088375	3415.08426635618	3640.13900160759	1969.77857206782	2115.18512980366	3864.90460763459	3347.84742512016	5227.23479413941	3674.80179892869	4006.27578515505	2511.31721050662	4336.18675971662	2987.57094724677	3854.90739718244
"hsa-miR-1307-5p"	241.443506862812	332.192254643337	317.582083841752	223.19077241295	419.731027149922	270.646698496149	193.232618257411	146.430931523462	152.435816108073	279.481651555611	257.72712638614	487.186189519115	174.438713432005	153.117916814387	306.827928982154	208.445543188141	268.117486537912
"hsa-miR-130a-3p"	10984.9479152675	7895.95436036855	10316.8808379449	8073.9837154334	9499.91224782657	6075.95928807294	22420.411600395	7260.26490879543	11157.1802364948	6254.72026323395	3247.36179246537	4990.93165419675	5727.40442435083	7943.79419928053	9354.33581536818	10633.7072593984	5477.37301757337
"hsa-miR-130b-3p"	194.618099471236	349.760114263898	1584.88582793408	732.46456238614	310.346577650245	213.917259510057	734.935295282401	266.413985547091	714.515219356524	301.892916067146	1509.35578632293	623.525608227822	1651.35315382298	459.353750443161	634.415036341119	446.334935152644	1060.89707470422
"hsa-miR-130b-5p"	231.200448995905	335.386410937984	458.225578114528	502.370982578976	310.346577650245	304.920734550246	418.489743473213	394.782951948716	539.206652525555	363.19431605458	1066.59379996726	667.154222214608	686.125606165886	837.105736835541	367.505999655528	404.118879710462	814.244841295823
"hsa-miR-132-3p"	1296.47846715425	3229.29201388859	10646.5612868854	7438.15845656627	2885.96878970658	3018.478899385	9928.68273360833	3628.51977894041	5446.9611269905	2954.33198649115	10791.4973689376	4382.85784675592	3395.74028814303	6720.68461227219	5099.29180284022	4995.39490508308	6322.69502902719
"hsa-miR-132-5p"	27.8025856387481	71.8685166295681	143.668085547459	200.181414432233	95.3934152613459	98.0946549134514	195.946559525071	63.8619481093512	147.123435295013	87.0084386918412	100.447495412034	47.2643318190186	69.775485372802	100.856112871752	107.782803501871	118.407007306946	79.5858563689017
"hsa-miR-133a-3p"	339.484203588924	3510.37776781757	564.086272728445	1152.00185623454	772.050707515159	770.574879561088	772.387684776113	318.664670363833	1236.89933264072	1674.91244481794	337.027780658799	1774.23030212931	1343.17809342644	559.292989561533	1267.60016157693	954.68780243194	1003.43229144402
"hsa-miR-133b"	2.92658796197348	52.7035788616833	16.6352520107584	23.0093579807164	13.9910342383307	9.45490649768206	32.5672952119232	3.87042109753643	25.6765072631217	21.0929548343857	11.8950981408988	24.5410953675673	17.4438713432005	6.41811627365694	21.8531622106925	18.5324169809298	15.0745452813309
"hsa-miR-134-5p"	419.965372543194	364.133817589812	738.000271022738	518.477533165477	464.247954271883	283.647194930462	698.568482295753	292.216792864001	994.153042710636	414.608393463395	314.559261948212	598.984512860255	383.765169550411	443.766896635708	500.964989718621	536.638781252849	435.268960248647
"hsa-miR-1343-3p"	42.4355254486155	71.8685166295681	25.7090258348085	61.3582879485772	82.6742932264998	52.0019857372513	35.8240247331156	52.8957549996646	72.3074055110897	58.0056257945608	75.3356215590256	93.6197341799791	17.4438713432005	58.679920216292	56.8091298176138	54.2069593551364	61.2697868246243
"hsa-miR-135a-5p"	42.4355254486155	28.7474066518272	13.6106607360751	13.8056147884299	166.620498656484	59.0931656105129	80.332661522744	1.29014036584548	17.2652376424439	194.450677379494	0	0	0	4.58436876689781	53.0439412562864	70.486376504208	1.14609219172445
"hsa-miR-135b-5p"	13.1696458288807	3.19415629464747	7.56147818670838	16.8735291858587	25.4382440696922	7.09117987326155	176.94897065145	12.256333475532	11.5101584282959	27.0253483815567	9.25174299847683	9.99822403863855	0	14.669980054073	13.2474107131575	46.9663981620192	8.47998677279709
