"N2-1"	"N2-2"	"N2-3"	"RB-1"	"RB-2"	"RB-3"
"1"	7.81195919849996	7.89345846621016	7.89367915205757	7.75821734774512	7.78348626343686	7.84123539736403
"2"	9.24837413843638	9.14236371061739	9.16159477917738	9.14947602817628	9.23239307813758	9.17370704935574
"3"	6.74634483259703	6.72239137634827	6.77428339502507	6.57017423316106	6.72491478358963	6.62398002392853
"4"	2.48985350312892	2.52439843981797	2.47099343565033	2.46538371267109	2.56039868703904	2.61696240323751
"5"	5.63911114553492	5.56693182219137	5.47271060839731	5.76652883315682	5.74881617256916	5.52938841671304
"6"	9.16433296225027	9.34306663633136	9.38068654086176	9.10275677817702	9.02444415555446	9.39572389691238
"7"	4.24182504770673	4.30701272785513	4.32832847158409	4.37432830263238	4.30324226002948	4.31931255352059
"8"	2.8214328183457	2.92136759861365	2.817574049966	2.80383041235776	2.73733571245504	2.74122145737884
"9"	8.76789748402073	8.87942666181808	8.86664616670104	8.71452932680633	8.73065864432496	8.79222760824728
"10"	5.91565510161608	5.949074122526	5.95601818664927	5.91786384982144	5.82741224030475	5.92673065357286
"11"	7.29620886544964	7.30320461886995	7.38781234799131	7.24646012826588	7.31961654233449	7.44795852379439
"12"	5.85293386181015	5.76129851853706	5.83482222476289	5.82419701063788	5.86984137633391	5.83724594946928
"13"	6.8923440535286	6.81445643211471	6.78213711886094	6.78946008099705	6.94460061052771	6.72287467863077
"14"	4.7289474742863	4.9260061333788	4.6859991002292	4.78184951221985	4.67102095998569	4.7383855230789
"15"	4.57693853818116	4.51326042880751	4.54861866482869	4.55684659409852	4.55524684799338	4.47428169215174
"16"	7.97557117179652	8.00952405427916	7.92810621892109	7.91386285027982	7.89651368638929	8.06227528591542
"17"	7.39238599995221	7.67080714010186	7.40171378151778	7.6320840879054	7.59353184649427	7.90896559794593
"18"	4.08117315940983	4.14536659082243	4.10138912860176	4.11933242687893	4.14952010774177	4.19055166244654
"19"	3.26951546310513	3.34468119533836	3.26654169241623	3.4271888024565	3.24238369592797	3.34726653777715
"20"	4.13289615251538	4.12219053300844	4.0997478697674	4.07980072817475	4.13343225616194	4.06476296027785
"21"	5.63001108365034	5.68538753183492	5.89020159642137	5.80331950087723	5.60560386079482	5.7615411730388
"22"	5.02547559233276	5.02003125965027	5.15493839160072	5.04388368978125	5.13119727693589	5.08808584500554
"23"	3.24814611850665	3.25395403098854	3.22387593254467	3.25739668398948	3.22925072015158	3.33599220977093
"24"	4.78544950424323	4.69739059023536	4.71630010595659	4.77694434115968	4.67452030340991	4.79767082298806
"25"	7.39045597820358	7.44495850944551	7.42013440954521	7.51618715753644	7.50237479724217	7.62176785059357
"26"	4.38727452863877	4.23941885701382	4.40010138630617	4.30923716958473	4.39942341737523	4.2787295928225
"27"	5.81330408774964	5.8200658687254	5.7953573414778	5.82916833871039	5.93202504304069	5.88098755926072
"28"	3.24812249548848	3.17016417281407	3.09238490912868	3.13876150579371	3.18440416811154	3.18122584885896
"29"	4.89235795277543	4.94778739867071	4.91627682366604	4.88013711502599	4.92967004016375	4.93065921656881
"30"	5.17973035355507	5.07946020154826	5.17206107096597	5.13087815052174	5.07983238523556	5.13927166452034
"31"	4.89693765663692	4.9251717407854	4.92231421020596	4.90943935106852	4.81261244879805	4.86823591043745
"32"	7.75847942228162	7.97831667583781	7.82190857288089	7.98497938386832	8.12461030119024	8.09726902328776
"33"	8.14948679317257	8.06207205904368	8.17634638621709	8.33612089825879	8.27163862871823	8.2812553342612
"34"	8.31434147060646	8.4555894671025	8.51143943196861	8.54977826719748	8.54262430665643	8.76897159575316
"35"	7.71324593208219	7.73154538537081	7.75576294440044	7.68963418929249	7.79487528474616	7.86939839336351
"36"	3.82140099596795	3.72660429812514	3.80408564345616	3.95942465943343	3.83121685165516	3.76656146304412
"37"	7.04783698610418	7.0686029731099	7.09031372298484	6.82078951266251	6.98643847437481	6.98286405045555
"38"	7.20473715508914	7.20739704728647	7.25972592338762	7.09195334498086	6.98841864525918	7.18842546053252
"39"	3.97583677582771	4.02160836229582	4.0750457716109	4.01321207265639	3.98706566132134	4.11738824773523
"40"	4.34684671919316	4.25331832795781	4.30858306405398	4.22778008955441	4.24017164381402	4.36502062372869
"41"	11.9857997561386	12.0529553955058	12.2139693013152	11.9404159733396	11.924612934356	11.9521742923513
"42"	7.78854490518678	7.84380958529702	7.87299485626756	7.85360207171833	7.94606815146029	7.91857595788899
"43"	3.74857083577029	3.66797209274137	3.69001755787051	3.6530136452237	3.7424663455147	3.59546698679792
"44"	5.57296284420922	5.36589550700297	5.45898277576504	5.48766764476207	5.41573606375785	5.3875683353679
"45"	5.68609685766319	5.67049948522804	5.61195714885822	5.51959263546997	5.6607612239056	5.63141092701318
"46"	3.75045674699755	3.79684266385589	3.67984057143071	3.80378856680126	3.73850219755576	3.77442344146819
"47"	3.08826275394651	3.09555731340664	3.14533269976606	3.28023102719957	3.10343626648063	3.19180052019202
"48"	4.24363751701738	4.31870923917335	4.23502208943646	4.22676745415531	4.32919643840055	4.32307940546383
"49"	7.26295906108053	7.16012435754828	7.14727759979904	7.63652440586813	7.49531272296193	7.50398543093539
"50"	7.10402900683188	7.04347355102469	7.12871226190416	7.12354525417162	7.15958741049957	7.09424157335388
"51"	4.22587384750094	4.08834015505668	4.16554378537005	4.1321715200489	4.19805362474107	4.11794245509748
"52"	7.23275087505824	7.54972343728073	7.51562058770307	7.44882711241961	7.57681577542261	7.41426873379242
"53"	6.99480392975218	6.83366281134815	6.93708207763663	6.94083739242817	6.92564790590647	6.94546540349561
"54"	5.9449236342738	6.14752028010255	6.07408424181485	6.04009164171022	6.0704276010333	5.98024128712306
"55"	3.84512080542611	3.9335109210376	3.82124919001232	3.8830687396372	3.84053731769577	3.84295797416924
"56"	3.23882150827122	3.24455668943596	3.21465524339644	3.27337632626344	3.24338795989673	3.27369679684283
"57"	3.51652254563367	3.49017229300004	3.45895016694672	3.50247673725307	3.56428568074729	3.58964488119716
"58"	5.07535221684903	5.02928320283915	5.11560893498899	5.01404462030461	5.03307921141854	4.97900044714828
"59"	4.55220913768496	4.45152939559294	4.44911327865198	4.43222321305197	4.44328046187877	4.3597444918115
"60"	3.45662868060168	3.40183097852282	3.51083043069591	3.40701662080304	3.43727922104284	3.52148464239969
"61"	5.3277027566982	5.14166430040545	5.27097670369106	5.14984705699585	5.16256272581001	5.24721554344744
"62"	5.95391260850943	5.95629907229342	6.01100772670232	5.95635750764337	6.046356239846	5.88518604312063
"63"	3.77066235536039	3.84996759898369	3.73484929932279	3.78375955881922	3.82397576452028	3.71303982021206
"64"	7.47454353323226	7.1994410409402	7.29794278426062	7.16458726068647	7.18715921397311	7.11283900991987
"65"	5.01601106530685	5.03008026705104	4.80823583716818	5.02647453674795	4.92816053980799	4.96104799136127
"66"	3.81227307514047	3.78914826989591	3.87575786243739	3.88281468800142	3.73657517529308	3.85458573508177
"67"	4.31494186026068	4.15259892488842	4.23446676792755	4.1789386541923	4.09612617936823	4.26792830061222
"68"	5.13735287186172	5.01996547389419	5.07531229628083	5.18178577766446	5.1203949884664	5.16528744057211
